#                                                                                     --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name                 accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#         ------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
NC_004631.1:4559137-4559598|+ -            154 1827295at2           -             74   8.8e-25   84.5   0.8   1   1   1.7e-26   4.1e-24   82.4   0.8     6    74    17   111    12   111 0.82 NC_004631.1_4400 # 4559137 # 4559598 # 1 # ID=1_4400;partial=00;start_type=ATG;rbs_motif=None;rbs_spacer=None;gc_cont=0.528
NC_004631.1:2693220-2695793|- -            858 1827295at2           -             74    0.0016   16.4   0.0   2   2    0.0088       2.2    6.4   0.0    11    30   601   620   586   625 0.87 NC_004631.1_2616 # 2693220 # 2695793 # -1 # ID=1_2616;partial=00;start_type=ATG;rbs_motif=GGAGG;rbs_spacer=3-4bp;gc_cont=0.535
NC_004631.1:2004889-2005572|- -            228 1827295at2           -             74    0.0024   15.8   0.1   1   1   1.9e-05    0.0045   14.9   0.1     9    35     6    32     1    54 0.87 NC_004631.1_1958 # 2004889 # 2005572 # -1 # ID=1_1958;partial=00;start_type=ATG;rbs_motif=AGGAG;rbs_spacer=5-10bp;gc_cont=0.556
NC_004631.1:2044404-2046680|- -            759 1827295at2           -             74    0.0028   15.6   0.1   1   2     0.021       5.2    5.1   0.0    12    31   211   230   197   237 0.82 NC_004631.1_1990 # 2044404 # 2046680 # -1 # ID=1_1990;partial=00;start_type=ATG;rbs_motif=GGAGG;rbs_spacer=5-10bp;gc_cont=0.541
NC_004631.1:2044404-2046680|- -            759 1827295at2           -             74    0.0028   15.6   0.1   2   2    0.0033      0.79    7.8   0.1    10    33   490   513   473   517 0.85 NC_004631.1_1990 # 2044404 # 2046680 # -1 # ID=1_1990;partial=00;start_type=ATG;rbs_motif=GGAGG;rbs_spacer=5-10bp;gc_cont=0.541
NC_004631.1:4545490-4546467|+ -            326 1827295at2           -             74    0.0075   14.2   0.0   1   2    0.0001     0.025   12.5   0.0    31    64   102   136    94   141 0.78 NC_004631.1_4390 # 4545490 # 4546467 # 1 # ID=1_4390;partial=00;start_type=ATG;rbs_motif=GGAG/GAGG;rbs_spacer=5-10bp;gc_cont=0.542
NC_004631.1:4545490-4546467|+ -            326 1827295at2           -             74    0.0075   14.2   0.0   2   2       9.8   2.4e+03   -3.4   0.0    17    30   162   175   161   181 0.77 NC_004631.1_4390 # 4545490 # 4546467 # 1 # ID=1_4390;partial=00;start_type=ATG;rbs_motif=GGAG/GAGG;rbs_spacer=5-10bp;gc_cont=0.542
NC_004631.1:2483597-2484868|- -            424 1827295at2           -             74    0.0085   14.1   0.1   1   1     8e-05      0.02   12.9   0.1     5    33   109   137   102   144 0.85 NC_004631.1_2414 # 2483597 # 2484868 # -1 # ID=1_2414;partial=00;start_type=ATG;rbs_motif=GGAG/GAGG;rbs_spacer=5-10bp;gc_cont=0.531
NC_004631.1:3741103-3742608|- -            502 1827295at2           -             74     0.012   13.6   0.4   1   2    0.0044       1.1    7.3   0.1     8    28    27    50    17    57 0.80 NC_004631.1_3619 # 3741103 # 3742608 # -1 # ID=1_3619;partial=00;start_type=ATG;rbs_motif=GGAG/GAGG;rbs_spacer=5-10bp;gc_cont=0.531
NC_004631.1:3741103-3742608|- -            502 1827295at2           -             74     0.012   13.6   0.4   2   2     0.057        14    3.8   0.0     9    31   279   301   269   308 0.80 NC_004631.1_3619 # 3741103 # 3742608 # -1 # ID=1_3619;partial=00;start_type=ATG;rbs_motif=GGAG/GAGG;rbs_spacer=5-10bp;gc_cont=0.531
NC_004631.1:2540225-2543335|+ -           1037 1827295at2           -             74     0.016   13.2   0.0   1   1   0.00017     0.041   11.9   0.0    10    33    32    55    21    61 0.84 NC_004631.1_2472 # 2540225 # 2543335 # 1 # ID=1_2472;partial=00;start_type=ATG;rbs_motif=AGGAG;rbs_spacer=5-10bp;gc_cont=0.586
NC_004631.1:2708336-2709697|- -            454 1827295at2           -             74     0.019   13.0   0.1   1   1   0.00018     0.043   11.8   0.1     2    33    91   125    89   130 0.85 NC_004631.1_2631 # 2708336 # 2709697 # -1 # ID=1_2631;partial=00;start_type=ATG;rbs_motif=GGA/GAG/AGG;rbs_spacer=5-10bp;gc_cont=0.548
NC_004631.1:4101278-4101991|+ -            238 1827295at2           -             74     0.025   12.6   0.1   1   1   0.00019     0.047   11.7   0.1     8    29    29    52    16    59 0.80 NC_004631.1_3954 # 4101278 # 4101991 # 1 # ID=1_3954;partial=00;start_type=ATG;rbs_motif=GGAG/GAGG;rbs_spacer=5-10bp;gc_cont=0.599
NC_004631.1:3084424-3085080|+ -            219 1827295at2           -             74     0.026   12.5   0.1   1   1   0.00019     0.046   11.7   0.1     9    32    30    53    14    62 0.78 NC_004631.1_2986 # 3084424 # 3085080 # 1 # ID=1_2986;partial=00;start_type=ATG;rbs_motif=4Base/6BMM;rbs_spacer=13-15bp;gc_cont=0.595
NC_004631.1:2506760-2507869|+ -            370 1827295at2           -             74     0.048   11.7   0.0   1   1   0.00046      0.11   10.5   0.0     9    29    45    65    30    71 0.84 NC_004631.1_2438 # 2506760 # 2507869 # 1 # ID=1_2438;partial=00;start_type=ATG;rbs_motif=GGA/GAG/AGG;rbs_spacer=5-10bp;gc_cont=0.583
NC_004631.1:1020890-1021642|+ -            251 1827295at2           -             74     0.052   11.5   0.0   1   2    0.0011      0.26    9.3   0.0     8    27    27    48    13    53 0.82 NC_004631.1_936 # 1020890 # 1021642 # 1 # ID=1_936;partial=00;start_type=ATG;rbs_motif=AGGAG/GGAGG;rbs_spacer=11-12bp;gc_cont=0.548
NC_004631.1:1020890-1021642|+ -            251 1827295at2           -             74     0.052   11.5   0.0   2   2       2.4   5.8e+02   -1.4   0.0    12    33   112   133   104   136 0.83 NC_004631.1_936 # 1020890 # 1021642 # 1 # ID=1_936;partial=00;start_type=ATG;rbs_motif=AGGAG/GGAGG;rbs_spacer=11-12bp;gc_cont=0.548
NC_004631.1:3646055-3647590|- -            512 1827295at2           -             74      0.12   10.4   1.7   1   2     0.027       6.6    4.8   0.2     9    29    38    58    26    61 0.82 NC_004631.1_3524 # 3646055 # 3647590 # -1 # ID=1_3524;partial=00;start_type=ATG;rbs_motif=GGAGG;rbs_spacer=3-4bp;gc_cont=0.517
NC_004631.1:3646055-3647590|- -            512 1827295at2           -             74      0.12   10.4   1.7   2   2     0.045        11    4.1   0.1     9    28   290   309   275   312 0.82 NC_004631.1_3524 # 3646055 # 3647590 # -1 # ID=1_3524;partial=00;start_type=ATG;rbs_motif=GGAGG;rbs_spacer=3-4bp;gc_cont=0.517
#
# Program:         hmmsearch
# Version:         3.4 (Aug 2023)
# Pipeline mode:   SEARCH
# Query file:      /busco_wd/busco_downloads/lineages/bacteria_odb10/hmms/1827295at2.hmm
# Target file:     /output/GCF_000007545.1_ASM754v1_genomic/prodigal_output/predicted_genes/predicted.faa
# Option settings: hmmsearch --domtblout /output/GCF_000007545.1_ASM754v1_genomic/run_bacteria_odb10/hmmer_output/1827295at2.out --cpu 1 /busco_wd/busco_downloads/lineages/bacteria_odb10/hmms/1827295at2.hmm /output/GCF_000007545.1_ASM754v1_genomic/prodigal_output/predicted_genes/predicted.faa 
# Current dir:     /busco_wd
# Date:            Wed Feb 25 15:48:23 2026
# [ok]
