# BUSCO version is: 6.0.0 
# The lineage dataset is: bacteria_odb10 (Creation date: 2024-01-08, number of genomes: 4085, number of BUSCOs: 124)
# Busco id	Status	Sequence	Gene Start	Gene End	Strand	Score	Length	OrthoDB url	Description
1491686at2	Complete	NC_011094.1	554281	554925	+	142.7	130	https://v10-1.orthodb.org/?query=1491686at2	Adenylate kinase
1497415at2	Complete	NC_011094.1	2769285	2768737	-	34.9	38	https://v10-1.orthodb.org/?query=1497415at2	Ribosome maturation factor RimM
1502854at2	Complete	NC_011094.1	3818260	3818883	+	279.2	187	https://v10-1.orthodb.org/?query=1502854at2	Guanylate kinase
1504821at2	Complete	NC_011094.1	52876	53814	+	202.9	221	https://v10-1.orthodb.org/?query=1504821at2	Riboflavin kinase
1505038at2	Complete	NC_011094.1	3486404	3485901	-	228.8	149	https://v10-1.orthodb.org/?query=1505038at2	Ribosomal protein S5
1540940at2	Complete	NC_011094.1	3500152	3499682	-	198.4	134	https://v10-1.orthodb.org/?query=1540940at2	Ribosomal protein S7 domain
1567535at2	Complete	NC_011094.1	3485272	3483941	-	361.2	298	https://v10-1.orthodb.org/?query=1567535at2	Protein translocase subunit SecY
1572673at2	Complete	NC_011094.1	3493459	3492854	-	122.4	101	https://v10-1.orthodb.org/?query=1572673at2	50S ribosomal protein L4
1574817at2	Complete	NC_011094.1	483066	483485	+	137.2	144	https://v10-1.orthodb.org/?query=1574817at2	Transcription antitermination protein NusB
1590629at2	Complete	NC_011094.1	3957806	3957183	-	69.1	84	https://v10-1.orthodb.org/?query=1590629at2	rRNA small subunit methyltransferase G
1592033at2	Complete	NC_011094.1	4504238	4505518	+	501.2	373	https://v10-1.orthodb.org/?query=1592033at2	GTPase HflX
1595498at2	Complete	NC_011094.1	3358711	3358259	-	51.8	48	https://v10-1.orthodb.org/?query=1595498at2	Ribosome maturation factor RimP
1623045at2	Complete	NC_011094.1	256716	257441	+	273.4	187	https://v10-1.orthodb.org/?query=1623045at2	Ribosomal protein S2
1661836at2	Complete	NC_011094.1	551339	551944	+	159.6	150	https://v10-1.orthodb.org/?query=1661836at2	Recombination protein RecR
1666043at2	Complete	NC_011094.1	3491407	3491075	-	117.9	86	https://v10-1.orthodb.org/?query=1666043at2	Ribosomal protein L22/L17
1671455at2	Complete	NC_011094.1	4230865	4231569	+	216.9	166	https://v10-1.orthodb.org/?query=1671455at2	Ribosomal protein L1
1674344at2	Complete	NC_011094.1	259567	260124	+	160.5	136	https://v10-1.orthodb.org/?query=1674344at2	Ribosome recycling factor
1676462at2	Complete	NC_011094.1	1857142	1857726	+	125.1	104	https://v10-1.orthodb.org/?query=1676462at2	Peptidyl-tRNA hydrolase
1692188at2	Complete	NC_011094.1	3487720	3487328	-	233.6	131	https://v10-1.orthodb.org/?query=1692188at2	Ribosomal protein S8
1698718at2	Complete	NC_011094.1	2767884	2767537	-	120.5	89	https://v10-1.orthodb.org/?query=1698718at2	Ribosomal protein L19
1701531at2	Complete	NC_011094.1	3952394	3951531	-	172.5	146	https://v10-1.orthodb.org/?query=1701531at2	ATP synthase, F1 complex, gamma subunit
1702697at2	Complete	NC_011094.1	4230433	4230861	+	128.8	105	https://v10-1.orthodb.org/?query=1702697at2	Ribosomal protein L11, C-terminal
1707228at2	Complete	NC_011094.1	3500622	3500248	-	174.5	101	https://v10-1.orthodb.org/?query=1707228at2	Ribosomal protein S12, bacterial-type
1713391at2	Missing
1720952at2	Complete	NC_011094.1	2779038	2779565	+	196.7	142	https://v10-1.orthodb.org/?query=1720952at2	SsrA-binding protein
1758685at2	Complete	NC_011094.1	2725019	2724291	-	75.5	104	https://v10-1.orthodb.org/?query=1758685at2	DNA repair protein RecO
1760144at2	Complete	NC_011094.1	1378210	1378644	+	101.8	95	https://v10-1.orthodb.org/?query=1760144at2	Translation initiation factor 3, C-terminal
1766414at2	Complete	NC_011094.1	3411029	3410637	-	115.8	99	https://v10-1.orthodb.org/?query=1766414at2	Ribosomal protein S9
1772647at2	Complete	NC_011094.1	3483646	3483290	-	147.4	96	https://v10-1.orthodb.org/?query=1772647at2	Ribosomal protein S13
1776954at2	Complete	NC_011094.1	4529460	4529855	+	65.3	70	https://v10-1.orthodb.org/?query=1776954at2	Ribosomal protein S6
1786618at2	Complete	NC_011094.1	3490343	3489933	-	156.8	102	https://v10-1.orthodb.org/?query=1786618at2	Ribosomal protein L16
1799923at2	Complete	NC_011094.1	3489324	3488953	-	138.1	104	https://v10-1.orthodb.org/?query=1799923at2	Ribosomal protein L14P
1822215at2	Complete	NC_011094.1	3411473	3411045	-	163.5	113	https://v10-1.orthodb.org/?query=1822215at2	Ribosomal protein L13
1822695at2	Complete	NC_011094.1	4232549	4232914	+	92.0	88	https://v10-1.orthodb.org/?query=1822695at2	Ribosomal protein L7/L12
1827295at2	Complete	NC_011094.1	4499169	4499630	+	84.5	69	https://v10-1.orthodb.org/?query=1827295at2	tRNA threonylcarbamoyl adenosine modification protein TsaE
1827334at2	Complete	NC_011094.1	3624303	3624899	+	100.4	84	https://v10-1.orthodb.org/?query=1827334at2	methyltransferase
1830156at2	Complete	NC_011094.1	798119	797646	-	80.2	76	https://v10-1.orthodb.org/?query=1830156at2	Endoribonuclease YbeY
1838961at2	Complete	NC_011094.1	3481174	3480791	-	106.4	83	https://v10-1.orthodb.org/?query=1838961at2	Ribosomal protein L17
1842956at2	Complete	NC_011094.1	4225025	4225987	+	45.5	77	https://v10-1.orthodb.org/?query=1842956at2	Biotin--acetyl-CoA-carboxylase ligase
1844275at2	Complete	NC_011094.1	4580927	4579992	-	154.9	182	https://v10-1.orthodb.org/?query=1844275at2	Aspartate carbamoyltransferase
1846503at2	Complete	NC_011094.1	3796710	3797189	+	127.4	108	https://v10-1.orthodb.org/?query=1846503at2	pantetheine-phosphate adenylyltransferase
1874945at2	Complete	NC_011094.1	3485714	3485280	-	78.6	74	https://v10-1.orthodb.org/?query=1874945at2	Ribosomal protein L15
1890943at2	Complete	NC_011094.1	2726670	2725933	-	80.0	106	https://v10-1.orthodb.org/?query=1890943at2	ribonuclease III
1893906at2	Complete	NC_011094.1	3491700	3491422	-	134.1	72	https://v10-1.orthodb.org/?query=1893906at2	Ribosomal protein S19, bacterial-type
1904463at2	Complete	NC_011094.1	3371890	3371633	-	126.0	69	https://v10-1.orthodb.org/?query=1904463at2	Ribosomal protein L27
1906715at2	Complete	NC_011094.1	2774780	2774190	-	48.9	71	https://v10-1.orthodb.org/?query=1906715at2	Protein GrpE
1932144at2	Complete	NC_011094.1	1378988	1379344	+	125.6	93	https://v10-1.orthodb.org/?query=1932144at2	Ribosomal protein L20
1937072at2	Complete	NC_011094.1	2769552	2769304	-	104.4	69	https://v10-1.orthodb.org/?query=1937072at2	Ribosomal protein S16
1937493at2	Complete	NC_011094.1	3954532	3953999	-	143.5	158	https://v10-1.orthodb.org/?query=1937493at2	ATP synthase subunit delta
1940575at2	Complete	NC_011094.1	4530181	4530408	+	87.5	48	https://v10-1.orthodb.org/?query=1940575at2	Ribosomal protein S18
1949059at2	Complete	NC_011094.1	3372221	3371910	-	129.3	100	https://v10-1.orthodb.org/?query=1949059at2	Ribosomal protein L21
1959318at2	Complete	NC_011094.1	4530450	4530899	+	85.6	82	https://v10-1.orthodb.org/?query=1959318at2	Ribosomal protein L9
1963491at2	Complete	NC_011094.1	3486772	3486419	-	134.6	103	https://v10-1.orthodb.org/?query=1963491at2	Ribosomal protein L18
1971380at2	Complete	NC_011094.1	3353874	3353473	-	136.8	124	https://v10-1.orthodb.org/?query=1971380at2	Ribosome-binding factor A
1978865at2	Complete	NC_011094.1	3492857	3492555	-	112.9	93	https://v10-1.orthodb.org/?query=1978865at2	Ribosomal protein L25/L23
1990141at2	Complete	NC_011094.1	3352378	3352109	-	108.0	66	https://v10-1.orthodb.org/?query=1990141at2	Ribosomal protein S15
1990650at2	Complete	NC_011094.1	778057	777740	-	89.9	80	https://v10-1.orthodb.org/?query=1990650at2	Ribosomal silencing factor RsfS
2005443at2	Missing
2012682at2	Complete	NC_011094.1	3494443	3494132	-	142.1	87	https://v10-1.orthodb.org/?query=2012682at2	Ribosomal protein S10
2035880at2	Complete	NC_011094.1	3489742	3489488	-	91.8	57	https://v10-1.orthodb.org/?query=2035880at2	Ribosomal protein S17/S11
2040741at2	Complete	NC_011094.1	3488942	3488628	-	61.3	54	https://v10-1.orthodb.org/?query=2040741at2	Ribosomal protein L24
2046660at2	Complete	NC_011094.1	1378740	1378937	+	34.3	34	https://v10-1.orthodb.org/?query=2046660at2	Ribosomal protein L35
2063644at2	Complete	NC_011094.1	3489933	3489742	-	50.4	39	https://v10-1.orthodb.org/?query=2063644at2	Ribosomal protein L29/L35
2066663at2	Complete	NC_011094.1	1039052	1038834	-	93.6	57	https://v10-1.orthodb.org/?query=2066663at2	Translation initiation factor IF-1
2075502at2	Complete	NC_011094.1	3158663	3159079	+	44.0	70	https://v10-1.orthodb.org/?query=2075502at2	YqgF/RNase H-like domain
