gene	contig	start	stop	strand	family	nb_copy_in_genome	partition	persistent_neighbors	shell_neighbors	cloud_neighbors	RGP	Spot	Module
PKJKAM_00375	contig_27	2675	3496	-	AJBGEP_07575	1	persistent	2	0	0			
PKJKAM_00380	contig_27	3831	4178	+	AJBGEP_07580	1	persistent	2	0	0			
PKJKAM_00385	contig_27	4256	4903	-	AJBGEP_07585	1	persistent	2	0	0			
PKJKAM_00390	contig_27	5004	5411	-	AJBGEP_07590	1	persistent	2	0	0			
PKJKAM_00395	contig_27	5480	6577	-	AJBGEP_07595	1	persistent	2	0	0			
PKJKAM_00400	contig_27	6636	7022	-	HFCAGB_09225	1	persistent	3	0	0			
PKJKAM_00405	contig_27	7330	7569	+	AJBGEP_07605	1	persistent	2	0	0			
PKJKAM_00410	contig_27	7620	8516	+	AJBGEP_07610	1	persistent	3	0	0			
PKJKAM_00415	contig_27	8596	9117	+	AJBGEP_07615	1	persistent	2	0	0			
PKJKAM_00420	contig_27	9093	11132	-	AJBGEP_07620	1	persistent	2	0	0			
PKJKAM_00425	contig_27	11132	11992	-	AJBGEP_07625	1	persistent	2	0	0			
PKJKAM_00430	contig_27	11995	12231	-	AJBGEP_07630	1	persistent	2	0	0			
PKJKAM_00435	contig_27	12432	12866	+	AJBGEP_07635	1	persistent	2	0	0			
PKJKAM_00440	contig_27	12914	13381	-	AJBGEP_07640	1	persistent	2	0	0			
PKJKAM_00445	contig_28	48	554	+	AJBGEP_18090	1	persistent	2	0	0			
PKJKAM_00450	contig_28	567	977	+	AJBGEP_18085	1	persistent	2	0	0			
PKJKAM_00455	contig_28	977	1168	+	AJBGEP_18080	1	persistent	2	0	0			
PKJKAM_00460	contig_28	1168	1422	+	AJBGEP_18075	1	persistent	2	0	0			
PKJKAM_00465	contig_28	1586	1957	+	AJBGEP_18070	1	persistent	2	0	0			
PKJKAM_00470	contig_28	1968	2282	+	AJBGEP_18065	1	persistent	2	0	0			
PKJKAM_00475	contig_28	2297	2836	+	AJBGEP_18060	1	persistent	2	0	0			
PKJKAM_00480	contig_28	2851	3156	+	AJBGEP_18055	1	persistent	2	0	0			
PKJKAM_00485	contig_28	3190	3582	+	AJBGEP_18050	1	persistent	2	0	0			
PKJKAM_00490	contig_28	3595	4128	+	AJBGEP_18045	1	persistent	2	0	0			
PKJKAM_00495	contig_28	4138	4491	+	AJBGEP_18040	1	persistent	2	0	0			
PKJKAM_00500	contig_28	4506	5009	+	AJBGEP_18035	1	persistent	2	0	0			
PKJKAM_00505	contig_28	5013	5192	+	AJBGEP_18030	1	persistent	2	0	0			
PKJKAM_00510	contig_28	5196	5630	+	AJBGEP_18025	1	persistent	2	0	0			
PKJKAM_00515	contig_28	5638	6969	+	AJBGEP_18020	1	persistent	2	0	0			
PKJKAM_00520	contig_28	7001	7117	+	AJBGEP_18015	1	persistent	2	0	0			
PKJKAM_00525	contig_28	7264	7620	+	AJBGEP_18010	1	persistent	1	0	2			
PKJKAM_00530	contig_28	7610	7990	-	AJBGEP_18005	1	cloud	2	0	0			
PKJKAM_00535	contig_28	8060	8680	+	AJBGEP_18000	1	persistent	1	0	2			
PKJKAM_00540	contig_28	8706	9695	+	AJBGEP_17995	1	persistent	2	0	0			
PKJKAM_00545	contig_28	9736	10119	+	AJBGEP_17990	1	persistent	2	0	0			
PKJKAM_00550	contig_28	10227	10595	+	AJBGEP_17985	1	persistent	2	0	0			
PKJKAM_00555	contig_28	10606	11031	+	AJBGEP_17980	1	persistent	2	0	0			
PKJKAM_00560	contig_28	11089	11358	+	HFCAGB_18250	1	persistent	2	0	0			
PKJKAM_00565	contig_28	11294	11707	-	AJBGEP_17970	1	persistent	2	0	0			
PKJKAM_00570	contig_28	11848	13224	-	AJBGEP_17965	1	persistent	2	0	0			
PKJKAM_00575	contig_28	13246	14535	-	AJBGEP_17960	1	persistent	2	0	0			
PKJKAM_00580	contig_28	14587	15534	-	AJBGEP_17955	1	persistent	2	0	0			
PKJKAM_00585	contig_28	15550	16059	-	AJBGEP_17950	1	persistent	2	0	0			
PKJKAM_00590	contig_28	16191	17315	+	AJBGEP_17945	1	persistent	2	0	0			
PKJKAM_00595	contig_28	17287	17760	+	AJBGEP_17940	1	persistent	2	0	0			
PKJKAM_00600	contig_28	17787	18329	+	AJBGEP_17935	1	persistent	2	0	0			
PKJKAM_00605	contig_28	18334	18906	+	HFCAGB_18205	1	persistent	2	0	0			
PKJKAM_00610	contig_28	18908	19729	+	HFCAGB_18200	1	persistent	2	0	0			
PKJKAM_00615	contig_28	19726	19983	+	AJBGEP_17920	1	persistent	2	0	0			
PKJKAM_00620	contig_28	19959	20513	-	HFCAGB_18190	1	persistent	3	0	0			
PKJKAM_00625	contig_29	51	4031	+	BEJGEH_04760	1	persistent	2	0	0			
PKJKAM_00630	contig_29	4376	6226	+	PKJKAM_00630	1	persistent	2	0	0			
PKJKAM_00635	contig_29	6486	7034	+	AJBGEP_04945	1	persistent	2	0	0			
PKJKAM_00640	contig_29	7062	7709	+	AJBGEP_04950	1	persistent	2	0	0			
PKJKAM_00645	contig_29	7771	8961	-	AJBGEP_04955	1	persistent	2	0	0			
PKJKAM_00650	contig_29	9146	10237	-	AJBGEP_04960	1	persistent	2	0	1			
PKJKAM_00655	contig_29	10844	12244	-	AJBGEP_04970	1	persistent	3	0	1			
PKJKAM_00660	contig_29	12445	12906	-	AJBGEP_04975	1	persistent	2	0	0			
PKJKAM_00665	contig_29	13223	14437	+	AJBGEP_04980	1	persistent	2	0	0			
PKJKAM_00670	contig_29	14683	16116	+	AJBGEP_04985	1	persistent	2	0	0			
PKJKAM_00675	contig_29	16197	16532	-	AJBGEP_04990	2	persistent	3	1	0			
PKJKAM_00680	contig_29	16504	17397	-	AJBGEP_04990	2	persistent	3	1	0			
PKJKAM_00685	contig_29	17592	18884	-	HFCAGB_05255	1	shell	1	1	0	GCF_000171515.1_contig_29_RGP_0		
PKJKAM_00690	contig_29	18929	19177	-	AJBGEP_05000	1	shell	0	2	0	GCF_000171515.1_contig_29_RGP_0		
PKJKAM_00695	contig_29	19218	19457	-	AJBGEP_05005	1	shell	0	2	3	GCF_000171515.1_contig_29_RGP_0		
PKJKAM_00700	contig_29	19500	20609	-	AJBGEP_05010	1	shell	0	1	3	GCF_000171515.1_contig_29_RGP_0		
PKJKAM_00705	contig_29	20620	23820	-	ONMMKP_05695	1	cloud	0	1	3	GCF_000171515.1_contig_29_RGP_0		
PKJKAM_00710	contig_30	45	308	+	AJBGEP_01200	1	persistent	2	0	0			
PKJKAM_00715	contig_30	414	869	+	AJBGEP_01205	1	persistent	2	0	0			
PKJKAM_00720	contig_30	873	1661	+	AJBGEP_01210	1	persistent	2	0	0			
PKJKAM_00725	contig_30	1661	2809	+	AJBGEP_01215	1	persistent	2	0	0			
PKJKAM_00730	contig_30	2806	3402	+	AJBGEP_01220	1	persistent	2	0	0			
PKJKAM_00735	contig_30	3426	6908	+	AJBGEP_01225	1	persistent	2	0	0			
PKJKAM_00740	contig_30	6921	7880	+	AJBGEP_01230	1	persistent	2	0	1			
PKJKAM_00745	contig_30	8061	9824	+	AJBGEP_01235	1	persistent	2	0	1			
PKJKAM_00750	contig_30	9900	12041	+	AJBGEP_01240	1	persistent	2	0	0			
PKJKAM_00755	contig_30	12097	12486	+	AJBGEP_01245	1	persistent	2	0	0			
PKJKAM_00760	contig_30	12549	13841	+	AJBGEP_01250	1	persistent	2	0	0			
PKJKAM_00765	contig_30	13925	14185	-	AJBGEP_01255	1	persistent	2	0	0			
PKJKAM_00770	contig_30	14172	14372	-	AJBGEP_01260	1	persistent	2	0	0			
PKJKAM_00775	contig_30	14570	15115	+	AJBGEP_01265	1	persistent	2	0	0			
PKJKAM_00780	contig_30	15112	15534	+	AJBGEP_01270	1	persistent	2	0	0			
PKJKAM_00785	contig_30	15566	16285	+	AJBGEP_01275	1	persistent	2	1	1			
PKJKAM_00790	contig_30	16266	16949	-	AJBGEP_04705	3	shell	11	3	5			
PKJKAM_00795	contig_30	17120	17521	-	AJBGEP_04710	4	shell	10	2	4			
PKJKAM_00800	contig_30	17656	19374	-	AJBGEP_01280	1	persistent	2	1	1			
PKJKAM_00805	contig_30	19485	20192	-	AJBGEP_01285	1	persistent	2	0	0			
PKJKAM_00810	contig_30	20189	20593	-	AJBGEP_01290	1	persistent	2	0	0			
PKJKAM_00815	contig_30	20712	21527	-	AJBGEP_01295	1	persistent	2	0	0			
PKJKAM_00820	contig_30	21566	22219	-	HFCAGB_01300	1	persistent	2	0	0			
PKJKAM_00825	contig_30	22212	23243	-	AJBGEP_01305	1	persistent	2	0	0			
PKJKAM_00830	contig_30	23433	23999	+	AJBGEP_01310	1	persistent	3	0	0			
PKJKAM_00835	contig_31	24	647	+	AJBGEP_07790	1	persistent	2	0	2			
PKJKAM_00840	contig_31	946	2328	+	AJBGEP_07785	1	persistent	2	0	2			
PKJKAM_00845	contig_31	2390	2725	-	AJBGEP_07780	1	persistent	2	0	0			
PKJKAM_00850	contig_31	2852	3583	+	AJBGEP_07775	1	persistent	2	0	0			
PKJKAM_00855	contig_31	4063	5226	+	BEJGEH_08065	1	persistent	2	0	0			
PKJKAM_00860	contig_31	5385	7085	+	BEJGEH_08070	1	persistent	2	0	0			
PKJKAM_00865	contig_31	7196	8497	+	HFCAGB_09055	1	persistent	2	0	1			
PKJKAM_00870	contig_31	8573	9502	+	AJBGEP_07755	1	persistent	2	0	1			
PKJKAM_00875	contig_31	9499	10902	-	AJBGEP_07750	1	persistent	2	0	0			
PKJKAM_00880	contig_31	11070	12716	-	AJBGEP_07745	2	persistent	4	0	0			
PKJKAM_00885	contig_31	12916	14091	+	HFCAGB_09075	1	persistent	2	0	0			
PKJKAM_00890	contig_31	14194	15702	+	HFCAGB_09080	1	persistent	2	0	2			
PKJKAM_00895	contig_31	16408	17409	+	AJBGEP_07730	1	persistent	2	0	2			
PKJKAM_00900	contig_31	17484	18524	-	AJBGEP_07725	1	persistent	2	0	0			
PKJKAM_00905	contig_31	19158	19373	+	AJBGEP_07720	1	persistent	2	0	0			
PKJKAM_00910	contig_31	19462	19902	+	AJBGEP_07715	1	persistent	2	0	0			
PKJKAM_00915	contig_31	19979	20560	+	AJBGEP_07710	1	persistent	2	0	0			
PKJKAM_00920	contig_31	20560	21138	+	AJBGEP_07705	1	persistent	2	0	0			
PKJKAM_00925	contig_31	21131	23338	+	AJBGEP_07700	1	persistent	2	0	0			
PKJKAM_00930	contig_31	23339	24397	+	AJBGEP_07695	1	persistent	2	0	0			
PKJKAM_00935	contig_31	24401	25021	+	AJBGEP_07690	1	persistent	2	0	0			
PKJKAM_00940	contig_31	25024	25716	+	AJBGEP_07685	1	persistent	2	0	0			
PKJKAM_00945	contig_31	25716	26351	+	AJBGEP_07680	1	persistent	2	0	0			
PKJKAM_00950	contig_31	26953	28458	+	AJBGEP_07675	1	persistent	2	0	0			
PKJKAM_00955	contig_31	28563	29168	+	AJBGEP_07670	1	persistent	2	0	0			
PKJKAM_00960	contig_31	29227	30087	-	AJBGEP_07665	1	persistent	2	0	0			
PKJKAM_00965	contig_31	30147	31421	-	AJBGEP_07660	1	persistent	2	0	0			
PKJKAM_00970	contig_31	31548	32204	-	AJBGEP_07655	1	persistent	2	0	0			
PKJKAM_00975	contig_31	32263	32625	-	AJBGEP_07650	1	persistent	2	0	0			
PKJKAM_00980	contig_31	32680	33312	-	AJBGEP_07645	1	persistent	2	0	0			
PKJKAM_01000	contig_32	3326	4915	+	AJBGEP_21940	1	persistent	3	0	0			
PKJKAM_01005	contig_32	4931	6220	+	HFCAGB_22175	1	persistent	2	0	0			
PKJKAM_01010	contig_32	6217	7542	-	AJBGEP_21930	1	persistent	2	0	0			
PKJKAM_01015	contig_32	7548	9134	-	AJBGEP_21925	1	persistent	2	0	0			
PKJKAM_01020	contig_32	9199	9654	+	AJBGEP_21920	1	persistent	2	0	0			
PKJKAM_01025	contig_32	9696	10388	-	AJBGEP_21915	1	persistent	2	0	0			
PKJKAM_01030	contig_32	10400	10672	-	AJBGEP_21910	1	persistent	2	0	0			
PKJKAM_01035	contig_32	10859	11449	-	AJBGEP_21905	1	persistent	2	0	0			
PKJKAM_01040	contig_32	11491	12162	-	AJBGEP_21900	1	persistent	2	0	0			
PKJKAM_01045	contig_32	12172	13236	-	AJBGEP_21895	1	persistent	2	0	0			
PKJKAM_01050	contig_32	13277	14050	-	HFCAGB_22130	1	persistent	2	0	0			
PKJKAM_01055	contig_32	14143	14631	+	AJBGEP_21885	1	persistent	2	0	0			
PKJKAM_01060	contig_32	14995	16890	+	AJBGEP_21880	1	persistent	2	0	0			
PKJKAM_01065	contig_32	16890	17525	+	HFCAGB_22115	1	persistent	2	0	0			
PKJKAM_01070	contig_32	17518	18276	+	HFCAGB_22110	1	persistent	3	0	0			
PKJKAM_01075	contig_32	18257	18457	+	BEJGEH_21105	1	persistent	2	0	0			
PKJKAM_01080	contig_32	18459	19229	+	AJBGEP_21860	1	persistent	3	0	0			
PKJKAM_01085	contig_32	19226	20359	+	AJBGEP_21855	1	persistent	2	0	3			
PKJKAM_01090	contig_32	20580	21590	-	HFCAGB_22090	1	cloud	2	0	1			
PKJKAM_01095	contig_32	21898	22332	+	PKJKAM_01095	1	persistent	3	0	3			
PKJKAM_01100	contig_32	22334	22615	-	ODDLKH_00070	1	persistent	2	0	1			
PKJKAM_01105	contig_32	22702	26925	-	AJBGEP_21835	1	persistent	3	0	1			
PKJKAM_01110	contig_32	27002	31030	-	HFCAGB_22070	1	persistent	2	0	0			
PKJKAM_01120	contig_32	31348	31713	-	AJBGEP_21820	1	persistent	2	0	0			
PKJKAM_01125	contig_32	31780	32277	-	AJBGEP_21815	1	persistent	2	0	0			
PKJKAM_01130	contig_32	32697	33401	-	AJBGEP_21810	1	persistent	2	0	0			
PKJKAM_01135	contig_33	446	3058	-	AJBGEP_05285	1	persistent	2	0	3			
PKJKAM_01140	contig_33	3485	3691	+	GEGEGB_09865	1	cloud	1	0	2	GCF_000171515.1_contig_33_RGP_0		
PKJKAM_01145	contig_33	4686	4967	+	PKJKAM_01145	1	cloud	0	1	2	GCF_000171515.1_contig_33_RGP_0		
PKJKAM_01150	contig_33	5447	6169	+	HFCAGB_07010	1	cloud	0	1	5	GCF_000171515.1_contig_33_RGP_0		
PKJKAM_01155	contig_33	6365	6940	-	AJBGEP_13850	1	shell	1	3	7	GCF_000171515.1_contig_33_RGP_0		
PKJKAM_01160	contig_33	6940	9378	-	AJBGEP_05245	1	shell	0	3	0	GCF_000171515.1_contig_33_RGP_0		
PKJKAM_01170	contig_33	9432	9674	-	AJBGEP_05240	1	shell	0	2	2	GCF_000171515.1_contig_33_RGP_0		
PKJKAM_01175	contig_33	9713	13075	-	AJBGEP_06510	1	shell	0	2	0	GCF_000171515.1_contig_33_RGP_0		
PKJKAM_01180	contig_33	13138	13644	-	AJBGEP_06505	1	shell	0	3	1	GCF_000171515.1_contig_33_RGP_0		module_13
PKJKAM_01185	contig_33	13683	14420	-	ODDLKH_08500	1	shell	0	2	0	GCF_000171515.1_contig_33_RGP_0		
PKJKAM_01190	contig_33	14427	15125	-	AJBGEP_06495	1	shell	0	3	0	GCF_000171515.1_contig_33_RGP_0		module_13
PKJKAM_01195	contig_33	15135	15464	-	AJBGEP_06490	1	shell	0	2	0	GCF_000171515.1_contig_33_RGP_0		module_13
PKJKAM_01200	contig_33	15467	18562	-	AJBGEP_06485	1	shell	0	2	2	GCF_000171515.1_contig_33_RGP_0		
PKJKAM_01205	contig_33	18534	18848	-	AJBGEP_06480	1	shell	0	2	0	GCF_000171515.1_contig_33_RGP_0		module_13
PKJKAM_01210	contig_33	18869	19264	-	AJBGEP_06475	1	shell	0	2	0	GCF_000171515.1_contig_33_RGP_0		module_13
PKJKAM_01215	contig_33	19315	20058	-	AJBGEP_06470	1	shell	0	2	0	GCF_000171515.1_contig_33_RGP_0		module_13
PKJKAM_01220	contig_33	20069	20470	-	AJBGEP_06465	1	shell	0	3	2	GCF_000171515.1_contig_33_RGP_0		module_13
PKJKAM_01225	contig_33	20467	21045	-	AJBGEP_06455	1	shell	0	3	1	GCF_000171515.1_contig_33_RGP_0		module_13
PKJKAM_01230	contig_33	21032	21409	-	AJBGEP_06450	1	shell	0	2	0	GCF_000171515.1_contig_33_RGP_0		module_13
PKJKAM_01235	contig_33	21420	21785	-	ODDLKH_08450	1	shell	0	2	1	GCF_000171515.1_contig_33_RGP_0		module_13
PKJKAM_01240	contig_33	21843	22871	-	AJBGEP_06435	1	shell	0	2	1	GCF_000171515.1_contig_33_RGP_0		module_13
PKJKAM_01245	contig_33	22926	23273	-	AJBGEP_06430	1	shell	0	2	0	GCF_000171515.1_contig_33_RGP_0		module_13
PKJKAM_01250	contig_33	23286	24782	-	AJBGEP_06425	1	shell	0	2	0	GCF_000171515.1_contig_33_RGP_0		module_13
PKJKAM_01255	contig_33	24772	26391	-	AJBGEP_06420	1	shell	0	2	0	GCF_000171515.1_contig_33_RGP_0		module_13
PKJKAM_01260	contig_33	26349	26552	-	AJBGEP_06415	1	shell	0	2	0	GCF_000171515.1_contig_33_RGP_0		module_13
PKJKAM_01265	contig_33	26536	28467	-	AJBGEP_06410	1	shell	0	2	0	GCF_000171515.1_contig_33_RGP_0		module_13
PKJKAM_01270	contig_33	28439	28984	-	AJBGEP_06405	1	shell	0	2	0	GCF_000171515.1_contig_33_RGP_0		module_13
PKJKAM_01275	contig_33	29270	29671	+	AJBGEP_06400	1	shell	0	2	2	GCF_000171515.1_contig_33_RGP_0		
PKJKAM_01280	contig_33	29928	30431	-	PKJKAM_01280	1	cloud	0	2	2	GCF_000171515.1_contig_33_RGP_0		
PKJKAM_01285	contig_33	30760	31230	-	IKCLMC_01445	1	shell	0	2	4	GCF_000171515.1_contig_33_RGP_0		
PKJKAM_01290	contig_33	31227	31679	-	AJBGEP_05130	1	shell	0	2	1	GCF_000171515.1_contig_33_RGP_0		module_7
PKJKAM_01295	contig_33	31663	31998	-	AJBGEP_05125	1	shell	0	2	0	GCF_000171515.1_contig_33_RGP_0		module_7
PKJKAM_01300	contig_33	32481	32954	+	AJBGEP_05120	1	shell	0	1	4	GCF_000171515.1_contig_33_RGP_0		module_7
PKJKAM_01305	contig_33	32961	33098	-	AJBGEP_05115	1	cloud	0	1	1	GCF_000171515.1_contig_33_RGP_0		
PKJKAM_01310	contig_33	33315	33764	+	AJBGEP_05110	1	cloud	0	0	4	GCF_000171515.1_contig_33_RGP_0		
PKJKAM_01315	contig_33	33900	34025	-	AJBGEP_05105	1	cloud	0	0	4	GCF_000171515.1_contig_33_RGP_0		
PKJKAM_01325	contig_33	34220	34909	-	IKCLMC_01385	1	cloud	0	1	3	GCF_000171515.1_contig_33_RGP_0		
PKJKAM_01330	contig_33	34906	35046	-	AJBGEP_14055	1	shell	1	0	2	GCF_000171515.1_contig_33_RGP_0		
PKJKAM_01335	contig_33	35043	35654	-	AJBGEP_14060	1	persistent	1	1	1	GCF_000171515.1_contig_33_RGP_0		module_6
PKJKAM_01340	contig_33	35657	35863	-	AJBGEP_05085	1	persistent	2	0	1	GCF_000171515.1_contig_33_RGP_0		module_6
PKJKAM_01345	contig_33	35863	36465	-	AJBGEP_05080	1	persistent	2	0	2	GCF_000171515.1_contig_33_RGP_0		module_6
PKJKAM_01350	contig_33	36881	37114	-	PKJKAM_01350	1	cloud	1	0	1	GCF_000171515.1_contig_33_RGP_0		
PKJKAM_01355	contig_33	37706	38302	+	PKJKAM_01355	1	cloud	0	0	2	GCF_000171515.1_contig_33_RGP_0		
PKJKAM_01360	contig_33	38314	39291	+	PKJKAM_01360	1	cloud	0	0	2	GCF_000171515.1_contig_33_RGP_0		
PKJKAM_01365	contig_33	39346	39606	-	PKJKAM_01365	1	cloud	0	0	2	GCF_000171515.1_contig_33_RGP_0		
PKJKAM_01370	contig_33	39603	40247	-	PKJKAM_01370	1	cloud	0	0	2	GCF_000171515.1_contig_33_RGP_0		
PKJKAM_01375	contig_33	40251	40484	-	LNHIMF_21385	1	cloud	0	0	3	GCF_000171515.1_contig_33_RGP_0		
PKJKAM_01380	contig_34	61	387	+	PKJKAM_01380	1	cloud	1	0	0			
PKJKAM_01385	contig_34	1089	2174	-	AJBGEP_16430	1	persistent	2	0	1			
PKJKAM_01390	contig_34	2287	2562	-	AJBGEP_16425	1	persistent	2	0	0			
PKJKAM_01395	contig_34	2590	3642	-	AJBGEP_16420	1	persistent	2	0	0			
PKJKAM_01400	contig_34	3797	4516	+	HFCAGB_16695	1	persistent	2	0	0			
PKJKAM_01405	contig_34	4516	4842	+	AJBGEP_16410	1	persistent	2	0	0			
PKJKAM_01410	contig_34	4892	5611	+	AJBGEP_16405	1	persistent	2	0	1			
PKJKAM_01415	contig_34	5800	6846	+	AJBGEP_16400	1	persistent	2	0	1			
PKJKAM_01420	contig_34	6979	7986	+	AJBGEP_16395	1	persistent	2	0	0			
PKJKAM_01425	contig_34	8078	9214	-	BEJGEH_15595	1	persistent	2	0	0			
PKJKAM_01430	contig_34	9207	9800	-	AJBGEP_16385	1	persistent	2	0	0			
PKJKAM_01435	contig_34	9808	10098	-	AJBGEP_16380	1	persistent	2	0	0			
PKJKAM_01440	contig_34	10095	10661	-	AJBGEP_16375	1	persistent	2	0	0			
PKJKAM_01445	contig_34	10680	11384	-	AJBGEP_16370	1	persistent	2	0	0			
PKJKAM_01450	contig_34	11402	12382	+	AJBGEP_16365	1	persistent	2	0	0			
PKJKAM_01455	contig_34	12514	13200	+	AJBGEP_16360	1	persistent	2	0	0			
PKJKAM_01460	contig_34	13247	13663	-	AJBGEP_16355	1	persistent	2	0	0			
PKJKAM_01465	contig_34	13663	14226	-	AJBGEP_16350	1	persistent	2	0	0			
