gene	contig	start	stop	strand	family	nb_copy_in_genome	partition	persistent_neighbors	shell_neighbors	cloud_neighbors	RGP	Spot	Module
AJBGEP_00375	contig_1	83276	84829	-	AJBGEP_00375	1	persistent	2	0	0			
AJBGEP_00380	contig_1	84892	86109	-	AJBGEP_00380	1	persistent	2	0	0			
AJBGEP_00385	contig_1	86221	87363	-	AJBGEP_00385	1	persistent	2	0	0			
AJBGEP_00390	contig_1	87398	88915	-	HFCAGB_00385	1	persistent	2	0	0			
AJBGEP_00395	contig_1	89396	90166	+	AJBGEP_00395	1	persistent	2	0	0			
AJBGEP_00400	contig_1	90182	91123	+	AJBGEP_00400	1	persistent	2	0	0			
AJBGEP_00405	contig_1	91173	92459	+	AJBGEP_00405	1	persistent	2	0	0			
AJBGEP_00410	contig_1	92456	92743	+	AJBGEP_00410	1	persistent	2	0	0			
AJBGEP_00420	contig_1	92890	94230	+	AJBGEP_00420	1	persistent	2	0	0			
AJBGEP_00425	contig_1	94319	94549	+	AJBGEP_00425	1	persistent	3	0	0			
AJBGEP_00430	contig_1	94843	95259	+	BEJGEH_00425	1	persistent	2	0	0			
AJBGEP_00440	contig_1	95483	95773	-	AJBGEP_00440	1	persistent	2	0	0			
AJBGEP_00445	contig_1	96671	98560	+	AJBGEP_00445	1	persistent	2	0	0			
AJBGEP_00450	contig_1	98967	99497	+	AJBGEP_00450	1	persistent	3	0	0			
AJBGEP_00455	contig_1	99490	101352	+	AJBGEP_00455	1	persistent	2	0	0			
AJBGEP_00460	contig_1	101551	102030	+	AJBGEP_00460	1	persistent	2	0	0			
AJBGEP_00465	contig_1	102136	102984	-	AJBGEP_00465	1	persistent	2	0	0			
AJBGEP_00470	contig_1	102995	103372	-	AJBGEP_00470	1	persistent	2	0	0			
AJBGEP_00475	contig_1	103375	104196	-	AJBGEP_00475	1	persistent	2	0	0			
AJBGEP_00480	contig_1	104193	105182	-	AJBGEP_00480	1	persistent	2	0	0			
AJBGEP_00485	contig_1	105182	106468	-	AJBGEP_00485	1	persistent	2	0	0			
AJBGEP_00490	contig_1	106522	108882	-	LNHIMF_00480	1	persistent	2	0	0			
AJBGEP_00495	contig_1	109136	109948	+	AJBGEP_00495	1	persistent	2	0	0			
AJBGEP_00500	contig_1	110043	110702	-	AJBGEP_00500	1	persistent	2	0	0			
AJBGEP_00505	contig_1	110714	113620	-	HFCAGB_00480	1	persistent	2	0	0			
AJBGEP_00510	contig_1	113794	116145	-	AJBGEP_00510	1	persistent	2	0	1			
AJBGEP_00515	contig_1	116189	116809	-	AJBGEP_00515	1	persistent	2	0	1			
AJBGEP_00520	contig_1	117528	117947	+	AJBGEP_00520	1	persistent	2	0	1			
AJBGEP_00525	contig_1	117953	118648	-	AJBGEP_00525	1	persistent	2	0	1			
AJBGEP_00530	contig_1	118789	120291	-	AJBGEP_00530	1	persistent	2	0	0			
AJBGEP_00535	contig_1	120302	122011	-	AJBGEP_00535	1	persistent	2	0	0			
AJBGEP_00540	contig_1	122352	123197	+	AJBGEP_00540	1	persistent	2	0	0			
AJBGEP_00545	contig_1	123316	124083	+	HFCAGB_00525	1	persistent	2	0	0			
AJBGEP_00550	contig_1	124122	124829	-	AJBGEP_00550	1	persistent	2	0	0			
AJBGEP_00555	contig_1	124813	126423	-	AJBGEP_00555	1	persistent	2	0	0			
AJBGEP_00560	contig_1	126399	127382	-	AJBGEP_00560	1	persistent	2	0	0			
AJBGEP_00565	contig_1	127560	129218	-	AJBGEP_00565	1	persistent	2	0	0			
AJBGEP_00575	contig_1	129311	129433	+	AJBGEP_00575	1	persistent	2	0	1			
AJBGEP_00580	contig_1	129769	130374	-	AJBGEP_00580	1	persistent	2	0	1			
AJBGEP_00585	contig_1	130385	131785	-	AJBGEP_00585	1	persistent	2	0	0			
AJBGEP_00590	contig_1	131788	132879	-	AJBGEP_00590	1	persistent	2	0	0			
AJBGEP_00595	contig_1	132879	134450	-	AJBGEP_00595	1	persistent	2	0	0			
AJBGEP_00600	contig_1	134538	134624	-	AJBGEP_00600	1	persistent	2	0	0			
AJBGEP_00605	contig_1	135281	136225	+	AJBGEP_00605	1	persistent	2	0	0			
AJBGEP_00610	contig_1	136547	138271	+	AJBGEP_00610	1	persistent	2	0	0			
AJBGEP_00615	contig_1	138271	138765	+	AJBGEP_00615	1	persistent	2	0	0			
AJBGEP_00620	contig_1	139049	140053	+	AJBGEP_00620	1	persistent	2	0	0			
AJBGEP_00625	contig_1	140659	141117	+	AJBGEP_00625	1	persistent	2	0	0			
AJBGEP_00630	contig_1	141119	142060	+	AJBGEP_00630	1	persistent	2	0	0			
AJBGEP_00635	contig_1	142057	142422	+	AJBGEP_00635	1	persistent	2	0	0			
AJBGEP_00640	contig_1	142438	144204	+	AJBGEP_00640	1	persistent	2	0	0			
AJBGEP_00645	contig_1	144191	145678	+	HFCAGB_00630	1	persistent	2	0	0			
AJBGEP_00650	contig_1	145675	147033	+	AJBGEP_00650	1	persistent	2	0	0			
AJBGEP_00655	contig_1	147027	148109	+	AJBGEP_00655	1	persistent	2	0	0			
AJBGEP_00660	contig_1	148112	149428	+	AJBGEP_00660	1	persistent	2	0	0			
AJBGEP_00665	contig_1	149428	150672	+	AJBGEP_00665	1	persistent	2	0	0			
AJBGEP_00670	contig_1	150669	151736	+	AJBGEP_00670	1	persistent	2	0	0			
AJBGEP_00675	contig_1	151855	153330	+	AJBGEP_00675	1	persistent	2	0	0			
AJBGEP_00680	contig_1	153323	154243	+	HFCAGB_00665	1	persistent	2	0	0			
AJBGEP_00685	contig_1	154245	155075	+	AJBGEP_00685	1	persistent	2	0	0			
AJBGEP_00690	contig_1	155072	156334	+	AJBGEP_00690	1	persistent	2	0	0			
AJBGEP_00700	contig_1	156395	157546	+	AJBGEP_00700	1	persistent	2	0	0			
AJBGEP_00705	contig_1	157647	158564	+	AJBGEP_00705	1	persistent	2	0	0			
AJBGEP_00710	contig_1	158843	159340	+	AJBGEP_00710	1	persistent	2	0	0			
AJBGEP_00715	contig_1	159402	162107	+	AJBGEP_00715	1	persistent	2	0	0			
AJBGEP_00725	contig_1	162259	162654	+	AJBGEP_00725	1	persistent	2	0	1			
AJBGEP_00730	contig_1	162976	163167	-	AJBGEP_00730	1	persistent	2	0	1			
AJBGEP_00735	contig_1	163177	163920	-	AJBGEP_00735	1	persistent	2	0	0			
AJBGEP_00740	contig_1	163920	164540	-	AJBGEP_00740	1	persistent	2	0	0			
AJBGEP_00745	contig_1	164766	165809	+	AJBGEP_00745	1	persistent	2	0	0			
AJBGEP_00750	contig_1	165840	167042	-	AJBGEP_00750	1	persistent	2	0	0			
AJBGEP_00755	contig_1	167032	168417	-	AJBGEP_00755	1	persistent	2	0	0			
AJBGEP_00760	contig_1	168427	168864	-	AJBGEP_00760	1	persistent	2	0	0			
AJBGEP_00765	contig_1	169086	169979	-	AJBGEP_00765	1	persistent	2	0	0			
AJBGEP_00770	contig_1	170067	170630	+	AJBGEP_00770	1	persistent	2	0	0			
AJBGEP_00775	contig_1	170627	171481	+	AJBGEP_00775	1	persistent	2	0	0			
AJBGEP_00780	contig_1	171573	172523	-	AJBGEP_00780	1	persistent	2	0	0			
AJBGEP_00785	contig_1	172523	173929	-	AJBGEP_00785	1	persistent	2	0	0			
AJBGEP_00790	contig_1	174093	175463	-	AJBGEP_00790	1	persistent	2	0	0			
AJBGEP_00795	contig_1	176029	176793	+	AJBGEP_00795	1	persistent	2	0	0			
AJBGEP_00805	contig_1	176953	179616	+	AJBGEP_00805	1	persistent	2	0	0			
AJBGEP_00810	contig_1	179631	181520	+	PKJKAM_03820	1	persistent	2	0	0			
AJBGEP_00815	contig_1	181720	183144	+	AJBGEP_00815	1	persistent	2	0	0			
AJBGEP_00825	contig_1	183433	183717	+	AJBGEP_00825	1	persistent	2	0	0			
AJBGEP_00830	contig_1	183755	184546	-	AJBGEP_00830	1	persistent	2	0	0			
AJBGEP_00835	contig_1	184559	185332	-	ODDLKH_03205	2	persistent	2	0	0			
AJBGEP_00840	contig_1	185316	186173	-	ODDLKH_03205	2	persistent	2	0	0			
AJBGEP_00845	contig_1	186562	189159	+	AJBGEP_00845	1	persistent	2	0	3			
AJBGEP_00850	contig_1	189220	190062	-	ODDLKH_03215	1	cloud	2	0	0			
AJBGEP_00855	contig_1	190308	190670	+	AJBGEP_00855	1	persistent	2	0	2			
AJBGEP_00860	contig_1	190905	191858	+	AJBGEP_00860	1	persistent	2	0	0			
AJBGEP_00865	contig_1	191855	193126	+	AJBGEP_00865	1	persistent	2	0	0			
AJBGEP_00870	contig_1	193116	194099	+	AJBGEP_00870	1	persistent	2	0	0			
AJBGEP_00875	contig_1	194109	194876	+	AJBGEP_00875	1	persistent	2	0	0			
AJBGEP_00880	contig_1	194906	195700	-	AJBGEP_00880	1	persistent	2	0	0			
AJBGEP_00885	contig_1	195721	196581	-	AJBGEP_00885	1	persistent	2	0	0			
AJBGEP_00890	contig_1	196688	197074	-	AJBGEP_00890	1	persistent	2	0	0			
AJBGEP_00895	contig_1	197237	198847	+	AJBGEP_00895	1	persistent	2	0	0			
AJBGEP_00900	contig_1	198925	201315	-	HFCAGB_00895	1	persistent	2	0	0			
AJBGEP_00905	contig_1	201521	202057	+	AJBGEP_00905	1	persistent	2	0	0			
AJBGEP_00910	contig_1	202115	202777	-	AJBGEP_00910	1	persistent	2	0	0			
AJBGEP_00915	contig_1	202886	203812	+	AJBGEP_00915	1	persistent	2	0	0			
AJBGEP_00920	contig_1	203809	204579	+	HFCAGB_00915	1	persistent	3	0	0			
AJBGEP_00925	contig_1	204696	205775	-	BEJGEH_00970	1	persistent	2	0	0			
AJBGEP_00930	contig_1	205784	208342	-	HFCAGB_00925	1	persistent	2	0	0			
AJBGEP_00935	contig_1	208357	209040	-	AJBGEP_00935	1	persistent	2	0	0			
AJBGEP_00940	contig_1	209088	209627	-	BEJGEH_00985	1	persistent	2	0	0			
AJBGEP_00945	contig_1	209997	210437	+	AJBGEP_00945	1	persistent	3	0	0			
AJBGEP_00950	contig_1	210499	211728	+	AJBGEP_00950	1	persistent	2	0	1			
AJBGEP_00955	contig_1	211735	212115	-	AJBGEP_00955	1	persistent	2	0	1			
AJBGEP_00960	contig_1	212210	213064	-	AJBGEP_00960	1	persistent	2	0	0			
AJBGEP_00965	contig_1	213190	213981	-	AJBGEP_00965	1	persistent	2	0	2			
AJBGEP_00970	contig_1	214102	214581	-	AJBGEP_00970	1	persistent	2	0	2			
AJBGEP_00975	contig_1	214578	215996	-	AJBGEP_00975	1	persistent	2	0	0			
AJBGEP_00980	contig_1	216137	217078	-	AJBGEP_00980	1	persistent	2	0	0			
AJBGEP_00985	contig_1	217102	217557	-	AJBGEP_00985	1	persistent	2	0	0			
AJBGEP_00990	contig_1	217734	218438	-	AJBGEP_00990	1	persistent	2	0	0			
AJBGEP_00995	contig_1	218455	218985	-	AJBGEP_00995	1	persistent	2	0	0			
AJBGEP_01000	contig_1	219013	221487	+	AJBGEP_01000	1	persistent	2	0	0			
AJBGEP_01005	contig_1	221628	224150	+	AJBGEP_01005	1	persistent	2	0	1			
AJBGEP_01010	contig_1	224443	226632	+	AJBGEP_01010	1	persistent	2	0	0			
AJBGEP_01015	contig_1	226681	227478	+	AJBGEP_01015	1	persistent	2	0	1			
AJBGEP_01020	contig_1	227478	228368	+	AJBGEP_01020	1	persistent	2	0	0			
AJBGEP_01025	contig_1	228365	230422	+	HFCAGB_01020	1	persistent	2	2	1			
AJBGEP_01030	contig_1	230459	230665	+	HFCAGB_01025	1	shell	1	1	0	GCF_000022165.1_contig_1_RGP_18	spot_14	
AJBGEP_01035	contig_1	231361	231921	+	AJBGEP_01035	1	shell	1	2	1	GCF_000022165.1_contig_1_RGP_18	spot_14	module_1
AJBGEP_01040	contig_1	232007	234664	+	AJBGEP_01040	1	shell	0	2	0	GCF_000022165.1_contig_1_RGP_18	spot_14	module_1
AJBGEP_01045	contig_1	234682	235434	+	AJBGEP_01045	1	shell	0	2	0	GCF_000022165.1_contig_1_RGP_18	spot_14	module_1
AJBGEP_01050	contig_1	235453	235965	+	AJBGEP_01050	1	shell	0	2	0	GCF_000022165.1_contig_1_RGP_18	spot_14	module_1
AJBGEP_01055	contig_1	235962	236438	+	AJBGEP_01055	1	shell	0	2	0	GCF_000022165.1_contig_1_RGP_18	spot_14	module_1
AJBGEP_01060	contig_1	236438	236968	+	HFCAGB_01055	1	shell	0	2	1	GCF_000022165.1_contig_1_RGP_18	spot_14	module_1
AJBGEP_01065	contig_1	236968	237807	+	HFCAGB_01060	1	shell	1	1	0	GCF_000022165.1_contig_1_RGP_18	spot_14	
AJBGEP_01070	contig_1	237915	239195	-	HFCAGB_01065	1	persistent	2	1	1			
AJBGEP_01075	contig_1	239365	240786	+	HFCAGB_01070	1	persistent	2	0	0			
AJBGEP_01080	contig_1	240868	241212	+	AJBGEP_01080	1	persistent	2	0	1			
AJBGEP_01085	contig_1	241313	241936	-	AJBGEP_01085	1	persistent	2	0	1			
AJBGEP_01090	contig_1	241973	242773	-	AJBGEP_01090	1	persistent	2	0	0			
AJBGEP_01095	contig_1	242766	243464	-	AJBGEP_01095	1	persistent	2	0	0			
AJBGEP_01100	contig_1	243549	245066	+	HFCAGB_01095	1	persistent	2	0	0			
AJBGEP_01105	contig_1	245196	246623	+	AJBGEP_01105	1	persistent	2	0	0			
AJBGEP_01110	contig_1	246776	247933	+	AJBGEP_01110	1	persistent	2	0	1			
AJBGEP_01115	contig_1	248022	248408	-	AJBGEP_01115	1	persistent	2	0	2			
AJBGEP_01120	contig_1	248932	249957	+	BEJGEH_01170	1	persistent	2	0	1			
AJBGEP_01125	contig_1	249994	250818	-	AJBGEP_01125	1	persistent	2	0	0			
AJBGEP_01130	contig_1	250848	253520	-	AJBGEP_01130	1	persistent	2	0	0			
AJBGEP_01135	contig_1	253757	254551	-	AJBGEP_01135	1	persistent	2	0	0			
AJBGEP_01145	contig_1	255002	255727	+	AJBGEP_01145	1	persistent	2	0	0			
AJBGEP_01155	contig_1	255913	256836	+	AJBGEP_01155	1	persistent	2	0	0			
AJBGEP_01160	contig_1	256981	257706	+	AJBGEP_01160	1	persistent	2	0	0			
AJBGEP_01165	contig_1	257853	258410	+	AJBGEP_01165	1	persistent	2	0	0			
AJBGEP_01170	contig_1	258551	259747	+	AJBGEP_01170	1	persistent	2	0	0			
AJBGEP_01175	contig_1	260060	260818	+	AJBGEP_01175	1	persistent	2	0	0			
AJBGEP_01180	contig_1	260831	261688	+	AJBGEP_01180	1	persistent	2	0	0			
AJBGEP_01185	contig_1	261700	263052	+	AJBGEP_01185	1	persistent	2	0	0			
AJBGEP_01190	contig_1	263084	265498	+	AJBGEP_01190	1	persistent	2	0	0			
AJBGEP_01195	contig_1	265621	266106	+	AJBGEP_01195	1	persistent	2	0	0			
AJBGEP_01200	contig_1	266110	267135	+	AJBGEP_01200	1	persistent	2	0	0			
AJBGEP_01205	contig_1	267241	267696	+	AJBGEP_01205	1	persistent	2	0	0			
AJBGEP_01210	contig_1	267700	268488	+	AJBGEP_01210	1	persistent	2	0	0			
AJBGEP_01215	contig_1	268488	269636	+	AJBGEP_01215	1	persistent	2	0	0			
AJBGEP_01220	contig_1	269633	270229	+	AJBGEP_01220	1	persistent	2	0	0			
AJBGEP_01225	contig_1	270253	273735	+	AJBGEP_01225	1	persistent	2	0	0			
AJBGEP_01230	contig_1	273748	274707	+	AJBGEP_01230	1	persistent	2	0	1			
AJBGEP_01235	contig_1	274887	276650	+	AJBGEP_01235	1	persistent	2	0	1			
AJBGEP_01240	contig_1	276726	278867	+	AJBGEP_01240	1	persistent	2	0	0			
AJBGEP_01245	contig_1	278923	279312	+	AJBGEP_01245	1	persistent	2	0	0			
AJBGEP_01250	contig_1	279375	280667	+	AJBGEP_01250	1	persistent	2	0	0			
AJBGEP_01255	contig_1	280751	281011	-	AJBGEP_01255	1	persistent	2	0	0			
AJBGEP_01260	contig_1	280998	281198	-	AJBGEP_01260	1	persistent	2	0	0			
AJBGEP_01265	contig_1	281396	281941	+	AJBGEP_01265	1	persistent	2	0	0			
AJBGEP_01270	contig_1	281938	282360	+	AJBGEP_01270	1	persistent	2	0	0			
AJBGEP_01275	contig_1	282392	283093	+	AJBGEP_01275	1	persistent	2	1	1			
AJBGEP_01280	contig_1	283167	284885	-	AJBGEP_01280	1	persistent	2	1	1			
AJBGEP_01285	contig_1	284996	285703	-	AJBGEP_01285	1	persistent	2	0	0			
AJBGEP_01290	contig_1	285700	286104	-	AJBGEP_01290	1	persistent	2	0	0			
AJBGEP_01295	contig_1	286223	287038	-	AJBGEP_01295	1	persistent	2	0	0			
AJBGEP_01300	contig_1	287077	287730	-	HFCAGB_01300	1	persistent	2	0	0			
AJBGEP_01305	contig_1	287723	288754	-	AJBGEP_01305	1	persistent	2	0	0			
AJBGEP_01310	contig_1	288944	289510	+	AJBGEP_01310	1	persistent	3	0	0			
AJBGEP_01350	contig_1	295769	296572	+	AJBGEP_01350	1	persistent	3	0	0			
AJBGEP_01355	contig_1	296593	297507	-	AJBGEP_01355	1	persistent	2	0	0			
AJBGEP_01360	contig_1	297612	298787	+	AJBGEP_01360	1	persistent	2	0	0			
AJBGEP_01365	contig_1	298919	299719	+	AJBGEP_01365	1	persistent	2	0	0			
AJBGEP_01370	contig_1	299797	300567	+	AJBGEP_01370	1	persistent	2	0	0			
AJBGEP_01375	contig_1	300623	301843	-	AJBGEP_01375	1	persistent	2	0	0			
AJBGEP_01380	contig_1	302062	302817	-	AJBGEP_01380	1	persistent	2	0	0			
AJBGEP_01385	contig_1	302852	303574	+	AJBGEP_01385	1	persistent	2	0	0			
AJBGEP_01390	contig_1	303571	304038	-	AJBGEP_01390	1	persistent	2	0	0			
AJBGEP_01395	contig_1	304093	304833	+	AJBGEP_01395	1	persistent	2	0	2			
AJBGEP_01405	contig_1	305365	306420	-	LNHIMF_01390	1	persistent	2	0	0			
AJBGEP_01410	contig_1	306431	307426	-	AJBGEP_01410	1	persistent	2	0	0			
AJBGEP_01415	contig_1	307423	309306	-	AJBGEP_01415	1	persistent	2	0	0			
AJBGEP_01420	contig_1	309322	309816	-	AJBGEP_01420	1	persistent	2	0	0			
AJBGEP_01425	contig_1	309813	310637	-	AJBGEP_01425	1	persistent	2	0	0			
AJBGEP_01430	contig_1	310624	311526	-	AJBGEP_01430	1	persistent	3	0	1			
AJBGEP_01435	contig_1	311894	314533	+	IKCLMC_10105	1	persistent	2	0	1			
AJBGEP_01440	contig_1	314633	315175	+	AJBGEP_01440	1	persistent	2	0	1			
AJBGEP_01445	contig_1	315199	316692	+	ODDLKH_03810	1	persistent	1	1	2			
AJBGEP_01450	contig_1	316878	317324	+	AJBGEP_01450	1	shell	1	1	1	GCF_000022165.1_contig_1_RGP_28	spot_33	
AJBGEP_01455	contig_1	317578	318063	+	AJBGEP_01455	2	shell	0	4	1	GCF_000022165.1_contig_1_RGP_28	spot_33	
AJBGEP_01460	contig_1	318368	318853	+	AJBGEP_01460	1	shell	0	3	0	GCF_000022165.1_contig_1_RGP_28	spot_33	
AJBGEP_01465	contig_1	318850	319221	+	AJBGEP_01465	1	shell	0	2	0	GCF_000022165.1_contig_1_RGP_28	spot_33	
AJBGEP_01470	contig_1	319364	319849	+	AJBGEP_01455	2	shell	0	4	1	GCF_000022165.1_contig_1_RGP_28	spot_33	
AJBGEP_01475	contig_1	319916	320452	+	AJBGEP_01475	1	shell	1	2	0	GCF_000022165.1_contig_1_RGP_28	spot_33	
AJBGEP_01480	contig_1	320456	321799	+	AJBGEP_01480	1	persistent	1	1	0			
AJBGEP_01485	contig_1	321796	323100	+	GEGEGB_13590	1	persistent	2	0	0			
AJBGEP_01490	contig_1	323105	323878	+	ODDLKH_03860	1	persistent	2	0	2			
AJBGEP_01495	contig_1	324156	324512	+	AJBGEP_01495	1	persistent	2	0	1			
AJBGEP_01500	contig_1	324546	328415	+	HFCAGB_01490	1	persistent	2	0	1			
AJBGEP_01505	contig_1	328415	329203	+	AJBGEP_01505	1	persistent	2	0	3			
AJBGEP_01510	contig_1	329230	329616	+	AJBGEP_01510	1	persistent	1	1	2			
AJBGEP_01515	contig_1	329643	330161	+	AJBGEP_01515	1	shell	1	1	0	GCF_000022165.1_contig_1_RGP_7	spot_8	
AJBGEP_01520	contig_1	330558	332747	+	AJBGEP_01520	1	shell	0	2	2	GCF_000022165.1_contig_1_RGP_7	spot_8	
AJBGEP_01525	contig_1	332771	333217	+	AJBGEP_01525	1	shell	0	1	1	GCF_000022165.1_contig_1_RGP_7	spot_8	
AJBGEP_01530	contig_1	333236	337330	+	AJBGEP_01530	1	cloud	0	2	7	GCF_000022165.1_contig_1_RGP_7	spot_8	
AJBGEP_01535	contig_1	337324	337587	+	AJBGEP_01535	1	cloud	0	0	2	GCF_000022165.1_contig_1_RGP_7	spot_8	
AJBGEP_01540	contig_1	337747	338520	+	AJBGEP_01540	1	cloud	0	1	1	GCF_000022165.1_contig_1_RGP_7	spot_8	
AJBGEP_01545	contig_1	338514	338960	+	AJBGEP_01545	1	shell	0	1	4	GCF_000022165.1_contig_1_RGP_7	spot_8	
