gene	contig	start	stop	strand	family	nb_copy_in_genome	partition	persistent_neighbors	shell_neighbors	cloud_neighbors	RGP	Spot	Module
GEGEGB_00195	contig_1	38773	39534	-	AJBGEP_00180	1	persistent	2	0	0			
GEGEGB_00200	contig_1	40128	41621	+	AJBGEP_00185	1	persistent	2	0	2			
GEGEGB_00205	contig_1	41720	42910	+	AJBGEP_00190	1	persistent	2	0	0			
GEGEGB_00210	contig_1	43198	44181	+	IKCLMC_15850	1	persistent	2	0	0			
GEGEGB_00215	contig_1	44308	46023	+	AJBGEP_00200	1	persistent	2	0	1			
GEGEGB_00220	contig_1	46186	47352	+	AJBGEP_00205	1	persistent	2	0	0			
GEGEGB_00225	contig_1	47420	48313	+	HFCAGB_00215	1	persistent	2	0	0			
GEGEGB_00230	contig_1	48368	50407	-	AJBGEP_00215	1	persistent	2	0	0			
GEGEGB_00235	contig_1	50447	51820	-	BEJGEH_00225	1	persistent	2	0	1			
GEGEGB_00240	contig_1	52277	52540	-	GEGEGB_00240	1	cloud	2	0	0			
GEGEGB_00245	contig_1	52869	53807	+	AJBGEP_00230	1	persistent	2	0	1			
GEGEGB_00250	contig_1	53852	56686	+	AJBGEP_00235	1	persistent	2	0	0			
GEGEGB_00255	contig_1	56686	57186	+	AJBGEP_00240	1	persistent	2	0	0			
GEGEGB_00260	contig_1	57341	57790	+	AJBGEP_00245	1	persistent	2	0	0			
GEGEGB_00265	contig_1	57793	58743	+	AJBGEP_00250	1	persistent	2	0	0			
GEGEGB_00275	contig_1	58943	60145	+	AJBGEP_00260	1	persistent	2	0	0			
GEGEGB_00280	contig_1	60161	61081	+	AJBGEP_00265	1	persistent	2	0	0			
GEGEGB_00285	contig_1	61103	61789	-	AJBGEP_00270	1	persistent	2	0	0			
GEGEGB_00290	contig_1	61791	63449	-	HFCAGB_00285	1	persistent	2	0	0			
GEGEGB_00295	contig_1	63545	64846	-	AJBGEP_00280	2	persistent	4	0	0			module_0
GEGEGB_00300	contig_1	64859	66634	-	AJBGEP_00285	2	persistent	2	0	1			module_0
GEGEGB_00305	contig_1	66650	66889	-	HFCAGB_17945	2	persistent	4	0	1			module_0
GEGEGB_00310	contig_1	67048	68388	-	AJBGEP_00295	1	persistent	2	0	0			
GEGEGB_00315	contig_1	68633	69676	+	GEGEGB_00315	1	persistent	2	0	0			
GEGEGB_00320	contig_1	69706	69999	+	AJBGEP_00305	1	persistent	2	0	0			
GEGEGB_00325	contig_1	69996	70865	+	HFCAGB_00320	1	persistent	2	0	0			
GEGEGB_00330	contig_1	70876	72396	+	AJBGEP_00315	1	persistent	2	0	0			
GEGEGB_00335	contig_1	72396	72947	+	AJBGEP_00320	1	persistent	2	0	0			
GEGEGB_00340	contig_1	72925	73833	+	AJBGEP_00325	1	persistent	2	0	0			
GEGEGB_00345	contig_1	74013	74834	+	AJBGEP_00330	1	persistent	2	0	2			
GEGEGB_00350	contig_1	75687	76835	+	AJBGEP_00340	1	persistent	2	0	2			
GEGEGB_00355	contig_1	76851	80078	+	AJBGEP_00345	1	persistent	2	0	1			
GEGEGB_00360	contig_1	80352	80747	+	AJBGEP_00360	1	persistent	2	0	1			
GEGEGB_00365	contig_1	80825	81421	-	AJBGEP_00365	1	persistent	2	0	0			
GEGEGB_00370	contig_1	81533	82318	-	AJBGEP_00370	1	persistent	2	0	0			
GEGEGB_00375	contig_1	82372	83925	-	AJBGEP_00375	1	persistent	2	0	0			
GEGEGB_00380	contig_1	83988	85205	-	AJBGEP_00380	1	persistent	2	0	0			
GEGEGB_00385	contig_1	85317	86459	-	AJBGEP_00385	1	persistent	2	0	0			
GEGEGB_00390	contig_1	86494	88011	-	HFCAGB_00385	1	persistent	2	0	0			
GEGEGB_00395	contig_1	88492	89262	+	AJBGEP_00395	1	persistent	2	0	0			
GEGEGB_00400	contig_1	89278	90219	+	AJBGEP_00400	1	persistent	2	0	0			
GEGEGB_00405	contig_1	90269	91555	+	AJBGEP_00405	1	persistent	2	0	0			
GEGEGB_00410	contig_1	91552	91839	+	AJBGEP_00410	1	persistent	2	0	0			
GEGEGB_00420	contig_1	91987	93327	+	AJBGEP_00420	1	persistent	2	0	0			
GEGEGB_00425	contig_1	93416	93646	+	AJBGEP_00425	1	persistent	3	0	0			
GEGEGB_00430	contig_1	93931	94353	+	BEJGEH_00425	1	persistent	2	0	0			
GEGEGB_00440	contig_1	94577	94867	-	AJBGEP_00440	1	persistent	2	0	0			
GEGEGB_00445	contig_1	95765	95989	+	AJBGEP_00445	3	persistent	2	0	0			
GEGEGB_00450	contig_1	96041	97345	+	AJBGEP_00445	3	persistent	2	0	0			
GEGEGB_00455	contig_1	97342	97653	+	AJBGEP_00445	3	persistent	2	0	0			
GEGEGB_00460	contig_1	98060	98590	+	AJBGEP_00450	1	persistent	3	0	0			
GEGEGB_00465	contig_1	98583	100445	+	AJBGEP_00455	1	persistent	2	0	0			
GEGEGB_00470	contig_1	100644	101123	+	AJBGEP_00460	1	persistent	2	0	0			
GEGEGB_00475	contig_1	101219	102067	-	AJBGEP_00465	1	persistent	2	0	0			
GEGEGB_00480	contig_1	102078	102455	-	AJBGEP_00470	1	persistent	2	0	0			
GEGEGB_00485	contig_1	102458	103279	-	AJBGEP_00475	1	persistent	2	0	0			
GEGEGB_00490	contig_1	103276	104265	-	AJBGEP_00480	1	persistent	2	0	0			
GEGEGB_00495	contig_1	104265	105551	-	AJBGEP_00485	1	persistent	2	0	0			
GEGEGB_00500	contig_1	105605	107959	-	LNHIMF_00480	1	persistent	2	0	0			
GEGEGB_00505	contig_1	108213	109025	+	AJBGEP_00495	1	persistent	2	0	0			
GEGEGB_00510	contig_1	109120	109779	-	AJBGEP_00500	1	persistent	2	0	0			
GEGEGB_00515	contig_1	109791	112697	-	HFCAGB_00480	1	persistent	2	0	0			
GEGEGB_00520	contig_1	112871	115222	-	AJBGEP_00510	1	persistent	2	0	1			
GEGEGB_00525	contig_1	115266	115496	-	BEJGEH_00510	1	cloud	1	0	2			
GEGEGB_00530	contig_1	115765	115860	-	GEGEGB_00530	1	cloud	0	0	2			
GEGEGB_00535	contig_1	116025	117230	+	GEGEGB_00535	1	cloud	1	0	2			
GEGEGB_00540	contig_1	117300	117704	-	AJBGEP_00515	1	persistent	2	0	1			
GEGEGB_00545	contig_1	118222	118641	+	AJBGEP_00520	1	persistent	2	0	1			
GEGEGB_00550	contig_1	118647	119342	-	AJBGEP_00525	1	persistent	2	0	1			
GEGEGB_00555	contig_1	119483	120985	-	AJBGEP_00530	1	persistent	2	0	0			
GEGEGB_00560	contig_1	120996	122705	-	AJBGEP_00535	1	persistent	2	0	0			
GEGEGB_00565	contig_1	123046	123891	+	AJBGEP_00540	1	persistent	2	0	0			
GEGEGB_00570	contig_1	124010	124777	+	HFCAGB_00525	1	persistent	2	0	0			
GEGEGB_00575	contig_1	124816	125523	-	AJBGEP_00550	1	persistent	2	0	0			
GEGEGB_00580	contig_1	125507	127117	-	AJBGEP_00555	1	persistent	2	0	0			
GEGEGB_00585	contig_1	127093	128076	-	AJBGEP_00560	1	persistent	2	0	0			
GEGEGB_00590	contig_1	128254	129912	-	AJBGEP_00565	1	persistent	2	0	0			
GEGEGB_00600	contig_1	130005	130127	+	AJBGEP_00575	1	persistent	2	0	1			
GEGEGB_00605	contig_1	130462	131067	-	AJBGEP_00580	1	persistent	2	0	1			
GEGEGB_00610	contig_1	131078	132478	-	AJBGEP_00585	1	persistent	2	0	0			
GEGEGB_00615	contig_1	132481	133572	-	AJBGEP_00590	1	persistent	2	0	0			
GEGEGB_00620	contig_1	133572	135143	-	AJBGEP_00595	1	persistent	2	0	0			
GEGEGB_00625	contig_1	135231	135317	-	AJBGEP_00600	1	persistent	2	0	0			
GEGEGB_00630	contig_1	135975	136919	+	AJBGEP_00605	1	persistent	2	0	0			
GEGEGB_00635	contig_1	137247	138965	+	AJBGEP_00610	1	persistent	2	0	0			
GEGEGB_00640	contig_1	138965	139459	+	AJBGEP_00615	1	persistent	2	0	0			
GEGEGB_00645	contig_1	139743	140747	+	AJBGEP_00620	1	persistent	2	0	0			
GEGEGB_00650	contig_1	141353	141811	+	AJBGEP_00625	1	persistent	2	0	0			
GEGEGB_00655	contig_1	141813	142754	+	AJBGEP_00630	1	persistent	2	0	0			
GEGEGB_00660	contig_1	142751	143116	+	AJBGEP_00635	1	persistent	2	0	0			
GEGEGB_00665	contig_1	143132	144898	+	AJBGEP_00640	1	persistent	2	0	0			
GEGEGB_00670	contig_1	144885	146372	+	HFCAGB_00630	1	persistent	2	0	0			
GEGEGB_00675	contig_1	146369	147727	+	AJBGEP_00650	1	persistent	2	0	0			
GEGEGB_00680	contig_1	147721	148803	+	AJBGEP_00655	1	persistent	2	0	0			
GEGEGB_00685	contig_1	148806	150122	+	AJBGEP_00660	1	persistent	2	0	0			
GEGEGB_00690	contig_1	150122	151366	+	AJBGEP_00665	1	persistent	2	0	0			
GEGEGB_00695	contig_1	151363	152430	+	AJBGEP_00670	1	persistent	2	0	0			
GEGEGB_00700	contig_1	152549	154024	+	AJBGEP_00675	1	persistent	2	0	0			
GEGEGB_00705	contig_1	154017	154937	+	HFCAGB_00665	1	persistent	2	0	0			
GEGEGB_00710	contig_1	154939	155769	+	AJBGEP_00685	1	persistent	2	0	0			
GEGEGB_00715	contig_1	155766	157028	+	AJBGEP_00690	1	persistent	2	0	0			
GEGEGB_00725	contig_1	157089	158240	+	AJBGEP_00700	1	persistent	2	0	0			
GEGEGB_00730	contig_1	158341	159258	+	AJBGEP_00705	1	persistent	2	0	0			
GEGEGB_00735	contig_1	159539	160036	+	AJBGEP_00710	1	persistent	2	0	0			
GEGEGB_00740	contig_1	160098	162803	+	AJBGEP_00715	1	persistent	2	0	0			
GEGEGB_00750	contig_1	162959	163354	+	AJBGEP_00725	1	persistent	2	0	1			
GEGEGB_00755	contig_1	163388	164377	-	ONMMKP_10200	1	cloud	1	0	1			
GEGEGB_00760	contig_1	164481	165404	+	HFCAGB_00720	1	cloud	1	0	1			
GEGEGB_00765	contig_1	165401	165592	-	AJBGEP_00730	1	persistent	2	0	1			
GEGEGB_00770	contig_1	165602	166345	-	AJBGEP_00735	1	persistent	2	0	0			
GEGEGB_00775	contig_1	166345	166965	-	AJBGEP_00740	1	persistent	2	0	0			
GEGEGB_00780	contig_1	167191	168234	+	AJBGEP_00745	1	persistent	2	0	0			
GEGEGB_00785	contig_1	168265	169467	-	AJBGEP_00750	1	persistent	2	0	0			
GEGEGB_00790	contig_1	169457	170842	-	AJBGEP_00755	1	persistent	2	0	0			
GEGEGB_00795	contig_1	170852	171289	-	AJBGEP_00760	1	persistent	2	0	0			
GEGEGB_00800	contig_1	171511	172404	-	AJBGEP_00765	1	persistent	2	0	0			
GEGEGB_00805	contig_1	172492	173055	+	AJBGEP_00770	1	persistent	2	0	0			
GEGEGB_00810	contig_1	173052	173906	+	AJBGEP_00775	1	persistent	2	0	0			
GEGEGB_00815	contig_1	173998	174948	-	AJBGEP_00780	1	persistent	2	0	0			
GEGEGB_00820	contig_1	174948	176354	-	AJBGEP_00785	1	persistent	2	0	0			
GEGEGB_00825	contig_1	176518	177888	-	AJBGEP_00790	1	persistent	2	0	0			
GEGEGB_00830	contig_1	178454	179218	+	AJBGEP_00795	1	persistent	2	0	0			
GEGEGB_00840	contig_1	179378	182041	+	AJBGEP_00805	1	persistent	2	0	0			
GEGEGB_00845	contig_1	182056	183945	+	PKJKAM_03820	1	persistent	2	0	0			
GEGEGB_00850	contig_1	184147	185571	+	AJBGEP_00815	1	persistent	2	0	0			
GEGEGB_00860	contig_1	185860	186144	+	AJBGEP_00825	1	persistent	2	0	0			
GEGEGB_00865	contig_1	186182	186973	-	AJBGEP_00830	1	persistent	2	0	0			
GEGEGB_00870	contig_1	186986	188608	-	ODDLKH_03205	1	persistent	2	0	0			
GEGEGB_00875	contig_1	188997	191594	+	AJBGEP_00845	1	persistent	2	0	3			
GEGEGB_00880	contig_1	191782	192144	+	AJBGEP_00855	1	persistent	2	0	2			
GEGEGB_00885	contig_1	192379	193332	+	AJBGEP_00860	1	persistent	2	0	0			
GEGEGB_00890	contig_1	193329	194600	+	AJBGEP_00865	1	persistent	2	0	0			
GEGEGB_00895	contig_1	194590	195573	+	AJBGEP_00870	1	persistent	2	0	0			
GEGEGB_00900	contig_1	195583	196350	+	AJBGEP_00875	1	persistent	2	0	0			
GEGEGB_00905	contig_1	196380	197174	-	AJBGEP_00880	1	persistent	2	0	0			
GEGEGB_00910	contig_1	197195	198055	-	AJBGEP_00885	1	persistent	2	0	0			
GEGEGB_00915	contig_1	198162	198548	-	AJBGEP_00890	1	persistent	2	0	0			
GEGEGB_00920	contig_1	198711	200321	+	AJBGEP_00895	1	persistent	2	0	0			
GEGEGB_00925	contig_1	200399	202789	-	HFCAGB_00895	1	persistent	2	0	0			
GEGEGB_00930	contig_1	202995	203531	+	AJBGEP_00905	1	persistent	2	0	0			
GEGEGB_00935	contig_1	203589	204251	-	AJBGEP_00910	1	persistent	2	0	0			
GEGEGB_00940	contig_1	204360	205286	+	AJBGEP_00915	1	persistent	2	0	0			
GEGEGB_00945	contig_1	205283	206053	+	HFCAGB_00915	1	persistent	3	0	0			
GEGEGB_00950	contig_1	206158	206598	+	AJBGEP_00945	1	persistent	3	0	0			
GEGEGB_00955	contig_1	206660	207889	+	AJBGEP_00950	1	persistent	2	0	1			
GEGEGB_00960	contig_1	207896	208276	-	AJBGEP_00955	1	persistent	2	0	1			
GEGEGB_00965	contig_1	208371	209225	-	AJBGEP_00960	1	persistent	2	0	0			
GEGEGB_00970	contig_1	209351	210145	-	AJBGEP_00965	1	persistent	2	0	2			
GEGEGB_00975	contig_1	210255	211430	-	GEGEGB_00975	1	cloud	1	0	1	GCF_000007545.1_contig_1_RGP_20	spot_58	
GEGEGB_00980	contig_1	211467	212063	-	GEGEGB_00980	1	cloud	0	0	2	GCF_000007545.1_contig_1_RGP_20	spot_58	
GEGEGB_00985	contig_1	212063	212671	-	GEGEGB_00985	1	cloud	0	0	2	GCF_000007545.1_contig_1_RGP_20	spot_58	
GEGEGB_00990	contig_1	212686	213252	-	LNHIMF_00965	1	cloud	0	0	3	GCF_000007545.1_contig_1_RGP_20	spot_58	
GEGEGB_00995	contig_1	213239	215845	-	GEGEGB_00995	1	cloud	0	0	3	GCF_000007545.1_contig_1_RGP_20	spot_58	
GEGEGB_01000	contig_1	215905	216639	-	GEGEGB_01000	1	cloud	0	0	2	GCF_000007545.1_contig_1_RGP_20	spot_58	
GEGEGB_01005	contig_1	216818	217402	-	GEGEGB_01005	1	cloud	1	0	1	GCF_000007545.1_contig_1_RGP_20	spot_58	
GEGEGB_01010	contig_1	217797	218276	-	AJBGEP_00970	1	persistent	2	0	2			
GEGEGB_01015	contig_1	218273	219691	-	AJBGEP_00975	1	persistent	2	0	0			
GEGEGB_01020	contig_1	219832	220773	-	AJBGEP_00980	1	persistent	2	0	0			
GEGEGB_01025	contig_1	220797	221252	-	AJBGEP_00985	1	persistent	2	0	0			
GEGEGB_01030	contig_1	221429	222133	-	AJBGEP_00990	1	persistent	2	0	0			
GEGEGB_01035	contig_1	222150	222680	-	AJBGEP_00995	1	persistent	2	0	0			
GEGEGB_01040	contig_1	222708	225182	+	AJBGEP_01000	1	persistent	2	0	0			
GEGEGB_01045	contig_1	225323	227845	+	AJBGEP_01005	1	persistent	2	0	1			
GEGEGB_01050	contig_1	228138	228566	+	AJBGEP_01010	2	persistent	2	0	0			
GEGEGB_01055	contig_1	228569	230329	+	AJBGEP_01010	2	persistent	2	0	0			
GEGEGB_01060	contig_1	230378	231175	+	AJBGEP_01015	1	persistent	2	0	1			
GEGEGB_01065	contig_1	231175	232065	+	AJBGEP_01020	1	persistent	2	0	0			
GEGEGB_01070	contig_1	232062	234119	+	HFCAGB_01020	1	persistent	2	2	1			
GEGEGB_01075	contig_1	234210	235490	-	HFCAGB_01065	1	persistent	2	1	1			
GEGEGB_01080	contig_1	235660	237081	+	HFCAGB_01070	1	persistent	2	0	0			
GEGEGB_01085	contig_1	237163	237507	+	AJBGEP_01080	1	persistent	2	0	1			
GEGEGB_01090	contig_1	237608	238231	-	AJBGEP_01085	1	persistent	2	0	1			
GEGEGB_01095	contig_1	238268	239068	-	AJBGEP_01090	1	persistent	2	0	0			
GEGEGB_01100	contig_1	239061	239759	-	AJBGEP_01095	1	persistent	2	0	0			
GEGEGB_01105	contig_1	239844	241361	+	HFCAGB_01095	1	persistent	2	0	0			
GEGEGB_01110	contig_1	241491	242918	+	AJBGEP_01105	1	persistent	2	0	0			
GEGEGB_01115	contig_1	243071	244228	+	AJBGEP_01110	1	persistent	2	0	1			
GEGEGB_01120	contig_1	244317	244703	-	AJBGEP_01115	1	persistent	2	0	2			
GEGEGB_01125	contig_1	244950	245198	+	GEGEGB_01125	1	cloud	2	0	0			
GEGEGB_01130	contig_1	245227	246252	+	BEJGEH_01170	1	persistent	2	0	1			
GEGEGB_01135	contig_1	246289	247113	-	AJBGEP_01125	1	persistent	2	0	0			
GEGEGB_01140	contig_1	247143	249815	-	AJBGEP_01130	1	persistent	2	0	0			
GEGEGB_01145	contig_1	249928	250722	-	AJBGEP_01135	1	persistent	2	0	0			
GEGEGB_01155	contig_1	251172	251897	+	AJBGEP_01145	1	persistent	2	0	0			
GEGEGB_01165	contig_1	252083	253006	+	AJBGEP_01155	1	persistent	2	0	0			
GEGEGB_01170	contig_1	253151	253876	+	AJBGEP_01160	1	persistent	2	0	0			
GEGEGB_01175	contig_1	254023	254580	+	AJBGEP_01165	1	persistent	2	0	0			
GEGEGB_01180	contig_1	254722	255918	+	AJBGEP_01170	1	persistent	2	0	0			
GEGEGB_01185	contig_1	256300	256989	+	AJBGEP_01175	1	persistent	2	0	0			
GEGEGB_01190	contig_1	257002	257859	+	AJBGEP_01180	1	persistent	2	0	0			
GEGEGB_01195	contig_1	257871	259223	+	AJBGEP_01185	1	persistent	2	0	0			
GEGEGB_01200	contig_1	259255	261666	+	AJBGEP_01190	1	persistent	2	0	0			
GEGEGB_01205	contig_1	261789	262274	+	AJBGEP_01195	1	persistent	2	0	0			
GEGEGB_01210	contig_1	262278	263303	+	AJBGEP_01200	1	persistent	2	0	0			
GEGEGB_01215	contig_1	263409	263864	+	AJBGEP_01205	1	persistent	2	0	0			
GEGEGB_01220	contig_1	263868	264656	+	AJBGEP_01210	1	persistent	2	0	0			
GEGEGB_01225	contig_1	264656	265804	+	AJBGEP_01215	1	persistent	2	0	0			
GEGEGB_01230	contig_1	265801	266397	+	AJBGEP_01220	1	persistent	2	0	0			
GEGEGB_01235	contig_1	266421	269903	+	AJBGEP_01225	1	persistent	2	0	0			
GEGEGB_01240	contig_1	269916	270875	+	AJBGEP_01230	1	persistent	2	0	1			
GEGEGB_01250	contig_1	271067	271525	+	AJBGEP_00355	25	cloud	56	1	5			
GEGEGB_01255	contig_1	271765	272289	+	AJBGEP_01235	2	persistent	2	0	1			
GEGEGB_01260	contig_1	272455	273528	+	AJBGEP_01235	2	persistent	2	0	1			
GEGEGB_01265	contig_1	273604	275745	+	AJBGEP_01240	1	persistent	2	0	0			
GEGEGB_01270	contig_1	275801	276190	+	AJBGEP_01245	1	persistent	2	0	0			
GEGEGB_01275	contig_1	276253	277545	+	AJBGEP_01250	1	persistent	2	0	0			
GEGEGB_01280	contig_1	277629	277889	-	AJBGEP_01255	1	persistent	2	0	0			
GEGEGB_01285	contig_1	277876	278076	-	AJBGEP_01260	1	persistent	2	0	0			
GEGEGB_01290	contig_1	278274	278819	+	AJBGEP_01265	1	persistent	2	0	0			
GEGEGB_01295	contig_1	278816	279238	+	AJBGEP_01270	1	persistent	2	0	0			
GEGEGB_01300	contig_1	279270	279971	+	AJBGEP_01275	1	persistent	2	1	1			
GEGEGB_01305	contig_1	280079	280537	-	AJBGEP_00355	25	cloud	56	1	5			
GEGEGB_01310	contig_1	280494	280676	-	GEGEGB_15725	6	cloud	7	0	1			
GEGEGB_01320	contig_1	280756	282474	-	AJBGEP_01280	1	persistent	2	1	1			
GEGEGB_01325	contig_1	282585	283292	-	AJBGEP_01285	1	persistent	2	0	0			
GEGEGB_01330	contig_1	283289	283693	-	AJBGEP_01290	1	persistent	2	0	0			
GEGEGB_01335	contig_1	283812	284627	-	AJBGEP_01295	1	persistent	2	0	0			
GEGEGB_01340	contig_1	284666	285319	-	HFCAGB_01300	1	persistent	2	0	0			
GEGEGB_01345	contig_1	285312	286343	-	AJBGEP_01305	1	persistent	2	0	0			
GEGEGB_01350	contig_1	286533	287099	+	AJBGEP_01310	1	persistent	3	0	0			
GEGEGB_01380	contig_1	293014	293469	+	AJBGEP_14275	1	persistent	3	0	1			
GEGEGB_01385	contig_1	293573	294874	+	HFCAGB_14445	1	persistent	2	0	0			
GEGEGB_01390	contig_1	294871	295194	-	AJBGEP_14265	1	persistent	2	0	0			
GEGEGB_01395	contig_1	295239	296594	-	AJBGEP_14260	1	persistent	2	0	1			
GEGEGB_01400	contig_1	296578	296619	-	AJBGEP_14255	1	persistent	2	0	0			
GEGEGB_01405	contig_1	296709	299369	-	AJBGEP_14250	1	persistent	2	0	1			
GEGEGB_01410	contig_1	299423	300103	-	HFCAGB_14420	1	persistent	2	0	0			
GEGEGB_01415	contig_1	300176	300595	-	AJBGEP_14240	1	persistent	2	0	0			
GEGEGB_01420	contig_1	300799	301836	+	AJBGEP_14235	1	persistent	2	0	0			
GEGEGB_01425	contig_1	301952	302641	-	AJBGEP_14230	1	persistent	2	0	0			
GEGEGB_01430	contig_1	302960	303343	+	AJBGEP_14225	1	persistent	2	0	0			
GEGEGB_01435	contig_1	303405	303992	-	AJBGEP_14220	1	persistent	2	0	1			
GEGEGB_01440	contig_1	304095	304847	+	GEGEGB_01440	1	cloud	2	0	0			
GEGEGB_01445	contig_1	305010	306344	-	AJBGEP_14210	1	persistent	2	0	1			
GEGEGB_01450	contig_1	306474	307211	+	AJBGEP_14205	1	persistent	2	0	0			
GEGEGB_01455	contig_1	307196	308818	-	AJBGEP_14200	1	persistent	2	0	0			
GEGEGB_01460	contig_1	309243	309818	+	AJBGEP_14195	1	persistent	2	0	0			
GEGEGB_01465	contig_1	309850	310500	+	AJBGEP_14190	1	persistent	2	0	0			
GEGEGB_01470	contig_1	310500	311456	+	AJBGEP_14185	1	persistent	2	0	0			
GEGEGB_01480	contig_1	311453	311932	+	AJBGEP_14180	1	persistent	2	0	1			
GEGEGB_01485	contig_1	312191	313990	+	AJBGEP_13820	1	persistent	2	0	1			
GEGEGB_01490	contig_1	314007	314981	+	AJBGEP_13815	1	persistent	2	0	0			
GEGEGB_01495	contig_1	315198	315935	+	AJBGEP_13810	1	persistent	2	0	0			
GEGEGB_01500	contig_1	315932	316837	+	AJBGEP_13805	1	persistent	2	0	0			
GEGEGB_01505	contig_1	316849	317577	+	AJBGEP_13800	1	persistent	2	0	0			
GEGEGB_01510	contig_1	317589	318320	+	AJBGEP_13795	1	persistent	2	0	0			
GEGEGB_01515	contig_1	318320	318700	+	AJBGEP_13790	1	persistent	2	0	0			
GEGEGB_01520	contig_1	318812	319072	-	AJBGEP_13785	1	persistent	2	0	0			
GEGEGB_01525	contig_1	319125	320036	-	AJBGEP_13780	1	persistent	2	0	0			
GEGEGB_01530	contig_1	320152	321348	+	HFCAGB_14300	1	persistent	2	0	0			
GEGEGB_01535	contig_1	321370	322287	+	AJBGEP_13770	1	persistent	2	0	0			
GEGEGB_01540	contig_1	322326	323174	-	AJBGEP_13765	1	persistent	2	0	0			
GEGEGB_01545	contig_1	323290	324183	+	AJBGEP_13760	1	persistent	2	0	0			
GEGEGB_01550	contig_1	324194	325555	+	AJBGEP_13755	1	persistent	2	0	0			
GEGEGB_01555	contig_1	325559	326194	+	AJBGEP_13750	1	persistent	2	0	0			
GEGEGB_01560	contig_1	326252	326770	+	AJBGEP_13745	1	persistent	2	0	0			
GEGEGB_01565	contig_1	326938	328365	-	HFCAGB_14265	1	persistent	2	0	0			
GEGEGB_01570	contig_1	328621	332508	+	AJBGEP_13735	1	persistent	2	1	0			
GEGEGB_01585	contig_1	333203	334588	+	AJBGEP_13720	1	persistent	2	1	0			
GEGEGB_01590	contig_1	334590	335354	+	GEGEGB_01590	1	persistent	2	0	0			
