#Annotated with Bakta v1.8.2, https://github.com/oschwengers/bakta
#Database v5.1, https://doi.org/10.5281/zenodo.4247252
#Sequence Id	Start	Stop	Strand	Locus Tag	Mol Weight [kDa]	Iso El. Point	Pfam hits	Dbxrefs
contig_1	4454271	4455170	+	GEGEGB_22685	34.7	4.7		RefSeq:WP_000022217.1, SO:0001217, UniParc:UPI000005A8BC, UniRef:UniRef100_A0A3Y4N4B8, UniRef:UniRef50_A0A5U4HCA5, UniRef:UniRef90_A0A2S4QDR8
contig_1	4457565	4457942	+	GEGEGB_22705	14.0	8.9		RefSeq:WP_001039750.1, SO:0001217, UniParc:UPI000005A8C0, UniRef:UniRef100_A0A5H5FU19, UniRef:UniRef50_B2VJH0, UniRef:UniRef90_A0A5H5FU19
contig_1	4463686	4464858	-	GEGEGB_22745	42.1	5.0	PF04984.18|Phage_sheath_1, PF17482.6|Phage_sheath_1C	PFAM:PF04984.18, PFAM:PF17482.6, RefSeq:WP_000046101.1, SO:0001217, UniParc:UPI000005A8C8, UniRef:UniRef100_A0A5I3QXH3, UniRef:UniRef50_R4YHW4, UniRef:UniRef90_R4YHW4
contig_1	4519517	4519609	-	GEGEGB_23050	3.0	4.1		
contig_1	4574838	4574945	+	GEGEGB_23345	4.2	9.4		SO:0001217, UniRef:UniRef50_A0A3S4G474, UniRef:UniRef90_A0A3S4G474
contig_1	4653133	4653237	-	GEGEGB_23775	3.8	8.3		SO:0001217, UniRef:UniRef50_A0A3S4FWH1, UniRef:UniRef90_A0A3S4FWH1
contig_1	4678909	4679268	+	GEGEGB_23930	13.1	6.0		
contig_1	4687034	4687219	+	GEGEGB_23975	6.6	7.8		SO:0001217, UniParc:UPI000191078C, UniRef:UniRef100_A0A5J1GH55, UniRef:UniRef50_A0A5J1GH55, UniRef:UniRef90_A0A5J1GH55
contig_1	4699268	4699462	+	GEGEGB_24010	7.2	4.1		RefSeq:WP_000422446.1, SO:0001217, UniParc:UPI000190AB85, UniRef:UniRef100_A0A8F2U6V4, UniRef:UniRef50_A0A3R0WBG3, UniRef:UniRef90_A0A5Z3F620
contig_1	4700577	4700852	+	GEGEGB_24020	10.7	9.6		RefSeq:WP_001276352.1, SO:0001217, UniParc:UPI000005A9A8, UniRef:UniRef100_A0A726A8P8, UniRef:UniRef50_A0A726A8P8, UniRef:UniRef90_A0A726A8P8
contig_1	4700847	4700954	-	GEGEGB_24025	4.1	9.7		SO:0001217, UniParc:UPI0005D84673, UniRef:UniRef100_A0A455RY24, UniRef:UniRef50_A0A376VJM4, UniRef:UniRef90_A0A379QRN7
contig_1	4778172	4778279	+	GEGEGB_24430	4.2	5.4		SO:0001217, UniRef:UniRef50_A0A2X4TXI3, UniRef:UniRef90_A0A2X5BPJ9
