# Annotated with Bakta
# Software: v1.8.2
# Database: v5.1, full
# DOI: 10.1099/mgen.0.000685
# URL: github.com/oschwengers/bakta
#Sequence Id	Type	Start	Stop	Strand	Locus Tag	Gene	Product	DbXrefs
contig_1	ncRNA	13521	13595	+	GEGEGB_00065	tpke11	tpke11	RFAM:RF02031, SO:0000655
contig_1	cds	13596	14735	+	GEGEGB_00070	dnaJ	molecular chaperone DnaJ	COG:COG0484, COG:O, EC:1.8.4.-, GO:0005515, GO:0005524, GO:0005737, GO:0006260, GO:0006457, GO:0008270, GO:0009408, GO:0031072, GO:0051082, RefSeq:WP_001119009.1, SO:0001217, UniParc:UPI000005996E, UniRef:UniRef100_B5F6Y9, UniRef:UniRef50_Q0K758, UniRef:UniRef90_Q7UDU1
contig_1	cds	15020	15967	+	GEGEGB_00075	lysR	DNA-binding transcriptional regulator, LysR family	COG:COG0583, COG:K, RefSeq:WP_000534904.1, SO:0001217, UniParc:UPI000005996F, UniRef:UniRef100_A0A725VGS1, UniRef:UniRef50_A0A7H4N821, UniRef:UniRef90_A0A6C8WAW6
contig_1	cds	16094	16438	+	GEGEGB_00080		Bacteriophage protein	RefSeq:WP_000026890.1, SO:0001217, UniParc:UPI0000059970, UniRef:UniRef100_A0A725VIW3, UniRef:UniRef50_V5U4V2, UniRef:UniRef90_A0A2T8TH88
contig_1	cds	16499	17032	-	GEGEGB_00085	zliS	Lysozyme family protein	COG:COG3926, COG:R, RefSeq:WP_001068133.1, SO:0001217, UniParc:UPI0000059971, UniRef:UniRef100_A0A725VKD7, UniRef:UniRef50_A0A2A7T3Q4, UniRef:UniRef90_A0A3V8HY04
contig_1	cds	17049	17492	-	GEGEGB_00090	cadC1	DNA-binding winged helix-turn-helix (wHTH) domain	COG:COG3710, COG:K, RefSeq:WP_000860681.1, SO:0001217, UniParc:UPI0000059972, UniRef:UniRef100_A0A1S0ZFE9, UniRef:UniRef50_A0A1D8JNT5, UniRef:UniRef90_A0A2I5HLJ8
contig_1	cds	17873	19972	+	GEGEGB_00095		Chitodextrinase	COG:COG3979, COG:G, RefSeq:WP_000235792.1, SO:0001217, UniParc:UPI0000059973, UniRef:UniRef100_A0A725FYX0, UniRef:UniRef50_A0A2I5HL07, UniRef:UniRef90_A0A2I5HL07
contig_1	cds	20064	21155	+	GEGEGB_00100		Putative hydroxymethyltransferase	SO:0001217, UniRef:UniRef50_A0A379X1E2, UniRef:UniRef90_A0A379X1E2
contig_1	cds	21198	23060	+	GEGEGB_00105		Hydroxymethyltransferase	SO:0001217, UniParc:UPI0000059975, UniRef:UniRef100_Q8Z9Q4, UniRef:UniRef50_Q8Z9Q4, UniRef:UniRef90_Q8Z9Q4
contig_1	cds	23341	24045	+	GEGEGB_00110		Putative cytoplasmic protein	RefSeq:WP_000738610.1, SO:0001217, UniParc:UPI0000059976, UniRef:UniRef100_A0A725G058, UniRef:UniRef50_E3G2G5, UniRef:UniRef90_A0A379QB87
contig_1	cds	24473	25015	+	GEGEGB_00115	fimA	fimbrial protein BcfA	COG:COG3539, COG:N, RefSeq:WP_000743355.1, SO:0001217, UniParc:UPI0000059977, UniRef:UniRef100_A0A5H6KUG9, UniRef:UniRef50_A0A0K0H6W9, UniRef:UniRef90_A0A0K0H6W9
contig_1	cds	25116	25802	+	GEGEGB_00120	fimC	fimbrial biogenesis chaperone BcfB	BlastRules:WP_000742551, COG:COG3121, COG:W, RefSeq:WP_000742560.1, SO:0001217, UniParc:UPI0000059978, UniRef:UniRef100_A0A725JT75, UniRef:UniRef50_A0A085GCH0, UniRef:UniRef90_A0A2I5HKQ0
contig_1	cds	25807	26727	+	GEGEGB_00125	fimD	Outer membrane usher protein FimD	SO:0001217, UniRef:UniRef50_A0A389MGW4, UniRef:UniRef90_A0A3S4LQH1
contig_1	cds	26728	27759	+	GEGEGB_00130		Outer membrane protein for export and assembly of type 1 fimbriae	SO:0001217, UniRef:UniRef50_A0A378ALB2
contig_1	cds	27874	28428	+	GEGEGB_00135		fimbria/pilus outer membrane usher protein	SO:0001217, UniRef:UniRef50_A0A379TG71, UniRef:UniRef90_UPI0019600BD0
contig_1	cds	28429	29436	+	GEGEGB_00140	bcfD	fimbrial protein BcfD	COG:COG3539, COG:N, KEGG:K07356, RefSeq:WP_000701253.1, SO:0001217, UniParc:UPI0000059979, UniRef:UniRef100_A0A0H2VKK2, UniRef:UniRef50_A0A0H2VKK2, UniRef:UniRef90_A0A0H2VKK2
contig_1	cds	29437	29982	+	GEGEGB_00145	bcfE	fimbrial protein BcfE	COG:COG3539, COG:N, RefSeq:WP_001082042.1, SO:0001217, UniParc:UPI000005997A, UniRef:UniRef100_A0A5H6KK15, UniRef:UniRef50_A0A0K0H706, UniRef:UniRef90_A0A0K0H706
contig_1	cds	29998	30516	+	GEGEGB_00150	bcfF	fimbrial protein BcfF	RefSeq:WP_001243237.1, SO:0001217, UniParc:UPI000005997B, UniRef:UniRef100_A0A726A8Y6, UniRef:UniRef50_A0A379V193, UniRef:UniRef90_A0A379V193
contig_1	cds	30482	31213	+	GEGEGB_00155	bcfG	fimbrial chaperone BcfG	BlastRules:WP_001135039, COG:COG3121, COG:W, RefSeq:WP_001135023.1, SO:0001217, UniParc:UPI0002B951D2, UniRef:UniRef100_A0A726AB95, UniRef:UniRef50_A0A0K0H708, UniRef:UniRef90_A0A0T9XIA4
contig_1	cds	31278	32123	+	GEGEGB_00160	dsbC	Protein thiol-disulfide isomerase DsbC	COG:COG1651, COG:O, RefSeq:WP_000291399.1, SO:0001217, UniParc:UPI000005997D, UniRef:UniRef100_A0A725FSM0, UniRef:UniRef50_A0A0L0AH89, UniRef:UniRef90_A0A3F3IC95
contig_1	cds	32162	32449	+	GEGEGB_00165		Type 1 fimbrial protein	RefSeq:WP_000839835.1, SO:0001217, UniParc:UPI000005997E, UniRef:UniRef100_A0A725FU59, UniRef:UniRef50_A0A764GR16, UniRef:UniRef90_A0A5Z7C9Z5
contig_1	cds	32549	32998	-	GEGEGB_00170	cadC1	DNA-binding winged helix-turn-helix (wHTH) domain	COG:COG3710, COG:K, RefSeq:WP_001250363.1, SO:0001217, UniParc:UPI000005997F, UniRef:UniRef100_A0A5W9F8F0, UniRef:UniRef50_A0A248KCR1, UniRef:UniRef90_A0A344R622
contig_1	cds	33368	34363	+	GEGEGB_00175	lysR	DNA-binding transcriptional regulator, LysR family	COG:COG0583, COG:K, RefSeq:WP_001247397.1, SO:0001217, UniParc:UPI0000059980, UniRef:UniRef100_A0A5H6JFF9, UniRef:UniRef50_A0A3S4G661, UniRef:UniRef90_A0A379QTF4
contig_1	cds	34511	34816	-	GEGEGB_00180		Putative transcriptional regulator	SO:0001217, UniParc:UPI0000059981, UniRef:UniRef100_Q8Z9P2, UniRef:UniRef50_A0A3S4FZL8, UniRef:UniRef90_A0A3S4FZL8
contig_1	cds	35339	37057	+	GEGEGB_00185		Arylsulfatase	RefSeq:WP_001035853.1, SO:0001217, UniParc:UPI0000059982, UniRef:UniRef100_A0A725VIX7, UniRef:UniRef50_A9MR51, UniRef:UniRef90_A0A2T8TH94
contig_1	cds	37103	38665	-	GEGEGB_00190	ushA	2',3'-cyclic-nucleotide 2'-phosphodiesterase/5'- or 3'-nucleotidase, 5'-nucleotidase family	COG:COG0737, COG:FV, SO:0001217, UniParc:UPI00017A8AB9, UniRef:UniRef100_A0A5W7MVL1, UniRef:UniRef50_A0A379T0Z5, UniRef:UniRef90_A0A379T0Z5
contig_1	cds	38773	39534	-	GEGEGB_00195		Outer membrane/exported protein	RefSeq:WP_000791535.1, SO:0001217, UniParc:UPI0000059984, UniRef:UniRef100_A0A725FWC4, UniRef:UniRef50_A9MR55, UniRef:UniRef90_A9MR55
contig_1	cds	40128	41621	+	GEGEGB_00200	aslA	Arylsulfatase A or related enzyme, AlkP superfamily	COG:COG3119, COG:P, RefSeq:WP_000831876.1, SO:0001217, UniParc:UPI0000059985, UniRef:UniRef100_A0A725VGC7, UniRef:UniRef50_A0A237NMI4, UniRef:UniRef90_A0A379V024
contig_1	cds	41720	42910	+	GEGEGB_00205	aslB	anaerobic sulfatase maturase	COG:COG0641, COG:O, GO:0016491, GO:0018209, GO:0046500, GO:0051539, KEGG:K06871, RefSeq:WP_000971151.1, SO:0001217, UniParc:UPI0000059986, UniRef:UniRef100_A0A725VNH7, UniRef:UniRef50_A0A331WMH7, UniRef:UniRef90_A9MR53
contig_1	cds	43198	44181	+	GEGEGB_00210		Cytoplasmic protein	SO:0001217, UniParc:UPI0000059987, UniRef:UniRef100_Q8Z9N7, UniRef:UniRef50_Q8Z9N7, UniRef:UniRef90_Q8Z9N7
contig_1	cds	44308	46023	+	GEGEGB_00215		Arylsulfotransferase N-terminal domain-containing protein	RefSeq:WP_001094796.1, SO:0001217, UniParc:UPI0000059988, UniRef:UniRef100_A0A3Y4FEH2, UniRef:UniRef50_A9MR51, UniRef:UniRef90_A9MR51
contig_1	cds	46186	47352	+	GEGEGB_00220	nhaA	Na+/H+ antiporter NhaA	COG:COG3004, COG:CP, GO:0005886, GO:0006814, GO:0006885, GO:0015081, GO:0015297, GO:0015385, GO:1902600, RefSeq:WP_000681337.1, SO:0001217, UniParc:UPI0000059989, UniRef:UniRef100_Q5PDL4, UniRef:UniRef50_P13738, UniRef:UniRef90_Q8XA63
contig_1	cds	47420	48313	+	GEGEGB_00225	nhaR	transcriptional activator NhaR	COG:COG0583, COG:K, GO:0003677, GO:0003700, GO:0005737, GO:0006355, SO:0001217, UniParc:UPI0001603D0A, UniRef:UniRef100_A0A3Y4H234, UniRef:UniRef50_P0A9G2, UniRef:UniRef90_P0A9G2
contig_1	cds	48368	50407	-	GEGEGB_00230	yicI	Alpha-glucosidase/xylosidase, GH31 family	COG:COG1501, COG:G, RefSeq:WP_001116444.1, SO:0001217, UniParc:UPI000005998B, UniRef:UniRef100_A0A725VLI6, UniRef:UniRef50_Q01336, UniRef:UniRef90_A0A0J1MYT1
contig_1	cds	50447	51820	-	GEGEGB_00235	melB	Na+/melibiose symporter or related transporter	COG:COG2211, COG:G, RefSeq:WP_010989104.1, SO:0001217, UniParc:UPI000005998C, UniRef:UniRef100_A0A726A8Z1, UniRef:UniRef50_A0A0J1MXE3, UniRef:UniRef90_A0A0J1MXE3
contig_1	cds	52277	52540	-	GEGEGB_00240	rpsT	30S ribosomal protein S20	COG:COG0268, COG:J, GO:0000312, GO:0003735, GO:0005840, GO:0006412, GO:0019843, GO:0022627, GO:1990904, RefSeq:WP_001518655.1, SO:0001217, UniParc:UPI000005998D, UniRef:UniRef100_B5F721, UniRef:UniRef50_Q83SR1, UniRef:UniRef90_Q83SR1
contig_1	cds	52869	53807	+	GEGEGB_00245	ribF	bifunctional riboflavin kinase/FAD synthetase	COG:COG0196, COG:H, EC:2.7.1.26, EC:2.7.7.2, GO:0003919, KEGG:K11753, RefSeq:WP_000767311.1, SO:0001217, UniParc:UPI000005998F, UniRef:UniRef100_A0A3Z3I0H6, UniRef:UniRef50_P0AG42, UniRef:UniRef90_A0A264C534
contig_1	cds	53852	56686	+	GEGEGB_00250	ileS	isoleucine--tRNA ligase	COG:COG0060, COG:J, EC:6.1.1.5, GO:0000049, GO:0002161, GO:0004822, GO:0005524, GO:0005737, GO:0005829, GO:0006428, GO:0008270, RefSeq:WP_010989105.1, SO:0001217, UniParc:UPI0000059990, UniRef:UniRef100_Q8Z9N2, UniRef:UniRef50_Q8XA49, UniRef:UniRef90_Q57TL5
contig_1	cds	56686	57186	+	GEGEGB_00255	lspA	signal peptidase II	COG:COG0597, COG:MU, EC:3.4.23.36, GO:0004190, GO:0005886, GO:0006508, GO:0009306, RefSeq:WP_000042743.1, SO:0001217, UniParc:UPI0000059991, UniRef:UniRef100_Q8Z9N1, UniRef:UniRef50_P13514, UniRef:UniRef90_Q8Z9N1
contig_1	cds	57341	57790	+	GEGEGB_00260	fkpB	FKBP-type peptidyl-prolyl cis-trans isomerase	COG:COG1047, COG:O, EC:5.2.1.8, GO:0003755, RefSeq:WP_000047269.1, SO:0001217, UniParc:UPI0000059992, UniRef:UniRef100_A0A5J2DR30, UniRef:UniRef50_P0AEM2, UniRef:UniRef90_A0A089PSI7
contig_1	cds	57793	58743	+	GEGEGB_00265	ispH	4-hydroxy-3-methylbut-2-enyl diphosphate reductase	COG:COG0761, COG:I, EC:1.17.7.4, GO:0016114, GO:0019288, GO:0046872, GO:0050992, GO:0051539, GO:0051745, RefSeq:WP_001166426.1, SO:0001217, UniParc:UPI0000059993, UniRef:UniRef100_P58678, UniRef:UniRef50_P58678, UniRef:UniRef90_P58678
contig_1	ncRNA	58789	58920	+	GEGEGB_00270	STnc30	Salmonella enterica conserved region STnc30	RFAM:RF02048, SO:0000655
contig_1	cds	58943	60145	+	GEGEGB_00275		Nitrite reductase	RefSeq:WP_000516332.1, SO:0001217, UniParc:UPI0000059994, UniRef:UniRef100_A0A725FWB3, UniRef:UniRef50_L4JHW8, UniRef:UniRef90_V7IHS6
contig_1	cds	60161	61081	+	GEGEGB_00280	rihC	ribonucleoside hydrolase RihC	COG:COG1957, COG:F, EC:3.2.-.-, EC:3.2.2.-, GO:0005829, GO:0006144, GO:0006152, GO:0006206, GO:0008477, GO:0016799, RefSeq:WP_000127280.1, SO:0001217, UniParc:UPI0000059995, UniRef:UniRef100_Q8Z9M9, UniRef:UniRef50_Q8Z9M9, UniRef:UniRef90_Q8Z9M9
contig_1	cds	61103	61789	-	GEGEGB_00285	dpiA	DNA-binding response regulator DpiB of citrate/malate metabolism	COG:COG4565, COG:KT, RefSeq:WP_000377415.1, SO:0001217, UniParc:UPI0000059996, UniRef:UniRef100_A0A5U5G360, UniRef:UniRef50_P52688, UniRef:UniRef90_A0A2T8THC8
contig_1	cds	61791	63449	-	GEGEGB_00290	citA	Sensor histidine kinase DipB regulating citrate/malate metabolism	COG:COG3290, COG:T, SO:0001217, UniRef:UniRef50_P52687, UniRef:UniRef90_A0A0T9Y0C6
contig_1	cds	63545	64846	-	GEGEGB_00295	oadB	Oxaloacetate decarboxylase beta chain	COG:C, COG:COG1883, EC:7.2.4.2, GO:0005886, GO:0006814, GO:0015451, GO:0016829, RefSeq:WP_000444844.1, SO:0001217, UniParc:UPI0000059998, UniRef:UniRef100_UPI0000059998, UniRef:UniRef50_P13156, UniRef:UniRef90_P13156
contig_1	cds	64859	66634	-	GEGEGB_00300	oadA	sodium-extruding oxaloacetate decarboxylase subunit alpha	EC:7.2.4.2, GO:0004736, GO:0005737, GO:0006814, GO:0008948, GO:0015081, GO:0015451, GO:0071704, RefSeq:WP_000150450.1, SO:0001217, UniParc:UPI0000059999, UniRef:UniRef100_Q8XGX8, UniRef:UniRef50_Q8XGX8, UniRef:UniRef90_Q8XGX8
contig_1	cds	66650	66889	-	GEGEGB_00305	oadG1	Oxaloacetate decarboxylase gamma chain 1	EC:7.2.4.2, GO:0005886, GO:0008948, GO:0015081, GO:0015451, GO:0036376, RefSeq:WP_001001151.1, SO:0001217, UniParc:UPI000005999A, UniRef:UniRef100_Q8Z9M5, UniRef:UniRef50_Q03032, UniRef:UniRef90_Q8Z9M5
contig_1	cds	67048	68388	-	GEGEGB_00310	citS	citrate/sodium symporter CitS	BlastRules:WP_000183602, BlastRules:WP_004151375, COG:C, COG:COG3493, GO:0005886, GO:0006101, GO:0008514, GO:0015293, RefSeq:WP_000183602.1, SO:0001217, UniParc:UPI000005999B, UniRef:UniRef100_P0A2G0, UniRef:UniRef50_P31602, UniRef:UniRef90_P31602
contig_1	cds	68633	69676	+	GEGEGB_00315		[Citrate [pro-3S]-lyase] ligase	RefSeq:WP_001181444.1, SO:0001217, UniParc:UPI000005999C, UniRef:UniRef100_A0A725GGD2, UniRef:UniRef90_A0A379V051
contig_1	cds	69706	69999	+	GEGEGB_00320	citD	citrate lyase acyl carrier protein	COG:C, COG:COG3052, EC:4.1.3.6, GO:0005737, GO:0006113, GO:0008815, GO:0009346, RefSeq:WP_000691461.1, SO:0001217, UniParc:UPI000005999D, UniRef:UniRef100_Q5PKJ6, UniRef:UniRef50_A6T4H4, UniRef:UniRef90_Q5PKJ6
contig_1	cds	69996	70865	+	GEGEGB_00325	citE	citrate (pro-3S)-lyase subunit beta	COG:COG2301, COG:G, EC:4.1.3.34, EC:4.1.3.6, GO:0006113, GO:0008815, GO:0009346, RefSeq:WP_001247810.1, SO:0001217, UniParc:UPI000005999E, UniRef:UniRef100_A0A725GD10, UniRef:UniRef50_P17725, UniRef:UniRef90_A0A3R0RUA6
contig_1	cds	70876	72396	+	GEGEGB_00330	citF	citrate lyase subunit alpha	COG:C, COG:COG3051, EC:2.8.3.10, EC:4.1.3.6, GO:0005737, GO:0006084, GO:0006113, GO:0008814, GO:0008815, GO:0009346, RefSeq:WP_000665586.1, SO:0001217, UniParc:UPI000005999F, UniRef:UniRef100_A0A726AB57, UniRef:UniRef50_P45413, UniRef:UniRef90_P45413
contig_1	cds	72396	72947	+	GEGEGB_00335	citX	Phosphoribosyl-dephospho-CoA transferase (holo-ACP synthetase)	COG:COG3697, COG:HI, RefSeq:WP_000679050.1, SO:0001217, UniParc:UPI00000599A0, UniRef:UniRef100_A0A1S0ZB48, UniRef:UniRef50_B7LWL8, UniRef:UniRef90_A0A2T9Q7L9
contig_1	cds	72925	73833	+	GEGEGB_00340	citG1	putative 2-(5''-triphosphoribosyl)-3'-dephosphocoenzyme-A synthase 1	COG:COG1767, COG:H, EC:2.4.2.52, GO:0005524, GO:0016310, GO:0046917, GO:0051191, RefSeq:WP_001103241.1, SO:0001217, UniParc:UPI00000599A1, UniRef:UniRef100_Q8Z9M0, UniRef:UniRef50_B7LWM0, UniRef:UniRef90_Q8Z9M0
contig_1	cds	74013	74834	+	GEGEGB_00345	dapB	4-hydroxy-tetrahydrodipicolinate reductase	COG:COG0289, COG:E, EC:1.17.1.8, GO:0005737, GO:0008839, GO:0009089, GO:0016726, GO:0019877, GO:0050661, GO:0051287, RefSeq:WP_000544030.1, SO:0001217, UniParc:UPI00000599A2, UniRef:UniRef100_B5FHF8, UniRef:UniRef50_Q8ZRX8, UniRef:UniRef90_P58209
contig_1	ncRNA-region	74840	74917	+			ABC transporter regulator	RFAM:RF02551, SO:0005836
contig_1	cds	75687	76835	+	GEGEGB_00350	carA	carbamoyl phosphate synthase small subunit	COG:COG0505, COG:EF, EC:6.3.5.5, GO:0004088, GO:0005524, GO:0005737, GO:0005951, GO:0006207, GO:0006526, GO:0006541, GO:0044205, RefSeq:WP_000597277.1, SO:0001217, UniParc:UPI00000599A3, UniRef:UniRef100_A0A725G2E0, UniRef:UniRef50_P38099, UniRef:UniRef90_P0A6F2
contig_1	cds	76851	80078	+	GEGEGB_00355	carB	carbamoyl-phosphate synthase large subunit	COG:COG0458, COG:EF, EC:6.3.5.5, GO:0004088, GO:0005524, GO:0005737, GO:0006526, GO:0006541, GO:0006807, GO:0044205, GO:0046872, RefSeq:WP_001126321.1, SO:0001217, UniParc:UPI00000599A4, UniRef:UniRef100_Q8Z9L7, UniRef:UniRef50_P00968, UniRef:UniRef90_P00968
contig_1	cds	80352	80747	+	GEGEGB_00360	caiF	Carnitine metabolism transcriptional regulator CaiF	RefSeq:WP_000333324.1, SO:0001217, UniParc:UPI00000599A5, UniRef:UniRef100_A0A730XV92, UniRef:UniRef90_A0A645B7Z7
contig_1	cds	80825	81421	-	GEGEGB_00365	caiD	crotonobetainyl-CoA hydratase	EC:4.2.1.149, GO:0009437, GO:0016740, GO:0016836, RefSeq:WP_000122863.1, SO:0001217, UniParc:UPI00000599A6, UniRef:UniRef100_B5R1Q8, UniRef:UniRef50_B5R1Q8, UniRef:UniRef90_B5R1Q8
contig_1	cds	81533	82318	-	GEGEGB_00370	caiD	crotonobetainyl-CoA hydratase	COG:COG1024, COG:I, EC:4.2.1.149, GO:0008735, GO:0009437, GO:0016836, RefSeq:WP_000004377.1, SO:0001217, UniParc:UPI00000599A7, UniRef:UniRef100_Q8Z9L5, UniRef:UniRef50_Q8XA35, UniRef:UniRef90_Q8Z9L5
contig_1	cds	82372	83925	-	GEGEGB_00375	caiC	crotonobetaine/carnitine-CoA ligase	COG:COG0318, COG:I, EC:6.2.1.48, GO:0009437, GO:0016405, GO:0016878, GO:0051108, GO:0051109, RefSeq:WP_000355790.1, SO:0001217, UniParc:UPI00000599A8, UniRef:UniRef100_Q8Z9L4, UniRef:UniRef50_Q8XA34, UniRef:UniRef90_Q8Z9L4
contig_1	cds	83988	85205	-	GEGEGB_00380	caiB	L-carnitine CoA-transferase	COG:COG1804, COG:I, EC:2.8.3.21, GO:0005737, GO:0008735, GO:0009437, GO:0016782, KEGG:K08298, RefSeq:WP_001016209.1, SO:0001217, UniParc:UPI00000599A9, UniRef:UniRef100_Q8Z9L3, UniRef:UniRef50_Q8GB19, UniRef:UniRef90_Q8XA32
contig_1	cds	85317	86459	-	GEGEGB_00385	caiA	crotonobetainyl-CoA dehydrogenase	COG:COG1960, COG:I, EC:1.3.8.13, GO:0003995, GO:0005737, GO:0009437, GO:0016627, GO:0050660, RefSeq:WP_000347135.1, SO:0001217, UniParc:UPI00000599AA, UniRef:UniRef100_Q8Z9L2, UniRef:UniRef50_Q8Z9L2, UniRef:UniRef90_Q8Z9L2
contig_1	cds	86494	88011	-	GEGEGB_00390	caiT	L-carnitine/gamma-butyrobetaine antiporter	COG:COG1292, COG:M, GO:0005886, GO:0009437, GO:0044667, GO:1900751, RefSeq:WP_000787084.1, SO:0001217, UniParc:UPI00000599AB, UniRef:UniRef100_Q8Z9L1, UniRef:UniRef50_B4EY22, UniRef:UniRef90_Q8XA30
contig_1	cds	88492	89262	+	GEGEGB_00395	fixA	Protein FixA	COG:C, COG:COG2086, GO:0009055, GO:0009437, RefSeq:WP_000692187.1, SO:0001217, UniParc:UPI00000599AC, UniRef:UniRef100_Q5PIN4, UniRef:UniRef50_P76201, UniRef:UniRef90_A9MYK3
contig_1	cds	89278	90219	+	GEGEGB_00400	fixB	electron transfer flavoprotein subunit alpha/FixB family protein	COG:C, COG:COG2025, GO:0009055, GO:0009437, GO:0033539, GO:0050660, RefSeq:WP_001032189.1, SO:0001217, UniParc:UPI00000599AD, UniRef:UniRef100_B5F757, UniRef:UniRef50_P59675, UniRef:UniRef90_B5F757
contig_1	cds	90269	91555	+	GEGEGB_00405	fixX	ferredoxin-like protein FixX	GO:0016491, GO:0071949, RefSeq:WP_001287774.1, SO:0001217, UniParc:UPI00000599AE, UniRef:UniRef100_Q8Z9K9, UniRef:UniRef50_P77337, UniRef:UniRef90_Q8ZRW9
contig_1	cds	91552	91839	+	GEGEGB_00410	fixX	ferredoxin-like protein FixX	COG:C, COG:COG2440, GO:0005506, GO:0051539, RefSeq:WP_000203737.1, SO:0001217, UniParc:UPI00000599AF, UniRef:UniRef100_Q8Z9K8, UniRef:UniRef50_Q83SQ6, UniRef:UniRef90_Q8Z9K8
contig_1	ncRNA	91864	91946	-	GEGEGB_00415	naRNA4	Nucleoid-associated noncoding RNA 4 (CssrE)	RFAM:RF02564, SO:0000655
contig_1	cds	91987	93327	+	GEGEGB_00420	uhpC	Sugar phosphate permease	COG:COG2271, COG:G, RefSeq:WP_001136168.1, SO:0001217, UniParc:UPI00000599B0, UniRef:UniRef100_A0A725FXR8, UniRef:UniRef50_P31679, UniRef:UniRef90_A9MQG9
