#Annotated with Bakta v1.8.2, https://github.com/oschwengers/bakta
#Database v5.1, https://doi.org/10.5281/zenodo.4247252
#Sequence Id	Start	Stop	Strand	Locus Tag	Mol Weight [kDa]	Iso El. Point	Pfam hits	Dbxrefs
contig_2	2818888	2819019	+	ODDLKH_13835	4.9	9.7		SO:0001217, UniParc:UPI000169F98B, UniRef:UniRef100_A0A455RSC9, UniRef:UniRef50_A0A609LXB0, UniRef:UniRef90_A0A455RSC9
contig_2	2966155	2966250	+	ODDLKH_14515	3.7	6.0		SO:0001217, UniParc:UPI00024F1C1E, UniRef:UniRef100_A0A455S3T8, UniRef:UniRef50_A0A3S4H9S7, UniRef:UniRef90_A0A3S4H9S7
contig_2	3015994	3016161	+	ODDLKH_14780	6.1	10.1		SO:0001217, UniRef:UniRef50_A0A379W504, UniRef:UniRef90_A0A379W504
contig_2	3133782	3133961	+	ODDLKH_15240	6.5	10.6		SO:0001217, UniParc:UPI000408BED3, UniRef:UniRef100_A0A3T3EW42, UniRef:UniRef50_A0A379WNS0, UniRef:UniRef90_A0A379WNS0
contig_2	3313236	3313370	-	ODDLKH_16055	4.8	10.0		SO:0001217, UniRef:UniRef50_A0A2X5B4V3, UniRef:UniRef50_A0A379WNS4, UniRef:UniRef90_A0A379WNS4, UniRef:UniRef90_A0A5H7IL20
contig_2	3502745	3502990	+	ODDLKH_17025	9.0	11.3		
contig_2	3581551	3581742	-	ODDLKH_17425	6.6	4.1		SO:0001217, UniParc:UPI0005D7A2F8, UniRef:UniRef100_A0A5I5VA67, UniRef:UniRef50_A0A3S4JYK6, UniRef:UniRef90_A0A418ZC25
contig_2	3841809	3841910	-	ODDLKH_18715	3.7	6.5		SO:0001217, UniParc:UPI000169FC40, UniRef:UniRef100_A0A6C8GI00, UniRef:UniRef50_G5R666, UniRef:UniRef90_G5R666
contig_2	3928036	3928179	-	ODDLKH_19145	5.3	9.2		SO:0001217, UniParc:UPI00017F780E, UniRef:UniRef100_A0A8D5DXP7, UniRef:UniRef50_A0A8D5DXP7, UniRef:UniRef90_A0A8D5DXP7
contig_2	3958306	3958686	+	ODDLKH_19325	14.0	7.6		SO:0001217, UniParc:UPI0001603CD5, UniRef:UniRef100_A0A8D4YQT8, UniRef:UniRef50_A0A0H2VCZ3, UniRef:UniRef90_A0A0H2VCZ3
