# Annotated with Bakta
# Software: v1.8.2
# Database: v5.1, full
# DOI: 10.1099/mgen.0.000685
# URL: github.com/oschwengers/bakta
#Sequence Id	Type	Start	Stop	Strand	Locus Tag	Gene	Product	DbXrefs
contig_2	cds	14605	14805	-	ODDLKH_00095	thiS	sulfur carrier protein ThiS	COG:COG2104, COG:H, GO:0003824, GO:0009228, RefSeq:WP_001166847.1, SO:0001217, UniParc:UPI0001604920, UniRef:UniRef100_A0A5X0DQE2, UniRef:UniRef50_A0A090V680, UniRef:UniRef90_A0A078LHT2
contig_2	cds	14786	15544	-	ODDLKH_00100	thiF	Molybdopterin or thiamine biosynthesis adenylyltransferase	COG:COG0476, COG:H, RefSeq:WP_000997754.1, SO:0001217, UniParc:UPI00016A1853, UniRef:UniRef100_A0A5T8IFV5, UniRef:UniRef50_P30138, UniRef:UniRef90_A0A379T1J5
contig_2	cds	15537	16172	-	ODDLKH_00105	thiE	thiamine phosphate synthase	COG:COG0352, COG:H, EC:2.5.1.3, GO:0000287, GO:0004789, GO:0005737, GO:0009228, GO:0009229, RefSeq:WP_000284637.1, SO:0001217, UniParc:UPI00016A1854, UniRef:UniRef100_A0A5U8ADG6, UniRef:UniRef50_Q9L9I8, UniRef:UniRef90_Q9L9I8
contig_2	cds	16172	18067	-	ODDLKH_00110	thiC	phosphomethylpyrimidine synthase ThiC	COG:COG0422, COG:H, EC:4.1.99.17, GO:0005829, GO:0008270, GO:0009228, GO:0009229, GO:0016830, GO:0051536, GO:0051539, GO:0070284, RefSeq:WP_000108412.1, SO:0001217, UniParc:UPI00016A1855, UniRef:UniRef100_A0A708AJ67, UniRef:UniRef50_Q2Y6P4, UniRef:UniRef90_B4T0Z6
contig_2	cds	18431	18919	-	ODDLKH_00115	rsd	sigma D regulator	COG:COG3160, COG:K, GO:0005737, GO:0006355, RefSeq:WP_000934317.1, SO:0001217, UniParc:UPI00004F8261, UniRef:UniRef100_Q57H60, UniRef:UniRef50_Q6DAL9, UniRef:UniRef90_Q8Z327
contig_2	cds	19012	19785	+	ODDLKH_00120	nudC	NAD(+) diphosphatase	COG:COG2816, COG:F, EC:3.6.1.-, EC:3.6.1.22, GO:0000210, GO:0000287, GO:0008270, GO:0016787, GO:0030145, GO:0035529, GO:0110153, RefSeq:WP_000373967.1, SO:0001217, UniParc:UPI00016A1856, UniRef:UniRef100_A0A5V2SQL6, UniRef:UniRef50_Q9L9I5, UniRef:UniRef90_Q9L9I5
contig_2	cds	19826	20890	+	ODDLKH_00125	hemE	uroporphyrinogen decarboxylase	COG:COG0407, COG:H, EC:4.1.1.37, GO:0004853, GO:0005829, GO:0006779, GO:0006783, GO:0019353, RefSeq:WP_000137628.1, SO:0001217, UniParc:UPI00016A1857, UniRef:UniRef100_B4T0Z9, UniRef:UniRef50_P95458, UniRef:UniRef90_Q9L9I4
contig_2	cds	20900	21571	+	ODDLKH_00130	nfi	deoxyribonuclease V	COG:COG1515, COG:L, EC:3.1.21.7, GO:0000287, GO:0004519, GO:0005737, GO:0006281, GO:0043737, KEGG:K05982, RefSeq:WP_000362359.1, SO:0001217, UniParc:UPI000005A5D4, UniRef:UniRef100_B5F1I1, UniRef:UniRef50_Q8ZAQ8, UniRef:UniRef90_A8AKS5
contig_2	cds	21613	22203	+	ODDLKH_00135	yjaG	Uncharacterized protein YjaG	GO:0005829, RefSeq:WP_000940092.1, SO:0001217, UniParc:UPI000005A5D3, UniRef:UniRef100_P0A1U5, UniRef:UniRef50_P32680, UniRef:UniRef90_P32680
contig_2	cds	22390	22662	+	ODDLKH_00140	hupA	nucleoid-associated protein HU-alpha	COG:COG0776, COG:L, GO:0003677, GO:0005829, GO:0030261, GO:0030527, RefSeq:WP_001044509.1, SO:0001217, UniParc:UPI000005A5D2, UniRef:UniRef100_P0A1R7, UniRef:UniRef50_P0CAV2, UniRef:UniRef90_P0A1R7
contig_2	cds	22674	23366	+	ODDLKH_00145		Lipoprotein	RefSeq:WP_001083939.1, SO:0001217, UniParc:UPI00016A1858, UniRef:UniRef100_A0A5U7ZXA3, UniRef:UniRef50_P32681, UniRef:UniRef90_A0A0K0HGB8
contig_2	cds	23408	23863	-	ODDLKH_00150	zraP	zinc resistance sensor/chaperone ZraP	COG:COG3678, COG:O, GO:0008270, GO:0042597, GO:0043167, RefSeq:WP_000828129.1, SO:0001217, UniParc:UPI000005A5D0, UniRef:UniRef100_Q57H53, UniRef:UniRef50_Q8Z331, UniRef:UniRef90_Q8Z331
contig_2	cds	23928	25514	+	ODDLKH_00155	zraS	two-component system sensor histidine kinase ZraS	COG:COG0642, COG:T, EC:2.7.13.3, GO:0000155, GO:0005524, GO:0005886, GO:0007165, GO:0016310, SO:0001217, UniRef:UniRef50_P14377, UniRef:UniRef90_P37461
contig_2	cds	25520	26845	+	ODDLKH_00160	zraR	sigma-54-dependent response regulator transcription factor ZraR	COG:COG2204, COG:T, GO:0000160, GO:0005524, GO:0005737, GO:0006355, GO:0016887, GO:0043565, RefSeq:WP_000617941.1, SO:0001217, UniParc:UPI00016A185A, UniRef:UniRef100_A0A3R0ZKW3, UniRef:UniRef50_P14375, UniRef:UniRef90_P25852
contig_2	cds	26842	28131	-	ODDLKH_00165	purD	Phosphoribosylamine--glycine ligase	COG:COG0151, COG:F, EC:6.3.4.13, GO:0004637, GO:0005524, GO:0006189, GO:0009113, GO:0046872, RefSeq:WP_000866771.1, SO:0001217, UniParc:UPI00016A1A37, UniRef:UniRef100_A0A3V1A5A2, UniRef:UniRef50_P15640, UniRef:UniRef90_Q8FB69
contig_2	cds	28143	29732	-	ODDLKH_00170	purH	bifunctional phosphoribosylaminoimidazolecarboxamide formyltransferase/IMP cyclohydrolase	COG:COG0138, COG:F, EC:2.1.2.3, EC:3.5.4.10, GO:0003937, GO:0004643, GO:0006189, GO:0009152, RefSeq:WP_001187492.1, SO:0001217, UniParc:UPI00016A1A38, UniRef:UniRef100_A0A5U4YRQ5, UniRef:UniRef50_Q8X611, UniRef:UniRef90_Q8X611
contig_2	rRNA	30358	31899	+	ODDLKH_00175	rrs	16S ribosomal RNA	GO:0003735, GO:0005840, KEGG:K01977, RFAM:RF00177, SO:0001000
contig_2	tRNA	31985	32060	+	ODDLKH_00180	trnE	tRNA-Glu(ttc)	SO:0000259
contig_2	ncRNA	32138	32246	+	ODDLKH_00185	StyR-44	Salmonella enterica Typhi npcRNA 44	RFAM:RF01830, SO:0000655
contig_2	rRNA	32254	35243	+	ODDLKH_00190	rrl	23S ribosomal RNA	GO:0003735, GO:0005840, KEGG:K01980, RFAM:RF02541, SO:0001001
contig_2	rRNA	35337	35452	+	ODDLKH_00195	rrf	5S ribosomal RNA	GO:0003735, GO:0005840, KEGG:K01985, RFAM:RF00001, SO:0000652
contig_2	cds	35785	36222	-	ODDLKH_00200	yjaB	acetyltransferase	COG:COG0456, COG:J, EC:2.3.1.-, GO:0008080, GO:0061733, RefSeq:WP_000973248.1, SO:0001217, UniParc:UPI000048F269, UniRef:UniRef100_A0A6C8G021, UniRef:UniRef50_P09163, UniRef:UniRef90_P40677
contig_2	cds	36379	37308	+	ODDLKH_00205	metA	homoserine O-succinyltransferase	COG:COG1897, COG:E, EC:2.3.1.46, GO:0004414, GO:0005737, GO:0008899, GO:0009086, GO:0019281, RefSeq:WP_001122767.1, SO:0001217, UniParc:UPI00001622AA, UniRef:UniRef100_B5F1J1, UniRef:UniRef50_Q8X610, UniRef:UniRef90_Q8X610
contig_2	cds	37577	39178	+	ODDLKH_00210	aceB	malate synthase A	COG:C, COG:COG2225, EC:2.3.3.9, GO:0004474, GO:0006099, RefSeq:WP_001069381.1, SO:0001217, UniParc:UPI000169EB55, UniRef:UniRef100_A0A3Z0S2R2, UniRef:UniRef50_P08997, UniRef:UniRef90_Q57H44
contig_2	cds	39210	40514	+	ODDLKH_00215	aceA	isocitrate lyase	COG:C, COG:COG2224, EC:4.1.3.1, GO:0004451, GO:0005829, GO:0006097, GO:0006099, GO:0019752, GO:0043169, GO:0046872, RefSeq:WP_000857884.1, SO:0001217, UniParc:UPI0001604939, UniRef:UniRef100_C0Q488, UniRef:UniRef50_P51066, UniRef:UniRef90_P51066
contig_2	cds	40616	42367	+	ODDLKH_00220	aceK	bifunctional isocitrate dehydrogenase kinase/phosphatase	COG:COG4579, COG:T, EC:2.7.11.5, EC:3.1.3.-, GO:0004674, GO:0004721, GO:0005524, GO:0005737, GO:0006006, GO:0006097, GO:0006099, GO:0008772, GO:0016310, GO:0016791, RefSeq:WP_001137266.1, SO:0001217, UniParc:UPI000012520D, UniRef:UniRef100_B5F1J4, UniRef:UniRef50_Q8X607, UniRef:UniRef90_Q8X607
contig_2	cds	42331	42765	-	ODDLKH_00225	yhfF	putative RNA-binding protein YhfF, contains PUA-like ASCH domain	COG:COG4405, COG:R, RefSeq:WP_000229727.1, SO:0001217, UniParc:UPI000160494C, UniRef:UniRef100_A0A455S8Z4, UniRef:UniRef50_A0A564KNE4, UniRef:UniRef90_A0A455S8Z4
contig_2	cds	42749	43573	-	ODDLKH_00230	iclR	glyoxylate bypass operon transcriptional repressor IclR	COG:COG1414, COG:K, GO:0003677, GO:0003700, GO:0006097, GO:0006355, GO:0045892, RefSeq:WP_000226434.1, SO:0001217, UniParc:UPI000012D175, UniRef:UniRef100_P17430, UniRef:UniRef50_P16528, UniRef:UniRef90_P17430
contig_2	cds	43878	47561	+	ODDLKH_00235	metH	methionine synthase	COG:COG1410, COG:E, EC:2.1.1.13, GO:0005829, GO:0008270, GO:0008705, GO:0009086, GO:0031419, GO:0032259, GO:0046653, GO:0050667, RefSeq:WP_000095972.1, SO:0001217, UniParc:UPI000169EB58, UniRef:UniRef100_A0A2T6X3H0, UniRef:UniRef50_P13009, UniRef:UniRef90_P13009
contig_2	cds	47828	49459	+	ODDLKH_00240	yjbB	Uncharacterized protein YjbB	COG:COG1283, COG:P, GO:0005436, GO:0005886, GO:0044341, RefSeq:WP_000956811.1, SO:0001217, UniParc:UPI000013B51E, UniRef:UniRef100_P40730, UniRef:UniRef50_P0AF43, UniRef:UniRef90_P0AF43
contig_2	cds	49549	50238	-	ODDLKH_00245	pepE	dipeptidase PepE	COG:COG3340, COG:E, EC:3.4.13.21, GO:0005737, GO:0006508, GO:0008236, GO:0016805, RefSeq:WP_000421785.1, SO:0001217, UniParc:UPI000169EB59, UniRef:UniRef100_A0A5V1G2I1, UniRef:UniRef50_P36936, UniRef:UniRef90_P36936
contig_2	cds	50446	50985	+	ODDLKH_00250	yaiL	DUF2058 domain-containing protein	COG:COG3122, COG:S, KEGG:K09912, RefSeq:WP_001096724.1, SO:0001217, UniParc:UPI000005A81A, UniRef:UniRef100_A0A3U8PKW1, UniRef:UniRef50_A0A0U5GKZ0, UniRef:UniRef90_A0A1S0ZE08
contig_2	cds	51032	51901	+	ODDLKH_00255	rluF	23S rRNA pseudouridine(2604) synthase RluF	COG:COG1187, COG:J, EC:5.4.99.-, EC:5.4.99.21, GO:0000455, GO:0001522, GO:0003723, GO:0008033, GO:0009982, GO:0120159, RefSeq:WP_000954611.1, SO:0001217, UniParc:UPI00000CD558, UniRef:UniRef100_Q8ZKL1, UniRef:UniRef50_P32684, UniRef:UniRef90_P32684
contig_2	cds	51898	52170	-	ODDLKH_00260		DUF3811 domain-containing protein	RefSeq:WP_001207628.1, SO:0001217, UniParc:UPI000005A81C, UniRef:UniRef100_A0A6C7IHH1, UniRef:UniRef50_P32685, UniRef:UniRef90_A0A212IAH2
contig_2	cds	52268	53209	-	ODDLKH_00265	panS	ketopantoate/pantoate/pantothenate transporter PanS	BlastRules:WP_000881652, COG:COG0385, COG:R, GO:0005886, KEGG:K03453, RefSeq:WP_000881647.1, SO:0001217, UniParc:UPI000169EA3D, UniRef:UniRef100_A0A3V9FQD7, UniRef:UniRef50_Q8ZKL0, UniRef:UniRef90_Q8ZKL0
contig_2	cds	53471	54199	-	ODDLKH_00270		Cytoplasmic protein	RefSeq:WP_000587740.1, SO:0001217, UniParc:UPI000169ECEE, UniRef:UniRef100_A0A3U0BA70, UniRef:UniRef50_G9Z5V3, UniRef:UniRef90_V1HM36
contig_2	cds	54778	55254	-	ODDLKH_00275		Serine acetyltransferase	SO:0001217, UniRef:UniRef50_A0A447TQ20, UniRef:UniRef90_A0A447TQ20
contig_2	cds	55575	56030	-	ODDLKH_00280		Cytoplasmic protein	RefSeq:WP_000084336.1, SO:0001217, UniParc:UPI000169ECF0, UniRef:UniRef100_A0A3R1DG10, UniRef:UniRef50_A0A2X5F9V7, UniRef:UniRef90_A0A401AT66
contig_2	cds	56027	56641	-	ODDLKH_00285		DUF4376 domain-containing protein	RefSeq:WP_001151758.1, SO:0001217, UniParc:UPI000169ECF1, UniRef:UniRef100_A0A3Z3CC29, UniRef:UniRef50_A0A2C9P5D0, UniRef:UniRef90_A0A636VKE2
contig_2	cds	56648	58306	-	ODDLKH_00290		Phage tail fiber protein H	RefSeq:WP_000368193.1, SO:0001217, UniParc:UPI000169ECF2, UniRef:UniRef100_A0A3U5H2X8, UniRef:UniRef50_A0A3V3SBF0, UniRef:UniRef90_A0A447JQD0
contig_2	cds	58309	58941	-	ODDLKH_00295	gpI	phage tail protein I	COG:COG4385, COG:X, GO:0005198, GO:0016032, GO:0044423, RefSeq:WP_000359509.1, SO:0001217, UniParc:UPI000169ECF3, UniRef:UniRef100_A0A5Y8N8R0, UniRef:UniRef50_A0A1Y0FKK2, UniRef:UniRef90_V1H181
contig_2	cds	58934	60049	-	ODDLKH_00300		Phage-related baseplate assembly protein	COG:COG3948, COG:X, RefSeq:WP_000951737.1, SO:0001217, UniParc:UPI000169ECF4, UniRef:UniRef100_A0A5U0VBX9, UniRef:UniRef50_V1H1U3, UniRef:UniRef90_V1H1U3
contig_2	cds	60040	60399	-	ODDLKH_00305		Phage baseplate assembly protein W	COG:COG3628, COG:X, RefSeq:WP_001093501.1, SO:0001217, UniParc:UPI00000CD561, UniRef:UniRef100_A0A5H5BFE4, UniRef:UniRef50_A0A366I4L5, UniRef:UniRef90_A0A829FXZ0
contig_2	cds	60460	60582	+	ODDLKH_00310		hypothetical protein	SO:0001217, UniParc:UPI000169ECF5, UniRef:UniRef100_A0A455RZ21, UniRef:UniRef50_B5F1L8, UniRef:UniRef90_B5F1L8
contig_2	cds	60563	62110	-	ODDLKH_00315		Inner membrane protein	RefSeq:WP_000632053.1, SO:0001217, UniParc:UPI000169ECF6, UniRef:UniRef100_A0A3R1E867, UniRef:UniRef50_A0A0V9JM49, UniRef:UniRef90_A0A3Y4A6V4
contig_2	cds	62110	63039	-	ODDLKH_00320	wcaA	Glycosyltransferase involved in cell wall bisynthesis	COG:COG0463, COG:M, RefSeq:WP_000703633.1, SO:0001217, UniParc:UPI000169ECF7, UniRef:UniRef100_A0A3V8ZZ27, UniRef:UniRef50_E1SH82, UniRef:UniRef90_A0A0T9XV49
contig_2	cds	63726	64448	-	ODDLKH_00325	gpV	Phage P2 baseplate assembly protein gpV	COG:COG4540, COG:X, RefSeq:WP_000679398.1, SO:0001217, UniParc:UPI00000CD565, UniRef:UniRef100_A0A7U1KTR9, UniRef:UniRef50_U3U4P9, UniRef:UniRef90_A0A0R9Q039
contig_2	cds	64458	65501	-	ODDLKH_00330	gpD	Phage protein D	COG:COG3500, COG:X, RefSeq:WP_000818154.1, SO:0001217, UniParc:UPI00000CD566, UniRef:UniRef100_A0A3V6CR60, UniRef:UniRef50_A0A086F266, UniRef:UniRef90_A0A5V7AHE8
contig_2	cds	65489	65698	-	ODDLKH_00335	gpX	P2-like prophage tail protein X	COG:COG5004, COG:X, RefSeq:WP_001269716.1, SO:0001217, UniParc:UPI00000CD567, UniRef:UniRef100_A0A625WL59, UniRef:UniRef50_U3TXJ7, UniRef:UniRef90_A0A2P5GLT4
contig_2	cds	65698	66651	-	ODDLKH_00340		Phage protein U	COG:COG3499, COG:X, RefSeq:WP_000271423.1, SO:0001217, UniParc:UPI00000CD568, UniRef:UniRef100_A0A3V8ZYP8, UniRef:UniRef50_B7LKY4, UniRef:UniRef90_A0A0R9MDM5
contig_2	cds	66651	69005	-	ODDLKH_00345		Phage-related tail protein	COG:COG5283, COG:X, RefSeq:WP_001262499.1, SO:0001217, UniParc:UPI00000CD569, UniRef:UniRef100_A0A719BKW1, UniRef:UniRef50_A0A369F9V9, UniRef:UniRef90_A0A401ATV9
contig_2	cds	69190	69507	-	ODDLKH_00350		Phage tail assembly protein	RefSeq:WP_001003642.1, SO:0001217, UniParc:UPI000169ECF8, UniRef:UniRef100_A0A7U1Q784, UniRef:UniRef50_A0A379QRV4, UniRef:UniRef90_A0A6C8G0S0
contig_2	cds	69559	70083	-	ODDLKH_00355		phage major tail tube protein	COG:COG3498, COG:X, GO:0005198, GO:0016032, GO:0044423, KEGG:K06908, RefSeq:WP_000907494.1, SO:0001217, UniParc:UPI00000CD56A, UniRef:UniRef100_A0A5W0DBZ5, UniRef:UniRef50_U3U8B9, UniRef:UniRef90_A0A0H3MN03
contig_2	cds	70083	71510	-	ODDLKH_00360		Phage tail sheath protein FI	COG:COG3497, COG:X, RefSeq:WP_000729852.1, SO:0001217, UniParc:UPI00000CD56B, UniRef:UniRef100_A0A630L2L3, UniRef:UniRef50_Q6QIB0, UniRef:UniRef90_A0A3G3E608
contig_2	cds	71500	71697	-	ODDLKH_00365		Gp12	RefSeq:WP_000875314.1, SO:0001217, UniParc:UPI00000CD56C, UniRef:UniRef100_A0A5H5BFE0, UniRef:UniRef50_A0A826YDL9, UniRef:UniRef90_A0A0F5B4M7
contig_2	cds	71694	72149	-	ODDLKH_00370		Cytoplasmic protein	RefSeq:WP_000449433.1, SO:0001217, UniParc:UPI00000CD56D, UniRef:UniRef100_A0A7U1KT66, UniRef:UniRef50_A0A369F3D6, UniRef:UniRef90_A0A5I8QAE3
contig_2	cds	72309	72623	-	ODDLKH_00375		Inner membrane protein	RefSeq:WP_000777266.1, SO:0001217, UniParc:UPI00000CD56E, UniRef:UniRef100_A0A3Z3I2H2, UniRef:UniRef50_A0A826XFG9, UniRef:UniRef90_A0A3Z3I2H2
contig_2	cds	72636	73208	-	ODDLKH_00380	mltF	Membrane-bound lytic murein transglycosylase MltF	COG:COG4623, COG:MT, SO:0001217, UniParc:UPI0002E80133, UniRef:UniRef100_A0A3S4HTC4, UniRef:UniRef50_A0A379QX78, UniRef:UniRef90_V1H164
contig_2	cds	73244	73531	-	ODDLKH_00385		Holin	RefSeq:WP_001226442.1, SO:0001217, UniParc:UPI00000CD570, UniRef:UniRef100_A0A724IU32, UniRef:UniRef50_A0A1X0YK80, UniRef:UniRef90_A0A3I8FZ21
contig_2	cds	74107	74454	+	ODDLKH_00390		DNA-binding protein	RefSeq:WP_000615248.1, SO:0001217, UniParc:UPI0000227ED4, UniRef:UniRef100_A0A3V6R631, UniRef:UniRef50_A0A369F9W9, UniRef:UniRef90_A0A379UZQ9
contig_2	cds	74587	75936	-	ODDLKH_00395	lysC	lysine-sensitive aspartokinase 3	COG:COG0527, COG:E, EC:2.7.2.4, GO:0004072, GO:0005524, GO:0005829, GO:0009089, GO:0009090, GO:0016310, GO:0042803, RefSeq:WP_000136400.1, SO:0001217, UniParc:UPI00000CD572, UniRef:UniRef100_A0A605YSK1, UniRef:UniRef50_P08660, UniRef:UniRef90_P08660
contig_2	cds	76281	77930	+	ODDLKH_00400	pgi	glucose-6-phosphate isomerase	COG:COG0166, COG:G, EC:5.3.1.9, GO:0004347, GO:0005737, GO:0006094, GO:0006096, GO:0097367, GO:1901135, RefSeq:WP_000790037.1, SO:0001217, UniParc:UPI000012AF6A, UniRef:UniRef100_B5FQP5, UniRef:UniRef50_P78917, UniRef:UniRef90_Q83IN9
contig_2	ncRNA	78017	78178	-	ODDLKH_00405	STnc430	Enterobacterial sRNA STnc430	RFAM:RF02053, SO:0000655
contig_2	cds	78371	78616	+	ODDLKH_00410	yjbE	Uncharacterized protein YjbE	GO:0044010, GO:0045226, RefSeq:WP_000976742.1, SO:0001217, UniParc:UPI000005A823, UniRef:UniRef100_A0A447MZV4, UniRef:UniRef50_P0AF47, UniRef:UniRef90_P0AF47
contig_2	cds	78680	79318	+	ODDLKH_00415	yjbF	YjbF family lipoprotein	RefSeq:WP_000824800.1, SO:0001217, UniParc:UPI000005A824, UniRef:UniRef100_A0A7U1KTJ7, UniRef:UniRef50_P32687, UniRef:UniRef90_A9MHA5
contig_2	cds	79315	80052	+	ODDLKH_00420		Lipoprotein	RefSeq:WP_000977979.1, SO:0001217, UniParc:UPI00000CD574, UniRef:UniRef100_A0A7U1Q894, UniRef:UniRef50_A0A7I6QF82, UniRef:UniRef90_A0A3Y4IYB3
contig_2	cds	80052	82148	+	ODDLKH_00425	yjbH	YjbH domain-containing protein	RefSeq:WP_000750804.1, SO:0001217, UniParc:UPI00000CD575, UniRef:UniRef100_A0A5W9LSE1, UniRef:UniRef50_P32689, UniRef:UniRef90_A8ANA0
contig_2	cds	82291	82701	+	ODDLKH_00430	psiE	phosphate-starvation-inducible protein PsiE	COG:COG3223, COG:R, GO:0005886, GO:0016036, RefSeq:WP_000982749.1, SO:0001217, UniParc:UPI000005A827, UniRef:UniRef100_Q57H01, UniRef:UniRef50_Q8X5X8, UniRef:UniRef90_Q5PL02
contig_2	cds	82867	83757	-	ODDLKH_00435	malG	maltose ABC transporter permease MalG	COG:COG3833, COG:G, EC:7.5.2.1, GO:0005886, GO:0008643, GO:0016020, GO:0055085, RefSeq:WP_001252085.1, SO:0001217, UniParc:UPI000012EB4F, UniRef:UniRef100_P26468, UniRef:UniRef50_P26468, UniRef:UniRef90_P26468
contig_2	cds	83772	85316	-	ODDLKH_00440	malF	maltose ABC transporter permease MalF	COG:COG1175, COG:G, EC:7.5.2.1, GO:0005886, GO:0008643, GO:0043190, GO:0055085, RefSeq:WP_000382573.1, SO:0001217, UniParc:UPI000012EB4C, UniRef:UniRef100_P26467, UniRef:UniRef50_P02916, UniRef:UniRef90_P02916
