# Annotated with Bakta
# Software: v1.8.2
# Database: v5.1, full
# DOI: 10.1099/mgen.0.000685
# URL: github.com/oschwengers/bakta
#Sequence Id	Type	Start	Stop	Strand	Locus Tag	Gene	Product	DbXrefs
contig_21	cds	2342	3091	+	PKJKAM_00185	dnaC	DNA replication protein DnaC	COG:COG1484, COG:L, RefSeq:WP_000800012.1, SO:0001217, UniParc:UPI00016A16E7, UniRef:UniRef100_A0A5X7W9D6, UniRef:UniRef50_P77546, UniRef:UniRef90_A0A379Q7R1
contig_22	tRNA	524	599	-	PKJKAM_00190	trnF	tRNA-Phe(gaa)	SO:0000267
contig_22	cds	705	1412	-	PKJKAM_00195	yqgA	Uncharacterized membrane protein YqgA, affects biofilm formation	COG:COG1811, COG:S, KEGG:K07150, RefSeq:WP_000234466.1, SO:0001217, UniParc:UPI000005A44F, UniRef:UniRef100_A0A7D8ESH6, UniRef:UniRef50_A0A090V3D6, UniRef:UniRef90_A0A248K5G8
contig_22	cds	1837	3972	+	PKJKAM_00200	speC	Constitutive ornithine decarboxylase	COG:COG1982, COG:E, EC:4.1.1.17, GO:0004586, GO:0005829, GO:0008295, GO:0030170, GO:0033387, GO:0097216, RefSeq:WP_000839728.1, SO:0001217, UniParc:UPI00016C16E4, UniRef:UniRef100_A0A3Y2F952, UniRef:UniRef50_P24169, UniRef:UniRef90_P21169
contig_22	cds	4034	4300	-	PKJKAM_00205		Nucleoside permease	SO:0001217, UniRef:UniRef50_A0A2X1Q9Z0
contig_23	cds	662	1108	-	PKJKAM_00210	traD	Conjugal transfer protein TraD	RefSeq:WP_000184723.1, SO:0001217, UniParc:UPI0001812DB0, UniRef:UniRef100_R9R0Q7, UniRef:UniRef50_U9XRT8, UniRef:UniRef90_V0YP89
contig_23	cds	1280	3139	+	PKJKAM_00215		MobA/MobL protein domain-containing protein	SO:0001217, UniParc:UPI00000BD388, UniRef:UniRef100_Q8RLL7, UniRef:UniRef50_A0A8E0IW45, UniRef:UniRef90_Q8RLL7
contig_23	cds	3683	4702	+	PKJKAM_00220		Plasmid replication protein	RefSeq:WP_001271372.1, SO:0001217, UniParc:UPI00016C16E1, UniRef:UniRef100_UPI00016C16E1, UniRef:UniRef50_A0A733H9J3, UniRef:UniRef90_A0A5N8HDN4
contig_23	cds	4963	5127	-	PKJKAM_00225	traD	Conjugal transfer protein TraD	RefSeq:WP_161953548.1, SO:0001217, UniParc:UPI0002F15AF0, UniRef:UniRef100_R9R0Q7, UniRef:UniRef50_U9XRT8, UniRef:UniRef90_V0YP89
contig_24	cds	65	613	+	PKJKAM_00230	ccmA	cytochrome c biogenesis heme-transporting ATPase CcmA	COG:COG4133, COG:O, EC:7.6.2.-, GO:0005524, GO:0017004, GO:0022857, SO:0001217, UniRef:UniRef50_Q6D606, UniRef:UniRef90_A0A637AX98
contig_24	cds	613	1269	+	PKJKAM_00235		Heme exporter protein B	SO:0001217, UniRef:UniRef50_P0ABM0
contig_24	cds	1312	2058	+	PKJKAM_00240	ccmC	ABC-type transport system involved in cytochrome c biogenesis, permease component	COG:COG0755, COG:O, SO:0001217, UniParc:UPI00017A8C95, UniRef:UniRef100_A0A6C6ZKF5, UniRef:UniRef50_P45034, UniRef:UniRef90_A0A379VQ54
contig_24	cds	2055	2267	+	PKJKAM_00245	ccmD	heme exporter protein CcmD	COG:COG3114, COG:U, EC:7.6.2.-, GO:0015886, GO:0016020, GO:0017004, RefSeq:WP_000074110.1, SO:0001217, UniParc:UPI0000059BA7, UniRef:UniRef100_A0A5T4DX82, UniRef:UniRef50_P0ABM7, UniRef:UniRef90_A0A2I5HEE0
contig_24	cds	2264	2743	+	PKJKAM_00250	ccmE	cytochrome c maturation protein CcmE	COG:CO, COG:COG2332, GO:0005886, GO:0017004, GO:0020037, GO:0046872, RefSeq:WP_001053600.1, SO:0001217, UniParc:UPI00016BDE73, UniRef:UniRef100_A0A5V9IEY6, UniRef:UniRef50_Q8XG35, UniRef:UniRef90_Q8XG35
contig_24	cds	2740	4671	+	PKJKAM_00255	ccmF	Cytochrome c biogenesis protein CcmF	COG:CO, COG:COG1138, RefSeq:WP_000982515.1, SO:0001217, UniParc:UPI00016C15BA, UniRef:UniRef100_A0A3V3WH03, UniRef:UniRef50_P52225, UniRef:UniRef90_A0A5T9H0S8
contig_24	cds	4668	5225	+	PKJKAM_00260	dsbE	thiol:disulfide interchange protein DsbE	GO:0005886, GO:0015036, GO:0017004, GO:0030288, RefSeq:WP_000828284.1, SO:0001217, UniParc:UPI00016C15BB, UniRef:UniRef100_A0A3V2W270, UniRef:UniRef50_Q8XFE5, UniRef:UniRef90_Q8XFE5
contig_25	cds	924	1199	+	PKJKAM_00265		hypothetical protein	RefSeq:WP_258232230.1, SO:0001217, UniParc:UPI000438201A, UniRef:UniRef100_A0A655E879, UniRef:UniRef50_A0A8B4CGH8, UniRef:UniRef90_A0A655E879
contig_25	cds	1192	2130	-	PKJKAM_00270	fruK	1-phosphofructokinase	COG:COG1105, COG:G, EC:2.7.1.56, GO:0008662, GO:0016773, RefSeq:WP_000091249.1, SO:0001217, UniParc:UPI0000059BC8, UniRef:UniRef100_A0A5U8V2V4, UniRef:UniRef50_P44330, UniRef:UniRef90_A0A3D2B519
contig_25	cds	2130	3260	-	PKJKAM_00275	fruB	fused PTS fructose transporter subunit IIA/HPr protein	COG:COG4668, COG:G, GO:0005737, GO:0005886, GO:0009401, GO:0016301, GO:0016310, GO:0090563, RefSeq:WP_000487287.1, SO:0001217, UniParc:UPI0000059BC7, UniRef:UniRef100_P17127, UniRef:UniRef50_P17127, UniRef:UniRef90_P17127
contig_25	cds	3328	3435	-	PKJKAM_00280		(pseudo) hypothetical protein	SO:0001217, UniRef:UniRef50_A0A379QJQ3, UniRef:UniRef50_A0A447TZS5, UniRef:UniRef90_A0A447TZS5, UniRef:UniRef90_A0A7D8IJY8
contig_25	cds	3629	4810	+	PKJKAM_00285	setB	sugar efflux transporter SetB	COG:COG2814, COG:G, GO:0005351, GO:0005886, GO:0008643, GO:0015767, GO:0016020, GO:0022857, GO:0036448, GO:0055085, GO:1904659, RefSeq:WP_000551934.1, SO:0001217, UniParc:UPI0000059BC6, UniRef:UniRef100_A0A1S0Z6P1, UniRef:UniRef50_P33026, UniRef:UniRef90_P33027
contig_25	cds	4875	5540	-	PKJKAM_00290		Tyrosine kinase G-rich domain-containing protein	RefSeq:WP_001213899.1, SO:0001217, UniParc:UPI00016C15B7, UniRef:UniRef100_A0A3U5BHU2, UniRef:UniRef50_A0A3F3J5F0, UniRef:UniRef90_A0A3F3ICD3
contig_25	cds	6052	6306	-	PKJKAM_00295	ykgJ	YkgJ family cysteine cluster protein	RefSeq:WP_001523448.1, SO:0001217, UniParc:UPI00016BFA70, UniRef:UniRef100_B5EYR3, UniRef:UniRef50_P58040, UniRef:UniRef90_A0A4Z0KZX4
contig_26	cds	205	411	+	PKJKAM_00300		hypothetical protein	SO:0001217, UniRef:UniRef50_A0A379UMT4, UniRef:UniRef90_A0A379UMT4
contig_26	cds	573	2333	+	PKJKAM_00305	lonB	putative ATP-dependent protease	COG:COG1067, COG:O, RefSeq:WP_000156459.1, SO:0001217, UniParc:UPI00016C0FDF, UniRef:UniRef100_A0A3R0XKD1, UniRef:UniRef50_P75867, UniRef:UniRef90_C0Q8D7
contig_26	cds	2402	2920	+	PKJKAM_00310	fabA	bifunctional 3-hydroxydecanoyl-ACP dehydratase/trans-2-decenoyl-ACP isomerase	COG:COG0764, COG:I, EC:4.2.1.59, EC:5.3.3.14, GO:0005737, GO:0006633, GO:0008659, GO:0008693, GO:0034017, KEGG:K01716, RefSeq:WP_000227928.1, SO:0001217, UniParc:UPI000005A011, UniRef:UniRef100_B5F1V1, UniRef:UniRef50_Q0TJA7, UniRef:UniRef90_A8AIC5
contig_26	cds	3443	4006	-	PKJKAM_00315	pqiC	membrane integrity-associated transporter subunit PqiC	COG:COG3009, COG:M, RefSeq:WP_000759136.1, SO:0001217, UniParc:UPI000005A013, UniRef:UniRef100_A0A8E6XAS3, UniRef:UniRef50_H5UX00, UniRef:UniRef90_A0A2C9P1I4
contig_26	cds	4003	5643	-	PKJKAM_00320	pqiB	intermembrane transport protein PqiB	COG:COG3008, COG:M, RefSeq:WP_000433416.1, SO:0001217, UniParc:UPI000005A014, UniRef:UniRef100_A0A3Z3HT49, UniRef:UniRef50_P43671, UniRef:UniRef90_M7RHM4
contig_26	cds	5648	6901	-	PKJKAM_00325	pqiA	membrane integrity-associated transporter subunit PqiA	COG:COG2995, COG:M, RefSeq:WP_000333152.1, SO:0001217, UniParc:UPI000005A015, UniRef:UniRef100_A0A8E6Y7H8, UniRef:UniRef50_P0AFM0, UniRef:UniRef90_A0A2I5HIP3
contig_26	cds	6916	8823	-	PKJKAM_00330		ABC transporter ATP-binding protein	GO:0005524, RefSeq:WP_000053044.1, SO:0001217, UniParc:UPI00000CCFDA, UniRef:UniRef100_A0A379R5V1, UniRef:UniRef50_P43672, UniRef:UniRef90_A0A1B7JDD0
contig_26	cds	8836	10944	-	PKJKAM_00335	rlmL	bifunctional 23S rRNA (guanine(2069)-N(7))-methyltransferase RlmK/23S rRNA (guanine(2445)-N(2))-methyltransferase RlmL	COG:COG1092, COG:J, EC:2.1.1.173, EC:2.1.1.264, GO:0003723, GO:0005737, GO:0008990, GO:0031167, GO:0052915, GO:0070043, RefSeq:WP_001086485.1, SO:0001217, UniParc:UPI00000CCFD9, UniRef:UniRef100_B5F1U5, UniRef:UniRef50_Q5E5B4, UniRef:UniRef90_Q8XDB2
contig_26	cds	11043	12152	+	PKJKAM_00340	ycbX	N-hydroxylaminopurine reductase subunit YcbX, contains MOSC domain	COG:COG3217, COG:FV, RefSeq:WP_000224069.1, SO:0001217, UniParc:UPI00000CCFD8, UniRef:UniRef100_A0A7U1Q7G9, UniRef:UniRef50_P75863, UniRef:UniRef90_C0Q8E5
contig_26	cds	12149	12691	-	PKJKAM_00345	zapC	cell division protein ZapC	BlastRules:WP_001220671, GO:0000917, GO:0005737, GO:0043093, KEGG:K18657, RefSeq:WP_001220671.1, SO:0001217, UniParc:UPI00000CCFD7, UniRef:UniRef100_Q8ZQ75, UniRef:UniRef50_P75862, UniRef:UniRef90_Q8ZQ75
contig_27	cds	58	477	+	PKJKAM_00350		Transcriptional regulator	SO:0001217, UniParc:UPI0001910594, UniRef:UniRef100_A0A447PI43, UniRef:UniRef50_A0A378B4Y1, UniRef:UniRef90_A0A379WU88
contig_27	cds	474	1499	-	PKJKAM_00355	purR	HTH-type transcriptional repressor PurR	COG:COG1609, COG:K, GO:0003677, GO:0006164, GO:0006355, GO:0045892, RefSeq:WP_000190992.1, SO:0001217, UniParc:UPI0000059E12, UniRef:UniRef100_B5F6L7, UniRef:UniRef50_P46456, UniRef:UniRef90_Q8FH72
contig_27	ncRNA	1500	1887	+	PKJKAM_00360	STnc550	Enterobacterial sRNA STnc550	RFAM:RF02081, SO:0000655
contig_27	cds	1795	1884	+	PKJKAM_00365	ynhF	YnhF family membrane protein	RefSeq:WP_000102277.1, SO:0001217, UniParc:UPI000169E83E, UniRef:UniRef100_A0A6C8GMV8, UniRef:UniRef50_F4VFP8, UniRef:UniRef90_A0A6C8GMV8
contig_27	cds	1967	2548	-	PKJKAM_00370	sodB	superoxide dismutase [Fe]	COG:COG0605, COG:P, EC:1.15.1.1, GO:0004784, GO:0006801, GO:0046872, KEGG:K04564, RefSeq:WP_000007299.1, SO:0001217, UniParc:UPI0000059E13, UniRef:UniRef100_P0A2F5, UniRef:UniRef50_O15905, UniRef:UniRef90_P0A2F5
contig_27	cds	2675	3496	-	PKJKAM_00375	nlpC	Cell wall-associated hydrolase, NlpC_P60 family	COG:COG0791, COG:M, RefSeq:WP_001520344.1, SO:0001217, UniParc:UPI00017A8B20, UniRef:UniRef100_A0A5W5H2U0, UniRef:UniRef50_P76190, UniRef:UniRef90_A0A2I5HHZ5
contig_27	cds	3831	4178	+	PKJKAM_00380	grxD	monothiol glutaredoxin 4	BlastRules:WP_000108172, COG:COG0278, COG:O, GO:0005737, GO:0015036, GO:0016491, GO:0046872, GO:0051537, RefSeq:WP_000108176.1, SO:0001217, UniParc:UPI0000059E15, UniRef:UniRef100_A0A8E6XZV6, UniRef:UniRef50_P0AC71, UniRef:UniRef90_P0AC71
contig_27	cds	4256	4903	-	PKJKAM_00385	rnt	ribonuclease T	EC:3.1.13.-, GO:0000287, GO:0003676, GO:0005829, GO:0006364, GO:0008033, GO:0008408, GO:0016896, GO:0042780, GO:0045004, RefSeq:WP_001282267.1, SO:0001217, UniParc:UPI0000059E16, UniRef:UniRef100_Q5PH07, UniRef:UniRef50_Q9KT97, UniRef:UniRef90_Q5PH07
contig_27	cds	5004	5411	-	PKJKAM_00390	gloA	lactoylglutathione lyase	COG:COG0346, COG:Q, EC:4.4.1.5, GO:0004462, GO:0005737, GO:0019243, GO:0046872, RefSeq:WP_001237787.1, SO:0001217, UniParc:UPI0000059E17, UniRef:UniRef100_P0A1Q3, UniRef:UniRef50_P0A1Q3, UniRef:UniRef90_P0A1Q3
contig_27	cds	5480	6577	-	PKJKAM_00395	nemA	N-ethylmaleimide reductase	COG:C, COG:COG1902, EC:1.3.1.-, GO:0005829, GO:0006805, GO:0008748, GO:0010181, GO:0018937, GO:0034567, GO:0046256, GO:0046857, RefSeq:WP_000092944.1, SO:0001217, UniParc:UPI000048ECD0, UniRef:UniRef100_A0A3V2VYG0, UniRef:UniRef50_P77258, UniRef:UniRef90_P77258
contig_27	cds	6636	7022	-	PKJKAM_00400		(pseudo) TetR/AcrR family transcriptional regulator	SO:0001217, UniRef:UniRef50_A0A378F3J5, UniRef:UniRef90_UPI0011BAC543
contig_27	cds	7330	7569	+	PKJKAM_00405	ydhL	DUF1289 domain-containing protein	COG:COG3313, COG:R, RefSeq:WP_001538148.1, SO:0001217, UniParc:UPI0000059E1A, UniRef:UniRef100_A0A3Z3HUA5, UniRef:UniRef50_A0A0Q4MSN4, UniRef:UniRef90_A0A2I5HH53
contig_27	cds	7620	8516	+	PKJKAM_00410	ydhF	putative oxidoreductase YdhF	COG:COG4989, COG:R, RefSeq:WP_000250730.1, SO:0001217, UniParc:UPI00016C147B, UniRef:UniRef100_A0A5T3Q691, UniRef:UniRef50_A0A379CK88, UniRef:UniRef90_A0A2I5HH60
contig_27	cds	8596	9117	+	PKJKAM_00415	sodC	superoxide dismutase [Cu-Zn] SodC	COG:COG2032, COG:P, EC:1.15.1.1, GO:0004784, GO:0005507, GO:0019430, GO:0042597, RefSeq:WP_000826818.1, SO:0001217, UniParc:UPI0000059E1C, UniRef:UniRef100_A0A5Y3JVF1, UniRef:UniRef50_E8XDJ8, UniRef:UniRef90_O68901
contig_27	cds	9093	11132	-	PKJKAM_00420	ydhK	Uncharacterized transporter YdhK	COG:COG1289, COG:S, GO:0005886, GO:0022857, RefSeq:WP_000777632.1, SO:0001217, UniParc:UPI00016C147C, UniRef:UniRef100_A0A5U6A879, UniRef:UniRef50_Q8ZPN4, UniRef:UniRef90_Q8ZPN4
contig_27	cds	11132	11992	-	PKJKAM_00425	emrA	Multidrug resistance efflux pump EmrA	COG:COG1566, COG:V, RefSeq:WP_001536120.1, SO:0001217, UniParc:UPI00016C147D, UniRef:UniRef100_A0A3V1TG44, UniRef:UniRef50_A8AH25, UniRef:UniRef90_A0A6C6Z0Y6
contig_27	cds	11995	12231	-	PKJKAM_00430		DUF1656 domain-containing protein	RefSeq:WP_000649755.1, SO:0001217, UniParc:UPI00000CD07F, UniRef:UniRef100_A0A5H6J9R0, UniRef:UniRef50_A0A090VWT4, UniRef:UniRef90_G5LP83
contig_27	cds	12432	12866	+	PKJKAM_00435	slyA	transcriptional regulator SlyA	COG:COG1846, COG:K, GO:0003677, GO:0003700, GO:0006355, SO:0001217, UniRef:UniRef50_P40676, UniRef:UniRef90_P40676
contig_27	cds	12914	13381	-	PKJKAM_00440	slyB	outer membrane lipoprotein SlyB	BlastRules:WP_000597179, COG:COG3133, COG:M, GO:0009279, KEGG:K06077, RefSeq:WP_000597179.1, SO:0001217, UniParc:UPI0000059E21, UniRef:UniRef100_P0A1X1, UniRef:UniRef50_P31484, UniRef:UniRef90_P0A1X1
contig_28	cds	48	554	+	PKJKAM_00445	rpsC	30S ribosomal protein S3	GO:0000312, GO:0003735, GO:0006412, GO:0022627, KEGG:K02982, SO:0001217, UniRef:UniRef50_A0A377U3M7, UniRef:UniRef90_UPI0005CEA605
contig_28	cds	567	977	+	PKJKAM_00450	rplP	50S ribosomal protein L16	COG:COG0197, COG:J, GO:0000049, GO:0000315, GO:0003735, GO:0005840, GO:0006412, GO:0019843, GO:0022625, GO:1990904, RefSeq:WP_000941208.1, SO:0001217, UniParc:UPI000005A7F2, UniRef:UniRef100_B5F7T8, UniRef:UniRef50_C5BQ68, UniRef:UniRef90_Q9CL38
contig_28	cds	977	1168	+	PKJKAM_00455	rpmC	50S ribosomal protein L29	COG:COG0255, COG:J, GO:0000315, GO:0003735, GO:0005840, GO:0006412, GO:0022625, GO:1990904, RefSeq:WP_000644742.1, SO:0001217, UniParc:UPI000005A7F3, UniRef:UniRef100_A8AQK8, UniRef:UniRef50_Q6CZX8, UniRef:UniRef90_A8AQK8
contig_28	cds	1168	1422	+	PKJKAM_00460	rpsQ	30S ribosomal protein S17	GO:0003735, GO:0005840, GO:0006412, GO:0019843, GO:0022627, RefSeq:WP_000130101.1, SO:0001217, UniParc:UPI000005A7F4, UniRef:UniRef100_B5F7T6, UniRef:UniRef50_B5F7T6, UniRef:UniRef90_B5F7T6
contig_28	cds	1586	1957	+	PKJKAM_00465	rplN	50S ribosomal protein L14	COG:COG0093, COG:J, GO:0000315, GO:0003735, GO:0006412, GO:0022625, GO:0070180, RefSeq:WP_000613954.1, SO:0001217, UniParc:UPI000005A7F5, UniRef:UniRef100_Q6CZY0, UniRef:UniRef50_A1USM4, UniRef:UniRef90_A1JS23
contig_28	cds	1968	2282	+	PKJKAM_00470	rplX	50S ribosomal protein L24	COG:COG0198, COG:J, GO:0000315, GO:0003735, GO:0005829, GO:0005840, GO:0006412, GO:0019843, GO:0022625, GO:1990904, RefSeq:WP_000729185.1, SO:0001217, UniParc:UPI000003EACB, UniRef:UniRef100_A7MPH5, UniRef:UniRef50_Q83PY8, UniRef:UniRef90_Q83PY8
contig_28	cds	2297	2836	+	PKJKAM_00475	rplE	50S ribosomal protein L5	COG:COG0094, COG:J, GO:0000049, GO:0003735, GO:0005840, GO:0006412, GO:0019843, GO:1990904, RefSeq:WP_001096206.1, SO:0001217, UniParc:UPI000005A7F7, UniRef:UniRef100_B5F7T3, UniRef:UniRef50_Q83PY9, UniRef:UniRef90_Q83PY9
contig_28	cds	2851	3156	+	PKJKAM_00480	rpsN	30S ribosomal protein S14	COG:COG0199, COG:J, GO:0003735, GO:0005737, GO:0005840, GO:0006412, GO:0019843, GO:1990904, RefSeq:WP_001118932.1, SO:0001217, UniParc:UPI000005A7F8, UniRef:UniRef100_B5F7T2, UniRef:UniRef50_Q9CL43, UniRef:UniRef90_Q9CL43
contig_28	cds	3190	3582	+	PKJKAM_00485		Small ribosomal subunit protein uS8	RefSeq:WP_000062611.1, SO:0001217, UniParc:UPI000003EAC8, UniRef:UniRef100_A8AQK2, UniRef:UniRef90_Q6CZY4
