# BUSCO version is: 6.0.0 
# The lineage dataset is: bacteria_odb10 (Creation date: 2024-01-08, number of genomes: 4085, number of BUSCOs: 124)
# Busco id	Status	Sequence	Gene Start	Gene End	Strand	Score	Length	OrthoDB url	Description
841869at2	Complete	NC_004631.1	3580196	3579168	-	138.2	181	https://v10-1.orthodb.org/?query=841869at2	UDP-N-acetylenolpyruvoylglucosamine reductase
874197at2	Complete	NC_004631.1	1070777	1071787	+	429.7	273	https://v10-1.orthodb.org/?query=874197at2	Holliday junction ATP-dependent DNA helicase RuvB
923547at2	Complete	NC_004631.1	428061	427024	-	461.6	315	https://v10-1.orthodb.org/?query=923547at2	Phosphoribosylformylglycinamidine cyclo-ligase
932854at2	Complete	NC_004631.1	3545743	3547032	+	684.8	418	https://v10-1.orthodb.org/?query=932854at2	Phosphoribosylamine--glycine ligase
932993at2	Complete	NC_004631.1	2487288	2485990	-	93.0	233	https://v10-1.orthodb.org/?query=932993at2	Trigger factor
961486at2	Complete	NC_004631.1	4219526	4220347	+	234.5	187	https://v10-1.orthodb.org/?query=961486at2	Ribosomal protein L2
981870at2	Complete	NC_004631.1	554066	555151	+	326.5	267	https://v10-1.orthodb.org/?query=981870at2	Chorismate synthase
984717at2	Complete	NC_004631.1	315932	316837	+	227.4	221	https://v10-1.orthodb.org/?query=984717at2	GTPase Era
1009041at2	Complete	NC_004631.1	157089	158240	+	258.6	220	https://v10-1.orthodb.org/?query=1009041at2	Cell division protein FtsZ
1024388at2	Complete	NC_004631.1	3092872	3094026	+	460.6	307	https://v10-1.orthodb.org/?query=1024388at2	S-adenosylmethionine synthetase
1036075at2	Complete	NC_004631.1	1024005	1025837	+	286.4	321	https://v10-1.orthodb.org/?query=1036075at2	GIY-YIG endonuclease
1043239at2	Complete	NC_004631.1	253151	253876	+	142.6	155	https://v10-1.orthodb.org/?query=1043239at2	Uridylate kinase
1049662at2	Complete	NC_004631.1	3544138	3545727	+	605.2	438	https://v10-1.orthodb.org/?query=1049662at2	Methylglyoxal synthase-like domain
1054741at2	Complete	NC_004631.1	1749003	1750109	+	455.3	329	https://v10-1.orthodb.org/?query=1054741at2	tRNA-specific 2-thiouridylase
1069591at2	Complete	NC_004631.1	4562793	4563743	+	160.0	180	https://v10-1.orthodb.org/?query=1069591at2	tRNA dimethylallyltransferase
1074831at2	Complete	NC_004631.1	2714398	2716059	+	302.0	383	https://v10-1.orthodb.org/?query=1074831at2	DNA repair protein RecN
1080436at2	Complete	NC_004631.1	2814671	2813610	-	393.5	263	https://v10-1.orthodb.org/?query=1080436at2	Protein RecA
1093223at2	Complete	NC_004631.1	148806	150122	+	320.9	357	https://v10-1.orthodb.org/?query=1093223at2	Mur ligase, C-terminal
1132353at2	Complete	NC_004631.1	4221007	4221708	+	213.6	161	https://v10-1.orthodb.org/?query=1132353at2	K Homology domain
1151822at2	Complete	NC_004631.1	147721	148803	+	281.9	250	https://v10-1.orthodb.org/?query=1151822at2	Phospho-N-acetylmuramoyl-pentapeptide-transferase
1166299at2	Complete	NC_004631.1	3294294	3293350	-	134.2	120	https://v10-1.orthodb.org/?query=1166299at2	tRNA pseudouridine synthase B
1211060at2	Complete	NC_004631.1	4229214	4229834	+	214.7	164	https://v10-1.orthodb.org/?query=1211060at2	RNA-binding S4 domain
1257362at2	Complete	NC_004631.1	3216822	3215809	-	252.8	235	https://v10-1.orthodb.org/?query=1257362at2	tRNA N6-adenosine threonylcarbamoyltransferase
1266295at2	Complete	NC_004631.1	3640059	3640826	+	317.1	249	https://v10-1.orthodb.org/?query=1266295at2	Triosephosphate isomerase
1270636at2	Complete	NC_004631.1	4217964	4218593	+	174.5	161	https://v10-1.orthodb.org/?query=1270636at2	Ribosomal protein L3
1272633at2	Complete	NC_004631.1	141813	142754	+	141.2	156	https://v10-1.orthodb.org/?query=1272633at2	S-adenosyl-L-methionine-dependent methyltransferase
1346419at2	Complete	NC_004631.1	3910278	3909055	-	330.8	298	https://v10-1.orthodb.org/?query=1346419at2	Flavoprotein
1395197at2	Complete	NC_004631.1	257871	259223	+	136.9	156	https://v10-1.orthodb.org/?query=1395197at2	Peptidase M50
1398618at2	Complete	NC_004631.1	4224749	4225282	+	142.9	130	https://v10-1.orthodb.org/?query=1398618at2	Ribosomal protein L6, alpha-beta domain
1419877at2	Complete	NC_004631.1	3938599	3939618	+	266.0	260	https://v10-1.orthodb.org/?query=1419877at2	glycerol-3-phosphate dehydrogenase
1456375at2	Complete	NC_004631.1	4223451	4223990	+	229.2	141	https://v10-1.orthodb.org/?query=1456375at2	Ribosomal protein L5
1470978at2	Complete	NC_004631.1	3572211	3571714	-	83.7	115	https://v10-1.orthodb.org/?query=1470978at2	Ribosomal protein L10
1490892at2	Complete	NC_004631.1	3097369	3098100	+	48.4	85	https://v10-1.orthodb.org/?query=1490892at2	16S rRNA (uracil(1498)-N(3))-methyltransferase
1491686at2	Complete	NC_004631.1	2442035	2441391	-	142.7	130	https://v10-1.orthodb.org/?query=1491686at2	Adenylate kinase
1497415at2	Complete	NC_004631.1	2707725	2707177	-	34.9	38	https://v10-1.orthodb.org/?query=1497415at2	Ribosome maturation factor RimM
1502854at2	Complete	NC_004631.1	3900699	3900076	-	279.2	187	https://v10-1.orthodb.org/?query=1502854at2	Guanylate kinase
1504821at2	Complete	NC_004631.1	52869	53807	+	202.9	221	https://v10-1.orthodb.org/?query=1504821at2	Riboflavin kinase
1505038at2	Complete	NC_004631.1	4225660	4226163	+	228.8	149	https://v10-1.orthodb.org/?query=1505038at2	Ribosomal protein S5
1540940at2	Complete	NC_004631.1	4211911	4212381	+	198.4	134	https://v10-1.orthodb.org/?query=1540940at2	Ribosomal protein S7 domain
1567535at2	Complete	NC_004631.1	4226792	4228123	+	359.3	298	https://v10-1.orthodb.org/?query=1567535at2	Protein translocase subunit SecY
1572673at2	Complete	NC_004631.1	4218604	4219209	+	122.4	101	https://v10-1.orthodb.org/?query=1572673at2	50S ribosomal protein L4
1574817at2	Complete	NC_004631.1	2517365	2516946	-	136.3	144	https://v10-1.orthodb.org/?query=1574817at2	Transcription antitermination protein NusB
1590629at2	Complete	NC_004631.1	3752919	3753542	+	69.2	84	https://v10-1.orthodb.org/?query=1590629at2	rRNA small subunit methyltransferase G
1592033at2	Complete	NC_004631.1	4564206	4565486	+	497.2	373	https://v10-1.orthodb.org/?query=1592033at2	GTPase HflX
1595498at2	Complete	NC_004631.1	3299601	3299149	-	51.8	48	https://v10-1.orthodb.org/?query=1595498at2	Ribosome maturation factor RimP
1623045at2	Complete	NC_004631.1	251172	251897	+	273.4	187	https://v10-1.orthodb.org/?query=1623045at2	Ribosomal protein S2
1661836at2	Complete	NC_004631.1	2445041	2444436	-	159.6	150	https://v10-1.orthodb.org/?query=1661836at2	Recombination protein RecR
1666043at2	Complete	NC_004631.1	4220657	4220989	+	117.9	86	https://v10-1.orthodb.org/?query=1666043at2	Ribosomal protein L22/L17
1671455at2	Complete	NC_004631.1	3573331	3572627	-	216.9	166	https://v10-1.orthodb.org/?query=1671455at2	Ribosomal protein L1
1674344at2	Complete	NC_004631.1	254023	254580	+	160.5	136	https://v10-1.orthodb.org/?query=1674344at2	Ribosome recycling factor
1676462at2	Complete	NC_004631.1	1178413	1177829	-	125.1	104	https://v10-1.orthodb.org/?query=1676462at2	Peptidyl-tRNA hydrolase
1692188at2	Complete	NC_004631.1	4224344	4224736	+	233.6	131	https://v10-1.orthodb.org/?query=1692188at2	Ribosomal protein S8
1698718at2	Complete	NC_004631.1	2706324	2705977	-	120.5	89	https://v10-1.orthodb.org/?query=1698718at2	Ribosomal protein L19
1701531at2	Complete	NC_004631.1	3758329	3759192	+	168.3	146	https://v10-1.orthodb.org/?query=1701531at2	ATP synthase, F1 complex, gamma subunit
1702697at2	Complete	NC_004631.1	3573763	3573335	-	128.8	105	https://v10-1.orthodb.org/?query=1702697at2	Ribosomal protein L11, C-terminal
1707228at2	Complete	NC_004631.1	4211441	4211815	+	174.5	101	https://v10-1.orthodb.org/?query=1707228at2	Ribosomal protein S12, bacterial-type
1713391at2	Complete	NC_004631.1	4228791	4229180	+	155.3	97	https://v10-1.orthodb.org/?query=1713391at2	Ribosomal protein S11
1720952at2	Complete	NC_004631.1	2717573	2718100	+	196.7	142	https://v10-1.orthodb.org/?query=1720952at2	SsrA-binding protein
1758685at2	Complete	NC_004631.1	316849	317577	+	75.4	104	https://v10-1.orthodb.org/?query=1758685at2	DNA repair protein RecO
1760144at2	Complete	NC_004631.1	1282685	1283119	+	101.3	95	https://v10-1.orthodb.org/?query=1760144at2	Translation initiation factor 3, C-terminal
1766414at2	Complete	NC_004631.1	3351903	3351511	-	115.8	99	https://v10-1.orthodb.org/?query=1766414at2	Ribosomal protein S9
1772647at2	Complete	NC_004631.1	4228418	4228774	+	145.7	96	https://v10-1.orthodb.org/?query=1772647at2	Ribosomal protein S13
1776954at2	Complete	NC_004631.1	4588960	4589355	+	65.3	70	https://v10-1.orthodb.org/?query=1776954at2	Ribosomal protein S6
1786618at2	Complete	NC_004631.1	4221721	4222131	+	156.8	102	https://v10-1.orthodb.org/?query=1786618at2	Ribosomal protein L16
1799923at2	Complete	NC_004631.1	4222740	4223111	+	138.1	104	https://v10-1.orthodb.org/?query=1799923at2	Ribosomal protein L14P
1822215at2	Complete	NC_004631.1	3352347	3351919	-	163.5	113	https://v10-1.orthodb.org/?query=1822215at2	Ribosomal protein L13
1822695at2	Complete	NC_004631.1	3571647	3571282	-	92.0	88	https://v10-1.orthodb.org/?query=1822695at2	Ribosomal protein L7/L12
1827295at2	Complete	NC_004631.1	4559137	4559598	+	84.5	69	https://v10-1.orthodb.org/?query=1827295at2	tRNA threonylcarbamoyl adenosine modification protein TsaE
1827334at2	Complete	NC_004631.1	4090297	4089701	-	100.4	84	https://v10-1.orthodb.org/?query=1827334at2	methyltransferase
1830156at2	Complete	NC_004631.1	2271088	2271561	+	80.2	76	https://v10-1.orthodb.org/?query=1830156at2	Endoribonuclease YbeY
1838961at2	Complete	NC_004631.1	4230890	4231273	+	106.4	83	https://v10-1.orthodb.org/?query=1838961at2	Ribosomal protein L17
1842956at2	Complete	NC_004631.1	3579171	3578209	-	45.5	77	https://v10-1.orthodb.org/?query=1842956at2	Biotin--acetyl-CoA-carboxylase ligase
1844275at2	Complete	NC_004631.1	4643872	4642937	-	154.9	182	https://v10-1.orthodb.org/?query=1844275at2	Aspartate carbamoyltransferase
1846503at2	Complete	NC_004631.1	3913172	3912693	-	126.9	108	https://v10-1.orthodb.org/?query=1846503at2	pantetheine-phosphate adenylyltransferase
1874945at2	Complete	NC_004631.1	4226350	4226784	+	78.6	74	https://v10-1.orthodb.org/?query=1874945at2	Ribosomal protein L15
1890943at2	Complete	NC_004631.1	315198	315935	+	80.0	106	https://v10-1.orthodb.org/?query=1890943at2	ribonuclease III
1893906at2	Complete	NC_004631.1	4220364	4220642	+	134.1	72	https://v10-1.orthodb.org/?query=1893906at2	Ribosomal protein S19, bacterial-type
1904463at2	Complete	NC_004631.1	3312776	3312519	-	126.0	69	https://v10-1.orthodb.org/?query=1904463at2	Ribosomal protein L27
1906715at2	Complete	NC_004631.1	2713502	2712720	-	47.6	71	https://v10-1.orthodb.org/?query=1906715at2	Protein GrpE
1932144at2	Complete	NC_004631.1	1283463	1283819	+	125.6	93	https://v10-1.orthodb.org/?query=1932144at2	Ribosomal protein L20
1937072at2	Complete	NC_004631.1	2707992	2707744	-	104.4	69	https://v10-1.orthodb.org/?query=1937072at2	Ribosomal protein S16
1937493at2	Complete	NC_004631.1	3756191	3756724	+	143.5	158	https://v10-1.orthodb.org/?query=1937493at2	ATP synthase subunit delta
1940575at2	Complete	NC_004631.1	4589681	4589908	+	87.5	48	https://v10-1.orthodb.org/?query=1940575at2	Ribosomal protein S18
1949059at2	Complete	NC_004631.1	3313107	3312796	-	128.6	100	https://v10-1.orthodb.org/?query=1949059at2	Ribosomal protein L21
1959318at2	Complete	NC_004631.1	4589950	4590399	+	85.6	82	https://v10-1.orthodb.org/?query=1959318at2	Ribosomal protein L9
1963491at2	Complete	NC_004631.1	4225292	4225645	+	134.6	103	https://v10-1.orthodb.org/?query=1963491at2	Ribosomal protein L18
1971380at2	Complete	NC_004631.1	3294695	3294294	-	135.6	124	https://v10-1.orthodb.org/?query=1971380at2	Ribosome-binding factor A
1978865at2	Complete	NC_004631.1	4219206	4219508	+	112.9	93	https://v10-1.orthodb.org/?query=1978865at2	Ribosomal protein L25/L23
1990141at2	Complete	NC_004631.1	3293199	3292930	-	108.0	66	https://v10-1.orthodb.org/?query=1990141at2	Ribosomal protein S15
1990650at2	Complete	NC_004631.1	2291579	2291896	+	89.9	80	https://v10-1.orthodb.org/?query=1990650at2	Ribosomal silencing factor RsfS
2005443at2	Complete	NC_004631.1	52540	52277	-	78.4	64	https://v10-1.orthodb.org/?query=2005443at2	Ribosomal protein S20
2012682at2	Complete	NC_004631.1	4217620	4217931	+	142.1	87	https://v10-1.orthodb.org/?query=2012682at2	Ribosomal protein S10
2035880at2	Complete	NC_004631.1	4222322	4222576	+	91.8	57	https://v10-1.orthodb.org/?query=2035880at2	Ribosomal protein S17/S11
2040741at2	Complete	NC_004631.1	4223122	4223436	+	61.2	54	https://v10-1.orthodb.org/?query=2040741at2	Ribosomal protein L24
2046660at2	Complete	NC_004631.1	1283215	1283412	+	34.3	34	https://v10-1.orthodb.org/?query=2046660at2	Ribosomal protein L35
2063644at2	Complete	NC_004631.1	4222131	4222322	+	50.4	39	https://v10-1.orthodb.org/?query=2063644at2	Ribosomal protein L29/L35
2066663at2	Complete	NC_004631.1	2039975	2040193	+	93.6	57	https://v10-1.orthodb.org/?query=2066663at2	Translation initiation factor IF-1
2075502at2	Complete	NC_004631.1	3099846	3100262	+	44.0	70	https://v10-1.orthodb.org/?query=2075502at2	YqgF/RNase H-like domain
