"Gene","GCF_000022165.1","GCF_000020925.1","GCF_000020885.1","GCF_000007545.1","GCF_000170215.1","GCF_000020745.1","GCF_000171535.2","GCF_000171415.1","GCF_000171515.1"
"AJBGEP_03990",1,1,1,1,1,1,1,1,1
"AJBGEP_04000",1,1,1,1,1,1,1,1,1
"AJBGEP_04005",1,1,1,1,1,1,1,1,1
"AJBGEP_04010",1,1,1,1,1,1,1,1,1
"AJBGEP_04035",1,1,1,1,1,1,1,1,1
"AJBGEP_04040",1,1,1,1,1,1,1,1,1
"AJBGEP_04045",1,1,1,1,1,1,1,1,1
"AJBGEP_04050",1,1,1,1,1,1,1,1,1
"AJBGEP_04055",1,1,1,1,1,1,1,1,1
"AJBGEP_04065",1,1,1,1,1,1,1,1,1
"AJBGEP_04075",1,1,1,1,1,1,1,1,1
"AJBGEP_04080",1,1,1,1,1,1,1,1,1
"AJBGEP_04085",1,1,1,1,1,1,1,1,1
"AJBGEP_04090",1,1,1,1,1,1,1,1,1
"AJBGEP_04095",1,1,1,1,1,1,1,1,1
"AJBGEP_04100",1,1,1,1,1,1,1,1,1
"AJBGEP_04105",1,1,1,1,1,1,1,1,1
"AJBGEP_04110",1,1,1,1,1,1,1,1,1
"AJBGEP_04115",1,1,1,1,1,1,1,1,1
"AJBGEP_04125",1,1,1,1,1,1,1,1,1
"AJBGEP_04130",1,1,1,1,1,1,1,1,1
"AJBGEP_04135",1,1,1,1,1,1,1,1,1
"AJBGEP_04140",1,1,1,1,1,1,1,1,1
"AJBGEP_04145",1,1,1,1,1,1,1,1,1
"AJBGEP_04150",1,1,1,1,1,1,1,1,1
"AJBGEP_04155",1,1,1,1,1,1,1,1,1
"AJBGEP_04195",1,1,1,1,1,1,1,1,1
"AJBGEP_04200",1,1,1,1,1,1,1,1,1
"AJBGEP_04205",1,1,1,1,1,1,1,1,1
"AJBGEP_04210",1,1,1,1,1,1,1,1,1
"AJBGEP_04215",1,1,1,1,1,1,1,1,1
"AJBGEP_04220",1,1,1,1,1,1,1,1,1
"AJBGEP_04225",1,1,1,1,1,1,1,1,1
"AJBGEP_05285",1,1,1,1,1,1,1,1,1
"AJBGEP_05295",1,1,1,1,1,1,1,1,1
"AJBGEP_05300",1,1,1,1,1,1,1,1,1
"AJBGEP_05305",1,1,1,1,1,1,1,1,1
"AJBGEP_05310",1,1,1,1,1,1,1,1,1
"AJBGEP_05315",1,1,1,1,1,1,1,1,1
"AJBGEP_05320",1,1,1,1,1,1,1,1,1
"AJBGEP_05325",1,1,1,1,1,1,1,1,1
"AJBGEP_05330",1,1,1,1,1,1,1,1,1
"AJBGEP_05335",1,1,1,1,1,1,1,1,1
"AJBGEP_05350",1,1,1,1,1,1,1,1,1
"AJBGEP_05355",1,1,1,1,1,1,1,1,1
"AJBGEP_05360",1,1,1,1,1,1,1,1,1
"AJBGEP_05365",1,1,1,1,1,1,1,1,1
"AJBGEP_05370",1,1,1,1,1,1,1,1,1
"AJBGEP_05375",1,1,1,1,1,1,1,1,1
"AJBGEP_05380",1,1,1,1,1,1,1,1,1
"AJBGEP_05385",1,1,1,1,1,1,1,1,1
"AJBGEP_05390",1,1,1,1,1,1,1,1,1
"AJBGEP_05395",1,1,1,1,1,1,1,1,1
"AJBGEP_05405",1,1,1,1,1,1,1,1,1
"AJBGEP_05410",1,1,1,1,1,1,1,1,1
"AJBGEP_05415",1,1,1,1,1,1,1,1,1
"AJBGEP_05420",1,1,1,1,1,1,1,1,1
"AJBGEP_05435",1,1,1,1,1,1,1,1,1
"AJBGEP_05445",1,1,1,1,1,1,1,1,1
"AJBGEP_05450",1,1,1,1,1,1,1,1,1
"AJBGEP_05460",1,1,1,1,1,1,1,1,1
"AJBGEP_05465",1,1,1,1,1,1,1,1,1
"AJBGEP_05470",1,1,1,1,1,1,1,1,1
"AJBGEP_05475",1,1,1,1,1,1,1,1,1
"AJBGEP_05480",1,1,1,1,1,1,1,1,1
"AJBGEP_05485",1,1,1,1,1,1,1,1,1
"AJBGEP_05490",1,1,1,1,1,1,1,1,1
"AJBGEP_05495",1,1,1,1,1,1,1,1,1
"AJBGEP_05500",1,1,1,1,1,1,1,1,1
"AJBGEP_05505",1,1,1,1,1,1,1,1,1
"AJBGEP_05510",1,1,1,1,1,1,1,1,1
"AJBGEP_05515",1,1,1,1,1,1,1,1,1
"AJBGEP_05520",1,1,1,1,1,1,1,1,1
"AJBGEP_05525",1,1,1,1,1,1,1,1,1
"AJBGEP_05530",1,1,1,1,1,1,1,1,1
"AJBGEP_05535",1,1,1,1,1,1,1,1,1
"AJBGEP_05545",1,1,1,1,1,1,1,1,1
"AJBGEP_05550",1,1,1,1,1,1,1,1,1
"AJBGEP_05555",1,1,1,1,1,1,1,1,1
"AJBGEP_05560",1,1,1,1,1,1,1,1,1
"AJBGEP_05570",1,1,1,1,1,1,1,1,1
"AJBGEP_05575",1,1,1,1,1,1,1,1,1
"AJBGEP_05580",1,1,1,1,1,1,1,1,1
"AJBGEP_05585",1,1,1,1,1,1,1,1,1
"AJBGEP_05595",1,1,1,1,1,1,1,1,1
"AJBGEP_05600",1,1,1,1,1,1,1,1,1
"AJBGEP_05605",1,1,1,1,1,1,1,1,1
"AJBGEP_05610",1,1,1,1,1,1,1,1,1
"AJBGEP_05615",1,1,1,1,1,1,1,1,1
"AJBGEP_05620",1,1,1,1,1,1,1,1,1
"AJBGEP_05675",1,1,1,1,1,1,1,1,1
"AJBGEP_05680",1,1,1,1,1,1,1,1,1
"AJBGEP_05685",1,1,1,1,1,1,1,1,1
"AJBGEP_05690",1,1,1,1,1,1,1,1,1
"AJBGEP_05695",1,1,1,1,1,1,1,1,1
"AJBGEP_05700",1,1,1,1,1,1,1,1,1
"AJBGEP_05710",1,1,1,1,1,1,1,1,1
"AJBGEP_05720",1,1,1,1,1,1,1,1,1
"AJBGEP_05725",1,1,1,1,1,1,1,1,1
"AJBGEP_05730",1,1,1,1,1,1,1,1,1
"AJBGEP_05735",1,1,1,1,1,1,1,1,1
"AJBGEP_05740",1,1,1,1,1,1,1,1,1
"AJBGEP_05745",1,1,1,1,1,1,1,1,1
"AJBGEP_05750",1,1,1,1,1,1,1,1,1
"AJBGEP_05755",1,1,1,1,1,1,1,1,1
"AJBGEP_05760",1,1,1,1,1,1,1,1,1
"AJBGEP_05765",1,1,1,1,1,1,1,1,1
"AJBGEP_05770",1,1,1,1,1,1,1,1,1
"AJBGEP_05775",1,1,1,1,1,1,1,1,1
"AJBGEP_05780",1,1,1,1,1,1,1,1,1
"AJBGEP_07375",1,1,1,1,1,1,1,1,1
"AJBGEP_07380",1,1,1,1,1,1,1,1,1
"AJBGEP_07385",1,1,1,1,1,1,1,1,1
"AJBGEP_07395",1,1,1,1,1,1,1,1,1
"AJBGEP_07405",1,1,1,1,1,1,1,1,1
"AJBGEP_07410",1,1,1,1,1,1,1,1,1
"AJBGEP_07415",1,1,1,1,1,1,1,1,1
"AJBGEP_07420",1,1,1,1,1,1,1,1,1
"AJBGEP_07425",1,1,1,1,1,1,1,1,1
"AJBGEP_07430",1,1,1,1,1,1,1,1,1
"AJBGEP_07435",1,1,1,1,1,1,1,1,1
"AJBGEP_07440",1,1,1,1,1,1,1,1,1
"AJBGEP_07445",1,1,1,1,1,1,1,1,1
"AJBGEP_07450",1,1,1,1,1,1,1,1,1
"AJBGEP_07455",1,1,1,1,1,1,1,1,1
"AJBGEP_07460",1,1,1,1,1,1,1,1,1
"AJBGEP_07465",1,1,1,1,1,1,1,1,1
"AJBGEP_07470",1,1,1,1,1,1,1,1,1
"AJBGEP_07475",1,1,1,1,1,1,1,1,1
"AJBGEP_07480",1,1,1,1,1,1,1,1,1
"AJBGEP_07485",1,1,1,1,1,1,1,1,1
"AJBGEP_07490",1,1,1,1,1,1,1,1,1
"AJBGEP_07495",1,1,1,1,1,1,1,1,1
"AJBGEP_07500",1,1,1,1,1,1,1,1,1
"AJBGEP_07505",1,1,1,1,1,1,1,1,1
"AJBGEP_07515",1,1,1,1,1,1,1,1,1
"AJBGEP_07530",1,1,1,1,1,1,1,1,1
"AJBGEP_07535",1,1,1,1,1,1,1,1,1
"AJBGEP_07540",1,1,1,1,1,1,1,1,1
"AJBGEP_07545",1,1,1,1,1,1,1,1,1
"AJBGEP_07550",1,1,1,1,1,1,1,1,1
"AJBGEP_07555",1,1,1,1,1,1,1,1,1
"AJBGEP_07565",1,1,1,1,1,1,1,1,1
"AJBGEP_07575",1,1,1,1,1,1,1,1,1
"AJBGEP_07580",1,1,1,1,1,1,1,1,1
"AJBGEP_07585",1,1,1,1,1,1,1,1,1
"AJBGEP_07590",1,1,1,1,1,1,1,1,1
"AJBGEP_07595",1,1,1,1,1,1,1,1,1
"AJBGEP_07610",1,1,1,1,1,1,1,1,1
"AJBGEP_07615",1,1,1,1,1,1,1,1,1
"AJBGEP_07620",1,1,1,1,1,1,1,1,1
"AJBGEP_07625",1,1,1,1,1,1,1,1,1
"AJBGEP_07630",1,1,1,1,1,1,1,1,1
"AJBGEP_07635",1,1,1,1,1,1,1,1,1
"AJBGEP_07640",1,1,1,1,1,1,1,1,1
"AJBGEP_07645",1,1,1,1,1,1,1,1,1
"AJBGEP_07650",1,1,1,1,1,1,1,1,1
"AJBGEP_07655",1,1,1,1,1,1,1,1,1
"AJBGEP_07660",1,1,1,1,1,1,1,1,1
"AJBGEP_07665",1,1,1,1,1,1,1,1,1
"AJBGEP_07670",1,1,1,1,1,1,1,1,1
"AJBGEP_07675",1,1,1,1,1,1,1,1,1
"AJBGEP_07680",1,1,1,1,1,1,1,1,1
"AJBGEP_07685",1,1,1,1,1,1,1,1,1
"AJBGEP_07690",1,1,1,1,1,1,1,1,1
"AJBGEP_07695",1,1,1,1,1,1,1,1,1
"AJBGEP_07700",1,1,1,1,1,1,1,1,1
"AJBGEP_07705",1,1,1,1,1,1,1,1,1
"AJBGEP_07710",1,1,1,1,1,1,1,1,1
"AJBGEP_07715",1,1,1,1,1,1,1,1,1
"AJBGEP_07720",1,1,1,1,1,1,1,1,1
"AJBGEP_07725",1,1,1,1,1,1,1,1,1
"AJBGEP_07730",1,1,1,1,1,1,1,1,1
"AJBGEP_07745",1,1,1,1,1,1,1,1,1
"AJBGEP_07750",1,1,1,1,1,1,1,1,1
"AJBGEP_07755",1,1,1,1,1,1,1,1,1
"AJBGEP_07775",1,1,1,1,1,1,1,1,1
"AJBGEP_07780",1,1,1,1,1,1,1,1,1
"AJBGEP_07785",1,1,1,1,1,1,1,1,1
"AJBGEP_07790",1,1,1,1,1,1,1,1,1
"AJBGEP_07795",1,1,1,1,1,1,1,1,1
"AJBGEP_07800",1,1,1,1,1,1,1,1,1
"AJBGEP_07805",1,1,1,1,1,1,1,1,1
"AJBGEP_07810",1,1,1,1,1,1,1,1,1
"AJBGEP_07815",1,1,1,1,1,1,1,1,1
"AJBGEP_07820",1,1,1,1,1,1,1,1,1
"AJBGEP_07830",1,1,1,1,1,1,1,1,1
"AJBGEP_07835",1,1,1,1,1,1,1,1,1
"AJBGEP_07840",1,1,1,1,1,1,1,1,1
"AJBGEP_07845",1,1,1,1,1,1,1,1,1
"AJBGEP_07850",1,1,1,1,1,1,1,1,1
"AJBGEP_07855",1,1,1,1,1,1,1,1,1
"AJBGEP_07860",1,1,1,1,1,1,1,1,1
"AJBGEP_07865",1,1,1,1,1,1,1,1,1
"AJBGEP_07870",1,1,1,1,1,1,1,1,1
"AJBGEP_07875",1,1,1,1,1,1,1,1,1
"AJBGEP_07880",1,1,1,1,1,1,1,1,1
"AJBGEP_09960",1,1,1,1,1,1,1,1,1
"AJBGEP_09980",1,1,1,1,1,1,1,1,1
"AJBGEP_09985",1,1,1,1,1,1,1,1,1
"AJBGEP_09990",1,1,1,1,1,1,1,1,1
"AJBGEP_09995",1,1,1,1,1,1,1,1,1
"AJBGEP_10005",1,1,1,1,1,1,1,1,1
"AJBGEP_10010",1,1,1,1,1,1,1,1,1
"AJBGEP_10015",1,1,1,1,1,1,1,1,1
"AJBGEP_10020",1,1,1,1,1,1,1,1,1
"AJBGEP_10025",1,1,1,1,1,1,1,1,1
"AJBGEP_10035",1,1,1,1,1,1,1,1,1
"AJBGEP_10040",1,1,1,1,1,1,1,1,1
"AJBGEP_10045",1,1,1,1,1,1,1,1,1
"AJBGEP_10050",1,1,1,1,1,1,1,1,1
"AJBGEP_10055",1,1,1,1,1,1,1,1,1
"AJBGEP_10060",1,1,1,1,1,1,1,1,1
"AJBGEP_10065",1,1,1,1,1,1,1,1,1
"AJBGEP_10070",1,1,1,1,1,1,1,1,1
"AJBGEP_10075",1,1,1,1,1,1,1,1,1
"AJBGEP_10080",1,1,1,1,1,1,1,1,1
"AJBGEP_10085",1,1,1,1,1,1,1,1,1
"AJBGEP_10090",1,1,1,1,1,1,1,1,1
"AJBGEP_10100",1,1,1,1,1,1,1,1,1
"AJBGEP_10105",1,1,1,1,1,1,1,1,1
"AJBGEP_10110",1,1,1,1,1,1,1,1,1
"AJBGEP_10115",1,1,1,1,1,1,1,1,1
"AJBGEP_10120",1,1,1,1,1,1,1,1,1
"AJBGEP_10125",1,1,1,1,1,1,1,1,1
"AJBGEP_10130",1,1,1,1,1,1,1,1,1
"AJBGEP_10135",1,1,1,1,1,1,1,1,1
"AJBGEP_10140",1,1,1,1,1,1,1,1,1
"AJBGEP_10150",1,1,1,1,1,1,1,1,1
"AJBGEP_10155",1,1,1,1,1,1,1,1,1
"AJBGEP_10165",1,1,1,1,1,1,1,1,1
"AJBGEP_10170",1,1,1,1,1,1,1,1,1
"AJBGEP_10175",1,1,1,1,1,1,1,1,1
"AJBGEP_10180",1,1,1,1,1,1,1,1,1
"AJBGEP_10225",1,1,1,1,1,1,1,1,1
"AJBGEP_10230",1,1,1,1,1,1,1,1,1
"AJBGEP_10235",1,1,1,1,1,1,1,1,1
"AJBGEP_10245",1,1,1,1,1,1,1,1,1
"AJBGEP_10255",1,1,1,1,1,1,1,1,1
"AJBGEP_10260",1,1,1,1,1,1,1,1,1
"AJBGEP_10270",1,1,1,1,1,1,1,1,1
"AJBGEP_10275",1,1,1,1,1,1,1,1,1
"AJBGEP_10280",1,1,1,1,1,1,1,1,1
"AJBGEP_10295",1,1,1,1,1,1,1,1,1
"AJBGEP_10310",1,1,1,1,1,1,1,1,1
"AJBGEP_10315",1,1,1,1,1,1,1,1,1
"AJBGEP_10320",1,1,1,1,1,1,1,1,1
"AJBGEP_10330",1,1,1,1,1,1,1,1,1
"AJBGEP_10335",1,1,1,1,1,1,1,1,1
"AJBGEP_10340",1,1,1,1,1,1,1,1,1
"AJBGEP_10345",1,1,1,1,1,1,1,1,1
"AJBGEP_10350",1,1,1,1,1,1,1,1,1
"AJBGEP_10360",1,1,1,1,1,1,1,1,1
"AJBGEP_10365",1,1,1,1,1,1,1,1,1
"AJBGEP_10375",1,1,1,1,1,1,1,1,1
"AJBGEP_10380",1,1,1,1,1,1,1,1,1
"AJBGEP_10385",1,1,1,1,1,1,1,1,1
"AJBGEP_10390",1,1,1,1,1,1,1,1,1
"AJBGEP_10400",1,1,1,1,1,1,1,1,1
"AJBGEP_10405",1,1,1,1,1,1,1,1,1
"AJBGEP_10410",1,1,1,1,1,1,1,1,1
"AJBGEP_10415",1,1,1,1,1,1,1,1,1
"AJBGEP_10420",1,1,1,1,1,1,1,1,1
"AJBGEP_10430",1,1,1,1,1,1,1,1,1
"AJBGEP_10440",1,1,1,1,1,1,1,1,1
"AJBGEP_10445",1,1,1,1,1,1,1,1,1
"AJBGEP_10450",1,1,1,1,1,1,1,1,1
"AJBGEP_10455",1,1,1,1,1,1,1,1,1
"AJBGEP_10465",1,1,1,1,1,1,1,1,1
"AJBGEP_10490",1,1,1,1,1,1,1,1,1
"AJBGEP_12595",1,1,1,1,1,1,1,1,1
"AJBGEP_12600",1,1,1,1,1,1,1,1,1
"AJBGEP_12605",1,1,1,1,1,1,1,1,1
"AJBGEP_12610",1,1,1,1,1,1,1,1,1
"AJBGEP_12615",1,1,1,1,1,1,1,1,1
"AJBGEP_12620",1,1,1,1,1,1,1,1,1
"AJBGEP_12625",1,1,1,1,1,1,1,1,1
"AJBGEP_12630",1,1,1,1,1,1,1,1,1
"AJBGEP_12635",1,1,1,1,1,1,1,1,1
"AJBGEP_12645",1,1,1,1,1,1,1,1,1
"AJBGEP_12650",1,1,1,1,1,1,1,1,1
"AJBGEP_12655",1,1,1,1,1,1,1,1,1
"AJBGEP_12660",1,1,1,1,1,1,1,1,1
"AJBGEP_12665",1,1,1,1,1,1,1,1,1
"AJBGEP_12675",1,1,1,1,1,1,1,1,1
"AJBGEP_12680",1,1,1,1,1,1,1,1,1
"AJBGEP_12685",1,1,1,1,1,1,1,1,1
"AJBGEP_12690",1,1,1,1,1,1,1,1,1
"AJBGEP_12695",1,1,1,1,1,1,1,1,1
"AJBGEP_12700",1,1,1,1,1,1,1,1,1
"AJBGEP_12710",1,1,1,1,1,1,1,1,1
"AJBGEP_12715",1,1,1,1,1,1,1,1,1
"AJBGEP_12720",1,1,1,1,1,1,1,1,1
"AJBGEP_12735",1,1,1,1,1,1,1,1,1
"AJBGEP_12740",1,1,1,1,1,1,1,1,1
"AJBGEP_12745",1,1,1,1,1,1,1,1,1
"AJBGEP_12750",1,1,1,1,1,1,1,1,1
"AJBGEP_12755",1,1,1,1,1,1,1,1,1
"AJBGEP_12760",1,1,1,1,1,1,1,1,1
"AJBGEP_12765",1,1,1,1,1,1,1,1,1
"AJBGEP_12770",1,1,1,1,1,1,1,1,1
"AJBGEP_12775",1,1,1,1,1,1,1,1,1
"AJBGEP_12780",1,1,1,1,1,1,1,1,1
"AJBGEP_12785",1,1,1,1,1,1,1,1,1
"AJBGEP_12790",1,1,1,1,1,1,1,1,1
"AJBGEP_12795",1,1,1,1,1,1,1,1,1
"AJBGEP_12805",1,1,1,1,1,1,1,1,1
"AJBGEP_12810",1,1,1,1,1,1,1,1,1
"AJBGEP_12815",1,1,1,1,1,1,1,1,1
"AJBGEP_12820",1,1,1,1,1,1,1,1,1
"AJBGEP_12835",1,1,1,1,1,1,1,1,1
"AJBGEP_12840",1,1,1,1,1,1,1,1,1
"AJBGEP_12845",1,1,1,1,1,1,1,1,1
"AJBGEP_12850",1,1,1,1,1,1,1,1,1
"AJBGEP_12860",1,1,1,1,1,1,1,1,1
"AJBGEP_12865",1,1,1,1,1,1,1,1,1
"AJBGEP_12870",1,1,1,1,1,1,1,1,1
"AJBGEP_12875",1,1,1,1,1,1,1,1,1
"AJBGEP_12880",1,1,1,1,1,1,1,1,1
"AJBGEP_12885",1,1,1,1,1,1,1,1,1
"AJBGEP_12890",1,1,1,1,1,1,1,1,1
"AJBGEP_12895",1,1,1,1,1,1,1,1,1
"AJBGEP_12900",1,1,1,1,1,1,1,1,1
"AJBGEP_12905",1,1,1,1,1,1,1,1,1
"AJBGEP_12910",1,1,1,1,1,1,1,1,1
"AJBGEP_12915",1,1,1,1,1,1,1,1,1
"AJBGEP_12920",1,1,1,1,1,1,1,1,1
"AJBGEP_12935",1,1,1,1,1,1,1,1,1
"AJBGEP_12940",1,1,1,1,1,1,1,1,1
"AJBGEP_12945",1,1,1,1,1,1,1,1,1
"AJBGEP_12970",1,1,1,1,1,1,1,1,1
"AJBGEP_12975",1,1,1,1,1,1,1,1,1
"AJBGEP_12980",1,1,1,1,1,1,1,1,1
"AJBGEP_12985",1,1,1,1,1,1,1,1,1
"AJBGEP_12990",1,1,1,1,1,1,1,1,1
"AJBGEP_12995",1,1,1,1,1,1,1,1,1
"AJBGEP_13000",1,1,1,1,1,1,1,1,1
"AJBGEP_13005",1,1,1,1,1,1,1,1,1
"AJBGEP_13010",1,1,1,1,1,1,1,1,1
"AJBGEP_13020",1,1,1,1,1,1,1,1,1
"AJBGEP_13025",1,1,1,1,1,1,1,1,1
"AJBGEP_13030",1,1,1,1,1,1,1,1,1
"AJBGEP_13035",1,1,1,1,1,1,1,1,1
"AJBGEP_13040",1,1,1,1,1,1,1,1,1
"AJBGEP_13045",1,1,1,1,1,1,1,1,1
"AJBGEP_13050",1,1,1,1,1,1,1,1,1
"AJBGEP_13060",1,1,1,1,1,1,1,1,1
"AJBGEP_13065",1,1,1,1,1,1,1,1,1
"AJBGEP_13075",1,1,1,1,1,1,1,1,1
"AJBGEP_13080",1,1,1,1,1,1,1,1,1
"AJBGEP_13085",1,1,1,1,1,1,1,1,1
"AJBGEP_13090",1,1,1,1,1,1,1,1,1
"AJBGEP_13095",1,1,1,1,1,1,1,1,1
"AJBGEP_13100",1,1,1,1,1,1,1,1,1
"AJBGEP_13105",1,1,1,1,1,1,1,1,1
"AJBGEP_13110",1,1,1,1,1,1,1,1,1
"AJBGEP_13120",1,1,1,1,1,1,1,1,1
"AJBGEP_13125",1,1,1,1,1,1,1,1,1
"AJBGEP_14760",1,1,1,1,1,1,1,1,1
"AJBGEP_14765",1,1,1,1,1,1,1,1,1
"AJBGEP_14770",1,1,1,1,1,1,1,1,1
"AJBGEP_14775",1,1,1,1,1,1,1,1,1
"AJBGEP_14780",1,1,1,1,1,1,1,1,1
"AJBGEP_14785",1,1,1,1,1,1,1,1,1
"AJBGEP_14790",1,1,1,1,1,1,1,1,1
"AJBGEP_14795",1,1,1,1,1,1,1,1,1
"AJBGEP_14805",1,1,1,1,1,1,1,1,1
"AJBGEP_14810",1,1,1,1,1,1,1,1,1
"AJBGEP_14815",1,1,1,1,1,1,1,1,1
"AJBGEP_14820",1,1,1,1,1,1,1,1,1
"AJBGEP_14830",1,1,1,1,1,1,1,1,1
"AJBGEP_14835",1,1,1,1,1,1,1,1,1
"AJBGEP_14850",1,1,1,1,1,1,1,1,1
"AJBGEP_14855",1,1,1,1,1,1,1,1,1
"AJBGEP_14860",1,1,1,1,1,1,1,1,1
"AJBGEP_14865",1,1,1,1,1,1,1,1,1
"AJBGEP_14870",1,1,1,1,1,1,1,1,1
"AJBGEP_14875",1,1,1,1,1,1,1,1,1
"AJBGEP_14880",1,1,1,1,1,1,1,1,1
"AJBGEP_14885",1,1,1,1,1,1,1,1,1
"AJBGEP_14890",1,1,1,1,1,1,1,1,1
"AJBGEP_14900",1,1,1,1,1,1,1,1,1
