#Annotated with Bakta v1.8.2, https://github.com/oschwengers/bakta
#Database v5.1, https://doi.org/10.5281/zenodo.4247252
#Sequence Id	Start	Stop	Strand	Locus Tag	Mol Weight [kDa]	Iso El. Point	Pfam hits	Dbxrefs
contig_1	4691100	4691570	-	BEJGEH_22985	17.3	5.4		RefSeq:WP_001222753.1, SO:0001217, UniParc:UPI00016BEC8B, UniRef:UniRef100_A0A3R0R5D7, UniRef:UniRef50_A0A6C8G2M6, UniRef:UniRef90_A0A6C8G2M6
contig_1	4694083	4694190	+	BEJGEH_22995	4.2	9.7		
contig_1	4695526	4696641	+	BEJGEH_23005	42.1	5.1		RefSeq:WP_001748002.1, SO:0001217, UniParc:UPI00016BEC90, UniRef:UniRef100_A0A3R0TMI4, UniRef:UniRef50_R1GWD0, UniRef:UniRef90_A0A5C1C3U9
contig_1	4696638	4697165	+	BEJGEH_23010	19.9	9.6		RefSeq:WP_001043245.1, SO:0001217, UniParc:UPI00016BEC91, UniRef:UniRef100_A0A3R0S3T8, UniRef:UniRef50_A0A2H9U823, UniRef:UniRef90_A0A3R0S3T8
contig_1	4709498	4709605	-	BEJGEH_23060	4.1	9.7		SO:0001217, UniParc:UPI0005D84673, UniRef:UniRef100_A0A455RY24, UniRef:UniRef50_A0A376VJM4, UniRef:UniRef90_A0A379QRN7
contig_1	4784863	4784970	+	BEJGEH_23450	4.2	4.5		SO:0001217, UniParc:UPI00065C284A, UniRef:UniRef100_A0A2X5BPJ9, UniRef:UniRef50_A0A2X4TXI3, UniRef:UniRef90_A0A2X5BPJ9
contig_2	1	75	-	BEJGEH_23520	3.0	9.9		
contig_2	79	240	-	BEJGEH_23525	6.1	10.4		RefSeq:WP_001148152.1, SO:0001217, UniParc:UPI00016BF9B8, UniRef:UniRef100_B5EWD9, UniRef:UniRef50_B5EWD9, UniRef:UniRef90_B5EWD9
contig_2	529	636	+	BEJGEH_23530	3.9	10.6		
contig_2	663	890	-	BEJGEH_23535	8.5	9.9		RefSeq:WP_000794398.1, SO:0001217, UniParc:UPI00017C0DE6, UniRef:UniRef100_A0A5V8WJC4, UniRef:UniRef50_A0A638U0I8, UniRef:UniRef90_A0A638U0I8
contig_2	897	1148	-	BEJGEH_23540	9.5	7.7		RefSeq:WP_001282485.1, SO:0001217, UniParc:UPI00016BED01, UniRef:UniRef100_A0A5X9C2P3, UniRef:UniRef50_A0A639BWI8, UniRef:UniRef90_A0A5T3G5D2
contig_2	1364	1759	-	BEJGEH_23550	14.4	5.0		RefSeq:WP_001081415.1, SO:0001217, UniParc:UPI00016BED03, UniRef:UniRef100_B5EWE4, UniRef:UniRef50_B5EWE4, UniRef:UniRef90_B5EWE4
contig_2	3160	3468	-	BEJGEH_23570	12.1	5.6		RefSeq:WP_131701692.1, SO:0001217, UniParc:UPI00103990D8, UniRef:UniRef100_A0A607Q196, UniRef:UniRef50_A0A7H0EV98, UniRef:UniRef90_A0A7H0EV98
contig_2	4795	4998	-	BEJGEH_23590	7.4	5.2		RefSeq:WP_000027026.1, SO:0001217, UniParc:UPI00016BED0B, UniRef:UniRef100_A0A639BY46, UniRef:UniRef50_A0A0M3EX48, UniRef:UniRef90_A0A7H0EV40
contig_2	6629	6922	-	BEJGEH_23605	11.0	9.4		RefSeq:WP_000631610.1, SO:0001217, UniParc:UPI00016BEEA6, UniRef:UniRef100_A0A607Q2W9, UniRef:UniRef50_A0A607Q2W9, UniRef:UniRef90_A0A607Q2W9
contig_2	6919	7257	-	BEJGEH_23610	12.4	5.3		RefSeq:WP_000083087.1, SO:0001217, UniParc:UPI00016BEEA7, UniRef:UniRef100_A0A607Q0P2, UniRef:UniRef50_A0A377BCH4, UniRef:UniRef90_A0A377BCH4
contig_2	10015	10416	-	BEJGEH_23625	14.8	9.3		RefSeq:WP_000368397.1, SO:0001217, UniParc:UPI00017C0DEA, UniRef:UniRef100_A0A5X9BY85, UniRef:UniRef50_A0A377BCM8, UniRef:UniRef90_A0A377BCM8
contig_2	21828	22238	-	BEJGEH_23685	15.3	9.5		RefSeq:WP_000902259.1, SO:0001217, UniParc:UPI00016BFAB6, UniRef:UniRef100_A0A5V8X2Q6, UniRef:UniRef50_B2VAU2, UniRef:UniRef90_A0A191T930
contig_2	27694	27849	+	BEJGEH_23720	5.9	9.6		RefSeq:WP_001015891.1, SO:0001217, UniParc:UPI00016BF9C5, UniRef:UniRef100_B5EWH8, UniRef:UniRef50_B5EWH8, UniRef:UniRef90_B5EWH8
contig_2	27948	28274	+	BEJGEH_23725	12.4	4.5		SO:0001217, UniParc:UPI00016BF9C4, UniRef:UniRef100_A0A618RWN4, UniRef:UniRef50_B2VAR8, UniRef:UniRef90_A0A191T970
contig_2	29436	30134	+	BEJGEH_23735	25.9	10.1		RefSeq:WP_001063220.1, SO:0001217, UniParc:UPI00016BF9C2, UniRef:UniRef100_B5EWI1, UniRef:UniRef50_B5EWI1, UniRef:UniRef90_B5EWI1
contig_2	30196	30471	+	BEJGEH_23740	10.2	9.9		RefSeq:WP_000675433.1, SO:0001217, UniParc:UPI00016BF9C1, UniRef:UniRef100_A0A5X9C0W3, UniRef:UniRef50_A0A191T969, UniRef:UniRef90_A0A638TZZ3
contig_2	30494	30847	-	BEJGEH_23745	13.3	4.8		RefSeq:WP_000041076.1, SO:0001217, UniParc:UPI00016BF9C0, UniRef:UniRef100_A0A5V8WJB4, UniRef:UniRef50_B2VAR5, UniRef:UniRef90_A0A5V8WJB4
contig_2	32284	32712	-	BEJGEH_23760	15.8	9.2		RefSeq:WP_000376639.1, SO:0001217, UniParc:UPI00016BF9BD, UniRef:UniRef100_A0A5X9BYB3, UniRef:UniRef50_B2VAR2, UniRef:UniRef90_A0A191T967
