#Annotated with Bakta v1.8.2, https://github.com/oschwengers/bakta
#Database v5.1, https://doi.org/10.5281/zenodo.4247252
#Sequence Id	Start	Stop	Strand	Locus Tag	Mol Weight [kDa]	Iso El. Point	Pfam hits	Dbxrefs
contig_4	1010827	1011069	-	ONMMKP_05460	8.6	9.6		RefSeq:WP_000178851.1, SO:0001217, UniParc:UPI00016C14B5, UniRef:UniRef100_A0A3V2EBZ2, UniRef:UniRef50_A0A379WV70, UniRef:UniRef90_A0A379WV70
contig_4	1196003	1196116	-	ONMMKP_06365	4.3	9.8		SO:0001217, UniParc:UPI000169EBF3, UniRef:UniRef100_A0A6C8EXL2, UniRef:UniRef50_A0A0N1QS56, UniRef:UniRef90_A0A0N1QS56
contig_4	1259677	1260246	-	ONMMKP_06675	21.6	10.2		RefSeq:WP_001107525.1, SO:0001217, UniParc:UPI00016C137B, UniRef:UniRef100_A0A5T4AIV0, UniRef:UniRef50_A0A378GLI5, UniRef:UniRef90_A0A5T4AIV0
contig_4	1267262	1269484	-	ONMMKP_06725	79.4	5.3		RefSeq:WP_000101572.1, SO:0001217, UniParc:UPI00016C1372, UniRef:UniRef100_A0A626M395, UniRef:UniRef50_A0A6Y3GF95, UniRef:UniRef90_A0A6Y3GF95
contig_4	1269468	1269836	-	ONMMKP_06730	14.0	6.6		RefSeq:WP_000902679.1, SO:0001217, UniParc:UPI00016C1371, UniRef:UniRef100_A0A626M3B9, UniRef:UniRef50_A0A3S4J7G9, UniRef:UniRef90_A0A5V6M8Q8
contig_4	1273692	1274015	-	ONMMKP_06755	12.0	4.2		RefSeq:WP_001201093.1, SO:0001217, UniParc:UPI00016C1251, UniRef:UniRef100_A0A626M498, UniRef:UniRef50_A0A447UU79, UniRef:UniRef90_A0A626M498
contig_4	1280637	1281029	-	ONMMKP_06785	15.2	6.2		SO:0001217, UniParc:UPI00016C124B, UniRef:UniRef100_A0A5V0IFZ0, UniRef:UniRef50_A0A379VVH6, UniRef:UniRef90_A0A379VVH6
contig_4	1282794	1283486	-	ONMMKP_06805	26.1	8.5		RefSeq:WP_000849683.1, SO:0001217, UniParc:UPI00016C1247, UniRef:UniRef100_A0A5T4AIR9, UniRef:UniRef50_A0A5T4AIR9, UniRef:UniRef90_A0A5T4AIR9
contig_4	1283538	1283786	-	ONMMKP_06810	9.4	4.7		RefSeq:WP_000490547.1, SO:0001217, UniParc:UPI00016C1246, UniRef:UniRef100_A0A626M446, UniRef:UniRef50_A0A626M446, UniRef:UniRef90_A0A626M446
contig_4	1283776	1283979	-	ONMMKP_06815	7.7	9.6		SO:0001217, UniParc:UPI00016C1245, UniRef:UniRef100_A0A5T4AIQ4, UniRef:UniRef50_A0A3U4W920, UniRef:UniRef90_A0A5T4AIQ4
contig_4	1283976	1284554	-	ONMMKP_06820	21.7	5.4		RefSeq:WP_000643709.1, SO:0001217, UniParc:UPI00016C1244, UniRef:UniRef100_A0A5T4AK47, UniRef:UniRef50_A0A5T4AK47, UniRef:UniRef90_A0A5T4AK47
contig_4	1285068	1285379	-	ONMMKP_06830	12.3	5.1		RefSeq:WP_000768095.1, SO:0001217, UniParc:UPI00016C1242, UniRef:UniRef100_A0A626M4Y2, UniRef:UniRef50_A0A606EWB9, UniRef:UniRef90_A0A606EWB9
contig_4	1285369	1285632	-	ONMMKP_06835	10.2	9.4		SO:0001217, UniParc:UPI00016C1241, UniRef:UniRef100_A0A626M2J2, UniRef:UniRef50_A0A626M2J2, UniRef:UniRef90_A0A626M2J2
contig_4	1285644	1286147	-	ONMMKP_06840	19.0	5.2		RefSeq:WP_001064751.1, SO:0001217, UniParc:UPI00016C1240, UniRef:UniRef100_A0A626M2J0, UniRef:UniRef50_A0A608CS98, UniRef:UniRef90_A0A608CS98
contig_4	1286399	1286518	-	ONMMKP_06845	4.5	6.0		SO:0001217, UniParc:UPI00018117BA, UniRef:UniRef100_A0A6C8EV46, UniRef:UniRef50_A0A6C8EV46, UniRef:UniRef90_A0A6C8EV46
contig_4	1287343	1287519	-	ONMMKP_06860	7.0	9.7		
contig_4	1330044	1330169	-	ONMMKP_07095	4.6	9.0		SO:0001217, UniParc:UPI0001603F11, UniRef:UniRef100_A0A659JTK8, UniRef:UniRef50_A0A659JTK8, UniRef:UniRef90_A0A659JTK8
contig_4	1515428	1515766	-	ONMMKP_07995	12.9	5.8		SO:0001217, UniRef:UniRef50_A0A379D7A1, UniRef:UniRef90_A0A3S4IUK9
contig_4	1564617	1564721	-	ONMMKP_08240	3.8	8.5		SO:0001217, UniParc:UPI000169F61A, UniRef:UniRef100_A0A1X8WAK3, UniRef:UniRef50_A0A379SBK8, UniRef:UniRef90_A0A379SBK8
contig_4	1689330	1689464	+	ONMMKP_08835	4.7	9.8		
contig_4	1764375	1764872	-	ONMMKP_09190	18.7	5.9		
contig_4	1809162	1810571	-	ONMMKP_09385	54.1	5.8		RefSeq:WP_223201871.1, SO:0001217, UniParc:UPI000DFFD252, UniRef:UniRef100_UPI000DFFD252, UniRef:UniRef50_A0A1H1KLN4, UniRef:UniRef90_A0A3V9NQD0
contig_4	1812852	1813040	+	ONMMKP_09400	6.9	6.4		RefSeq:WP_001537056.1, SO:0001217, UniParc:UPI0001811739, UniRef:UniRef100_A0A3V7PE99, UniRef:UniRef50_A0A403QLZ3, UniRef:UniRef90_A0A8X8LSF0
contig_4	1814844	1815296	+	ONMMKP_09420	16.8	8.9		RefSeq:WP_000734134.1, SO:0001217, UniParc:UPI00016C1AF9, UniRef:UniRef100_A0A3R0MEA0, UniRef:UniRef50_A0A2H9G3P0, UniRef:UniRef90_A0A2H9G3P0
contig_4	1818260	1818643	+	ONMMKP_09445	15.0	4.6		RefSeq:WP_000522007.1, SO:0001217, UniParc:UPI00016C1AFD, UniRef:UniRef100_A0A7H9NIU9, UniRef:UniRef50_A0A7H9NIU9, UniRef:UniRef90_A0A7H9NIU9
contig_5	307027	307134	-	ONMMKP_10980	4.2	5.4		SO:0001217, UniParc:UPI0003E45E31, UniRef:UniRef100_A0A8D4XY29, UniRef:UniRef50_A0A2X4TXI3, UniRef:UniRef90_A0A2X5BPJ9
contig_5	389533	389640	+	ONMMKP_11385	4.1	9.7		SO:0001217, UniParc:UPI0005D84673, UniRef:UniRef100_A0A455RY24, UniRef:UniRef50_A0A376VJM4, UniRef:UniRef90_A0A379QRN7
contig_5	399599	399994	+	ONMMKP_11445	15.3	4.9		SO:0001217, UniParc:UPI0002B9E06D, UniRef:UniRef100_A0A5U7IBA0, UniRef:UniRef50_A0A744EIY5, UniRef:UniRef90_A0A744EIY5
contig_5	403249	403794	-	ONMMKP_11470	20.3	6.7		RefSeq:WP_000718702.1, SO:0001217, UniParc:UPI00016C10FF, UniRef:UniRef100_A0A5W3DXV7, UniRef:UniRef50_A0A0Q3AS34, UniRef:UniRef90_A0A3V0GS95
contig_5	484733	485047	+	ONMMKP_11870	12.1	8.7		SO:0001217, UniParc:UPI00016A2162, UniRef:UniRef100_A0A3T3EQM6, UniRef:UniRef50_A0A3U8EHJ2, UniRef:UniRef90_A0A3U8EHJ2
contig_5	526586	526693	-	ONMMKP_12095	4.3	9.4		SO:0001217, UniRef:UniRef50_A0A3S4G474, UniRef:UniRef90_A0A3S4G474
contig_5	810960	811082	-	ONMMKP_13365	4.6	8.8		SO:0001217, UniParc:UPI00016A007E, UniRef:UniRef100_A0A379WH53, UniRef:UniRef50_A0A3S4GRD1, UniRef:UniRef90_A0A3S4GRD1
contig_5	1073903	1074328	+	ONMMKP_14680	16.9	4.9		RefSeq:WP_001747551.1, SO:0001217, UniParc:UPI000023292F, UniRef:UniRef100_A0A5Y4VGY7, UniRef:UniRef50_F0JMH6, UniRef:UniRef90_F0JMH6
contig_5	1093051	1093278	-	ONMMKP_14785	8.0	5.3		RefSeq:WP_000248278.1, SO:0001217, UniParc:UPI00000BFEB5, UniRef:UniRef100_A0A0K2YSX9, UniRef:UniRef50_A0A0K2YSX9, UniRef:UniRef90_A0A0K2YSX9
contig_5	1102264	1102743	-	ONMMKP_14855	18.1	8.3		SO:0001217, UniParc:UPI00000B6DF3, UniRef:UniRef100_Q75QR0, UniRef:UniRef90_A0A0A8TS17
contig_5	1701650	1701751	+	ONMMKP_17710	3.7	6.5		SO:0001217, UniParc:UPI000169FC40, UniRef:UniRef100_A0A6C8GI00, UniRef:UniRef50_G5R666, UniRef:UniRef90_G5R666
contig_5	1901076	1901537	+	ONMMKP_18675	16.7	4.8		RefSeq:WP_000246266.1, SO:0001217, UniParc:UPI00016C22BB, UniRef:UniRef100_A0A3U3TQH4, UniRef:UniRef50_A0A447JCH1, UniRef:UniRef90_A0A447JCH1
contig_5	1973561	1973752	+	ONMMKP_19050	6.7	4.1		SO:0001217, UniParc:UPI0006D4B733, UniRef:UniRef100_A0A2T8MKK9, UniRef:UniRef50_A0A3S4JYK6, UniRef:UniRef90_A0A418ZC25
contig_5	2089391	2089537	+	ONMMKP_19610	5.7	9.1		SO:0001217, UniParc:UPI00016C1AE5, UniRef:UniRef100_A0A7D8IUD3, UniRef:UniRef50_A0A0N1QX22, UniRef:UniRef90_A0A0N1QX22
contig_5	2306782	2307024	-	ONMMKP_20745	9.1	4.9		RefSeq:WP_012512852.1, SO:0001217, UniParc:UPI00017A8C55, UniRef:UniRef100_A0A5I9M0D6, UniRef:UniRef50_A0A5I9M0D6, UniRef:UniRef90_A0A5I9M0D6
contig_5	2334971	2335090	-	ONMMKP_20940	4.7	8.5		SO:0001217, UniParc:UPI0002304BB3, UniRef:UniRef100_G5Q6H0, UniRef:UniRef50_E5G6P6, UniRef:UniRef90_E5G6P6
contig_5	2335123	2336295	+	ONMMKP_20945	42.1	5.0	PF04984.18|Phage_sheath_1, PF17482.6|Phage_sheath_1C	PFAM:PF04984.18, PFAM:PF17482.6, RefSeq:WP_000046109.1, SO:0001217, UniParc:UPI00000CD2AD, UniRef:UniRef100_A0A602Y2Q0, UniRef:UniRef50_R4YHW4, UniRef:UniRef90_R4YHW4
contig_5	2462084	2462263	-	ONMMKP_21525	6.5	10.6		SO:0001217, UniParc:UPI000408BED3, UniRef:UniRef100_A0A3T3EW42, UniRef:UniRef50_A0A379WNS0, UniRef:UniRef90_A0A379WNS0
contig_5	2570246	2570944	+	ONMMKP_21965	26.0	4.8		RefSeq:WP_001172085.1, SO:0001217, UniParc:UPI00016C1344, UniRef:UniRef100_A0A5X0DKG2, UniRef:UniRef50_A0A5X0DKG2, UniRef:UniRef90_A0A5X0DKG2
contig_5	2626001	2626096	-	ONMMKP_22265	3.7	6.0		SO:0001217, UniParc:UPI00024F1C1E, UniRef:UniRef100_A0A455S3T8, UniRef:UniRef50_A0A3S4H9S7, UniRef:UniRef90_A0A3S4H9S7
contig_5	2770671	2770802	-	ONMMKP_22940	4.9	9.7		SO:0001217, UniParc:UPI000169F98B, UniRef:UniRef100_A0A455RSC9, UniRef:UniRef50_A0A609LXB0, UniRef:UniRef90_A0A455RSC9
contig_5	2822269	2822382	+	ONMMKP_23205	4.2	4.1		SO:0001217, UniParc:UPI0005E6C374, UniRef:UniRef100_A0A2X5B4D3, UniRef:UniRef50_A0A2X5B4D3, UniRef:UniRef90_A0A2X5B4D3
contig_5	2851912	2852316	-	ONMMKP_23355	14.9	11.9		SO:0001217, UniRef:UniRef50_A0A379WRW6, UniRef:UniRef90_A0A447N7N2
contig_5	2893887	2894042	+	ONMMKP_23560	6.0	5.0		RefSeq:WP_001536589.1, SO:0001217, UniParc:UPI00016C229D, UniRef:UniRef100_A0A759R3N2, UniRef:UniRef50_A0A759R3N2, UniRef:UniRef90_A0A759R3N2
contig_5	3003033	3003122	+	ONMMKP_24070	3.5	9.5		
