# Annotated with Bakta
# Software: v1.8.2
# Database: v5.1, full
# DOI: 10.1099/mgen.0.000685
# URL: github.com/oschwengers/bakta
#Sequence Id	Type	Start	Stop	Strand	Locus Tag	Gene	Product	DbXrefs
contig_1	cds	11594	13510	+	HFCAGB_00060	dnaK	molecular chaperone DnaK	COG:COG0443, COG:O, GO:0005524, GO:0006457, GO:0016887, GO:0051082, GO:0140662, RefSeq:WP_000516125.1, SO:0001217, UniParc:UPI0000162244, UniRef:UniRef100_B5FHA6, UniRef:UniRef50_Q5ZTY3, UniRef:UniRef90_A8ALU3
contig_1	ncRNA	13521	13595	+	HFCAGB_00065	tpke11	tpke11	RFAM:RF02031, SO:0000655
contig_1	cds	13596	14735	+	HFCAGB_00070	dnaJ	molecular chaperone DnaJ	COG:COG0484, COG:O, EC:1.8.4.-, GO:0005515, GO:0005524, GO:0005737, GO:0006260, GO:0006457, GO:0008270, GO:0009408, GO:0031072, GO:0051082, RefSeq:WP_001119009.1, SO:0001217, UniParc:UPI000005996E, UniRef:UniRef100_B5F6Y9, UniRef:UniRef50_Q0K758, UniRef:UniRef90_Q7UDU1
contig_1	cds	14682	14822	-	HFCAGB_00075		hypothetical protein	RefSeq:WP_186791146.1, SO:0001217, UniParc:UPI0003E4F726, UniRef:UniRef100_A0A2X5CBS9, UniRef:UniRef50_A0A2X5CBS9, UniRef:UniRef90_A0A2X5CBS9
contig_1	cds	15016	15963	+	HFCAGB_00080	lysR	DNA-binding transcriptional regulator, LysR family	COG:COG0583, COG:K, RefSeq:WP_000534911.1, SO:0001217, UniParc:UPI000169E89B, UniRef:UniRef100_G5LIG3, UniRef:UniRef50_A0A7H4N821, UniRef:UniRef90_A0A6C8WAW6
contig_1	cds	16090	16434	+	HFCAGB_00085		Bacteriophage protein	RefSeq:WP_000026889.1, SO:0001217, UniParc:UPI00000CCE06, UniRef:UniRef100_A0A5J0RTH7, UniRef:UniRef50_V5U4V2, UniRef:UniRef90_A0A2T8TH88
contig_1	cds	16495	17028	-	HFCAGB_00090	zliS	Lysozyme family protein	COG:COG3926, COG:R, RefSeq:WP_001068132.1, SO:0001217, UniParc:UPI00000CCE07, UniRef:UniRef100_A0A5I8UP66, UniRef:UniRef50_A0A2A7T3Q4, UniRef:UniRef90_A0A3V8HY04
contig_1	cds	17045	17488	-	HFCAGB_00095	cadC1	DNA-binding winged helix-turn-helix (wHTH) domain	COG:COG3710, COG:K, RefSeq:WP_000860681.1, SO:0001217, UniParc:UPI0000059972, UniRef:UniRef100_A0A1S0ZFE9, UniRef:UniRef50_A0A1D8JNT5, UniRef:UniRef90_A0A2I5HLJ8
contig_1	cds	17869	19968	+	HFCAGB_00100		Chitodextrinase	COG:COG3979, COG:G, RefSeq:WP_000235796.1, SO:0001217, UniParc:UPI00016A1310, UniRef:UniRef100_A0A3Z0Y1E6, UniRef:UniRef50_A0A2I5HL07, UniRef:UniRef90_A0A2I5HL07
contig_1	cds	20060	23056	+	HFCAGB_00105		Chitinase	RefSeq:WP_000155795.1, SO:0001217, UniParc:UPI00016A1311, UniRef:UniRef100_A0A3Z2MXQ8, UniRef:UniRef50_A0A379QNJ4, UniRef:UniRef90_A0A379NNA8
contig_1	cds	23337	24041	+	HFCAGB_00110		Putative cytoplasmic protein	RefSeq:WP_000738617.1, SO:0001217, UniParc:UPI00000CCE0B, UniRef:UniRef100_A0A3U7XT64, UniRef:UniRef50_E3G2G5, UniRef:UniRef90_A0A379QB87
contig_1	cds	24471	25013	+	HFCAGB_00115	bcfA	fimbrial protein BcfA	COG:COG3539, COG:N, RefSeq:WP_000743357.1, SO:0001217, UniParc:UPI00000D010D, UniRef:UniRef100_A0A8E6Y0Y7, UniRef:UniRef50_A0A0K0H6W9, UniRef:UniRef90_A0A0K0H6W9
contig_1	cds	25114	25800	+	HFCAGB_00120	bcfB	fimbrial biogenesis chaperone BcfB	BlastRules:WP_000742551, COG:COG3121, COG:W, RefSeq:WP_000742558.1, SO:0001217, UniParc:UPI00016A1313, UniRef:UniRef100_A0A6C6ZW37, UniRef:UniRef50_A0A085GCH0, UniRef:UniRef90_A0A2I5HKQ0
contig_1	cds	25805	28426	+	HFCAGB_00125	bcfC	fimbrial usher BcfC	BlastRules:WP_001245864, COG:COG3188, COG:NW, GO:0005515, GO:0009297, GO:0015473, GO:0016020, RefSeq:WP_001245857.1, SO:0001217, UniParc:UPI00016A1314, UniRef:UniRef100_A0A3T4H7B1, UniRef:UniRef50_A0A401AVP4, UniRef:UniRef90_A0A3E1XKU4
contig_1	cds	28427	29434	+	HFCAGB_00130	bcfD	fimbrial protein BcfD	COG:COG3539, COG:N, KEGG:K07356, RefSeq:WP_000701234.1, SO:0001217, UniParc:UPI00016A1549, UniRef:UniRef100_A0A3Y2QQZ0, UniRef:UniRef50_A0A0H2VKK2, UniRef:UniRef90_A0A0H2VKK2
contig_1	cds	29435	29980	+	HFCAGB_00135	bcfE	fimbrial protein BcfE	COG:COG3539, COG:N, RefSeq:WP_001082038.1, SO:0001217, UniParc:UPI00004F7811, UniRef:UniRef100_A0A1S0ZDZ5, UniRef:UniRef50_A0A0K0H706, UniRef:UniRef90_A0A0K0H706
contig_1	cds	29996	30514	+	HFCAGB_00140	bcfF	fimbrial protein BcfF	RefSeq:WP_001243232.1, SO:0001217, UniParc:UPI00000D01F0, UniRef:UniRef100_A0A3U7XT69, UniRef:UniRef50_A0A379V193, UniRef:UniRef90_A0A379V193
contig_1	cds	30480	31211	+	HFCAGB_00145	bcfG	fimbrial chaperone BcfG	BlastRules:WP_001135039, COG:COG3121, COG:W, RefSeq:WP_001135047.1, SO:0001217, UniParc:UPI0004A83A6B, UniRef:UniRef100_A0A3Z2MXY5, UniRef:UniRef50_A0A0K0H708, UniRef:UniRef90_A0A0T9XIA4
contig_1	cds	31275	32120	+	HFCAGB_00150	dsbC	Protein thiol-disulfide isomerase DsbC	COG:COG1651, COG:O, RefSeq:WP_000291392.1, SO:0001217, UniParc:UPI00000CCE0F, UniRef:UniRef100_A0A8E6XEZ8, UniRef:UniRef50_A0A0L0AH89, UniRef:UniRef90_A0A3F3IC95
contig_1	cds	32159	32446	+	HFCAGB_00155		Thioredoxin domain-containing protein	RefSeq:WP_000839833.1, SO:0001217, UniParc:UPI000048E9A0, UniRef:UniRef100_Q9RH97, UniRef:UniRef50_Q9RH97, UniRef:UniRef90_Q9RH97
contig_1	cds	32546	32995	-	HFCAGB_00160	cadC1	DNA-binding winged helix-turn-helix (wHTH) domain	COG:COG3710, COG:K, RefSeq:WP_001250363.1, SO:0001217, UniParc:UPI000005997F, UniRef:UniRef100_A0A5W9F8F0, UniRef:UniRef50_A0A248KCR1, UniRef:UniRef90_A0A344R622
contig_1	cds	33365	34369	+	HFCAGB_00165	lysR	DNA-binding transcriptional regulator, LysR family	COG:COG0583, COG:K, RefSeq:WP_001247392.1, SO:0001217, UniParc:UPI00016A0A2B, UniRef:UniRef100_A0A3R0E595, UniRef:UniRef50_A0A3S4G661, UniRef:UniRef90_A0A379QTF4
contig_1	cds	34377	34817	-	HFCAGB_00170	cadC1	DNA-binding winged helix-turn-helix (wHTH) domain	COG:COG3710, COG:K, RefSeq:WP_000158346.1, SO:0001217, UniParc:UPI00016A0A2C, UniRef:UniRef100_A0A5W9F8S2, UniRef:UniRef50_A0A344R620, UniRef:UniRef90_A0A344R620
contig_1	cds	35340	37058	+	HFCAGB_00175		Arylsulfatase	RefSeq:WP_001036511.1, SO:0001217, UniParc:UPI00016A0A2E, UniRef:UniRef100_A0A3U7XT51, UniRef:UniRef50_A9MR51, UniRef:UniRef90_A0A2T8TH94
contig_1	cds	37104	38666	-	HFCAGB_00180	ushA	2',3'-cyclic-nucleotide 2'-phosphodiesterase/5'- or 3'-nucleotidase, 5'-nucleotidase family	COG:COG0737, COG:FV, SO:0001217, UniRef:UniRef50_A0A379T0Z5, UniRef:UniRef90_A0A379T0Z5
contig_1	cds	38774	39535	-	HFCAGB_00185		Outer membrane/exported protein	RefSeq:WP_000791534.1, SO:0001217, UniParc:UPI00000CCE14, UniRef:UniRef100_E8XG56, UniRef:UniRef50_A9MR55, UniRef:UniRef90_A9MR55
contig_1	cds	40129	41622	+	HFCAGB_00190	aslA	Arylsulfatase A or related enzyme, AlkP superfamily	COG:COG3119, COG:P, RefSeq:WP_000831881.1, SO:0001217, UniParc:UPI00016A0A30, UniRef:UniRef100_A0A3Y2QR56, UniRef:UniRef50_A0A237NMI4, UniRef:UniRef90_A0A379V024
contig_1	cds	41721	42911	+	HFCAGB_00195	aslB	anaerobic sulfatase maturase	COG:COG0641, COG:O, GO:0016491, GO:0018209, GO:0046500, GO:0051539, KEGG:K06871, RefSeq:WP_000971148.1, SO:0001217, UniParc:UPI00000CCE16, UniRef:UniRef100_A0A8E7CS59, UniRef:UniRef50_A0A331WMH7, UniRef:UniRef90_A9MR53
contig_1	cds	42936	44183	+	HFCAGB_00200	insA	Transposase InsA	COG:COG3677, COG:X, RefSeq:WP_001674862.1, SO:0001217, UniParc:UPI00016A0A31, UniRef:UniRef100_A0A8E6Y277, UniRef:UniRef50_A0A133L9G7, UniRef:UniRef90_V1H9H3
contig_1	cds	44310	46025	+	HFCAGB_00205		Arylsulfotransferase N-terminal domain-containing protein	RefSeq:WP_001094889.1, SO:0001217, UniParc:UPI00016A0A32, UniRef:UniRef100_A0A656ICX2, UniRef:UniRef50_A9MR51, UniRef:UniRef90_A9MR51
contig_1	cds	46188	47354	+	HFCAGB_00210	nhaA	Na+/H+ antiporter NhaA	COG:COG3004, COG:CP, GO:0005886, GO:0006814, GO:0006885, GO:0015081, GO:0015297, GO:0015385, GO:1902600, RefSeq:WP_000681340.1, SO:0001217, UniParc:UPI00000CCE19, UniRef:UniRef100_Q57TM1, UniRef:UniRef50_P13738, UniRef:UniRef90_Q8XA63
contig_1	cds	47422	48315	+	HFCAGB_00215	nhaR	transcriptional activator NhaR	COG:COG0583, COG:K, GO:0003677, GO:0003700, GO:0005737, GO:0006355, SO:0001217, UniParc:UPI0001603D0A, UniRef:UniRef100_A0A3Y4H234, UniRef:UniRef50_P0A9G2, UniRef:UniRef90_P0A9G2
contig_1	cds	48370	50409	-	HFCAGB_00220	yicI	Alpha-glucosidase/xylosidase, GH31 family	COG:COG1501, COG:G, RefSeq:WP_001116453.1, SO:0001217, UniParc:UPI00016A0C3F, UniRef:UniRef100_M7RH29, UniRef:UniRef50_Q01336, UniRef:UniRef90_A0A0J1MYT1
contig_1	cds	50449	50859	-	HFCAGB_00225		MFS transporter	SO:0001217, UniRef:UniRef50_UPI00195529E0, UniRef:UniRef90_UPI001649B81C
contig_1	cds	50905	51822	-	HFCAGB_00230	melB	Na+/melibiose symporter or related transporter	COG:COG2211, COG:G, SO:0001217, UniParc:UPI0002AE98E1, UniRef:UniRef100_A0A379WF12, UniRef:UniRef50_A0A447P0R6, UniRef:UniRef90_A0A379WF12
contig_1	cds	52317	52526	+	HFCAGB_00235		hypothetical protein	SO:0001217, UniParc:UPI0003E4EAFA, UniRef:UniRef100_A0A8D4Z1X2, UniRef:UniRef50_A0A3S5DPZ4, UniRef:UniRef90_E3GA15
contig_1	cds	52870	53808	+	HFCAGB_00240	ribF	bifunctional riboflavin kinase/FAD synthetase	EC:2.7.1.26, EC:2.7.7.2, GO:0003919, GO:0005524, GO:0006747, GO:0008531, GO:0009231, GO:0009398, GO:0016310, RefSeq:WP_000767318.1, SO:0001217, UniParc:UPI000048E9A9, UniRef:UniRef100_A0A5H5GRA3, UniRef:UniRef50_P0AG42, UniRef:UniRef90_P0AG42
contig_1	cds	53853	56687	+	HFCAGB_00245	ileS	isoleucine--tRNA ligase	COG:COG0060, COG:J, EC:6.1.1.5, GO:0000049, GO:0002161, GO:0004822, GO:0005524, GO:0005737, GO:0005829, GO:0006428, GO:0008270, RefSeq:WP_001674865.1, SO:0001217, UniParc:UPI0000627646, UniRef:UniRef100_Q57TL5, UniRef:UniRef50_Q8XA49, UniRef:UniRef90_Q57TL5
contig_1	cds	56687	57187	+	HFCAGB_00250	lspA	signal peptidase II	COG:COG0597, COG:MU, EC:3.4.23.36, GO:0004190, GO:0005886, GO:0006508, GO:0009306, RefSeq:WP_000042736.1, SO:0001217, UniParc:UPI000169F1CF, UniRef:UniRef100_B5F725, UniRef:UniRef50_P13514, UniRef:UniRef90_Q8Z9N1
contig_1	cds	57342	57791	+	HFCAGB_00255	fkpB	FKBP-type peptidyl-prolyl cis-trans isomerase	COG:COG1047, COG:O, EC:5.2.1.8, GO:0003755, RefSeq:WP_000047274.1, SO:0001217, UniParc:UPI00016A0DDB, UniRef:UniRef100_A0A3Z0Y1B5, UniRef:UniRef50_P0AEM2, UniRef:UniRef90_A0A089PSI7
contig_1	cds	57794	58744	+	HFCAGB_00260	ispH	4-hydroxy-3-methylbut-2-enyl diphosphate reductase	COG:COG0761, COG:I, EC:1.17.7.4, GO:0016114, GO:0019288, GO:0046872, GO:0050992, GO:0051539, GO:0051745, RefSeq:WP_001166428.1, SO:0001217, UniParc:UPI00004F781D, UniRef:UniRef100_B5F728, UniRef:UniRef50_P58678, UniRef:UniRef90_P58678
contig_1	ncRNA	58790	58921	+	HFCAGB_00265	STnc30	Salmonella enterica conserved region STnc30	RFAM:RF02048, SO:0000655
contig_1	cds	59187	60146	+	HFCAGB_00270		Nitrite reductase	SO:0001217, UniRef:UniRef50_L4JHW8, UniRef:UniRef90_A0A6C6YX93
contig_1	cds	60162	61082	+	HFCAGB_00275	rihC	ribonucleoside hydrolase RihC	COG:COG1957, COG:F, EC:3.2.-.-, EC:3.2.2.-, GO:0005829, GO:0006144, GO:0006152, GO:0006206, GO:0008477, GO:0016799, RefSeq:WP_000127283.1, SO:0001217, UniParc:UPI00000CCE1F, UniRef:UniRef100_B5FHE5, UniRef:UniRef50_Q8Z9M9, UniRef:UniRef90_Q8Z9M9
contig_1	cds	61104	61790	-	HFCAGB_00280	dpiA	DNA-binding response regulator DpiB of citrate/malate metabolism	COG:COG4565, COG:KT, RefSeq:WP_000377406.1, SO:0001217, UniParc:UPI00000CCE20, UniRef:UniRef100_A0A5W7MU85, UniRef:UniRef50_P52688, UniRef:UniRef90_A0A2T8THC8
contig_1	cds	61792	63450	-	HFCAGB_00285	citA	Sensor histidine kinase DipB regulating citrate/malate metabolism	COG:COG3290, COG:T, SO:0001217, UniParc:UPI00017F773B, UniRef:UniRef100_A0A6C6ZX32, UniRef:UniRef50_P52687, UniRef:UniRef90_A0A0T9Y0C6
contig_1	cds	63546	64847	-	HFCAGB_00290	oadB	Oxaloacetate decarboxylase beta chain	COG:C, COG:COG1883, EC:7.2.4.2, GO:0005886, GO:0006814, GO:0015451, GO:0016829, RefSeq:WP_000444831.1, SO:0001217, UniParc:UPI00016A0DDD, UniRef:UniRef100_A0A5Y5E1M6, UniRef:UniRef50_P13156, UniRef:UniRef90_P13156
contig_1	cds	64860	66632	-	HFCAGB_00295	oadA	sodium-extruding oxaloacetate decarboxylase subunit alpha	COG:C, COG:COG5016, EC:7.2.4.2, GO:0006814, GO:0008948, GO:0015081, RefSeq:WP_000150437.1, SO:0001217, UniParc:UPI00016A0C2C, UniRef:UniRef100_A0A8X6ERC9, UniRef:UniRef50_Q8XGX8, UniRef:UniRef90_A0A8B4U228
contig_1	cds	66648	66887	-	HFCAGB_00300	oadG1	Oxaloacetate decarboxylase gamma chain 1	EC:7.2.4.2, GO:0005886, GO:0008948, GO:0015081, GO:0015451, GO:0036376, RefSeq:WP_001001155.1, SO:0001217, UniParc:UPI000048E9B2, UniRef:UniRef100_Q5PKI8, UniRef:UniRef50_Q03032, UniRef:UniRef90_Q8Z9M5
contig_1	cds	67046	68386	-	HFCAGB_00305	citS	citrate/sodium symporter CitS	BlastRules:WP_000183602, BlastRules:WP_004151375, COG:C, COG:COG3493, GO:0005886, GO:0006101, GO:0008514, GO:0015293, RefSeq:WP_000183596.1, SO:0001217, UniParc:UPI0000127A47, UniRef:UniRef100_P31603, UniRef:UniRef50_P31602, UniRef:UniRef90_P31602
contig_1	cds	68706	69674	+	HFCAGB_00310	citC	[citrate (pro-3S)-lyase] ligase	COG:C, COG:COG3053, EC:6.2.1.22, GO:0006101, GO:0008771, SO:0001217, UniRef:UniRef50_A0A379WFG3, UniRef:UniRef90_A0A602B2C3
contig_1	cds	69704	69997	+	HFCAGB_00315	citD	citrate lyase acyl carrier protein	COG:C, COG:COG3052, EC:4.1.3.6, GO:0005737, GO:0006113, GO:0008815, GO:0009346, RefSeq:WP_000691461.1, SO:0001217, UniParc:UPI000005999D, UniRef:UniRef100_Q5PKJ6, UniRef:UniRef50_A6T4H4, UniRef:UniRef90_Q5PKJ6
contig_1	cds	69994	70863	+	HFCAGB_00320	citE	citrate (pro-3S)-lyase subunit beta	COG:COG2301, COG:G, EC:4.1.3.34, EC:4.1.3.6, GO:0006113, GO:0008815, GO:0009346, RefSeq:WP_001247811.1, SO:0001217, UniParc:UPI00000D7597, UniRef:UniRef100_A0A3V2G116, UniRef:UniRef50_P17725, UniRef:UniRef90_A0A3R0RUA6
contig_1	cds	70874	72394	+	HFCAGB_00325	citF	citrate lyase subunit alpha	COG:C, COG:COG3051, EC:2.8.3.10, EC:4.1.3.6, GO:0005737, GO:0006084, GO:0006113, GO:0008814, GO:0008815, GO:0009346, RefSeq:WP_000665583.1, SO:0001217, UniParc:UPI00016A0DE0, UniRef:UniRef100_M7RHK7, UniRef:UniRef50_P45413, UniRef:UniRef90_P45413
contig_1	cds	72394	72945	+	HFCAGB_00330	citX	Phosphoribosyl-dephospho-CoA transferase (holo-ACP synthetase)	COG:COG3697, COG:HI, RefSeq:WP_000679053.1, SO:0001217, UniParc:UPI00016A0DE1, UniRef:UniRef100_A0A3Y2QMM8, UniRef:UniRef50_B7LWL8, UniRef:UniRef90_A0A2T9Q7L9
contig_1	cds	72923	73831	+	HFCAGB_00335	citG1	putative 2-(5''-triphosphoribosyl)-3'-dephosphocoenzyme-A synthase 1	COG:COG1767, COG:H, EC:2.4.2.52, GO:0005524, GO:0016310, GO:0046917, GO:0051191, RefSeq:WP_001103238.1, SO:0001217, UniParc:UPI00000CCE24, UniRef:UniRef100_Q57TJ8, UniRef:UniRef50_B7LWM0, UniRef:UniRef90_Q8Z9M0
contig_1	cds	74011	74832	+	HFCAGB_00340	dapB	4-hydroxy-tetrahydrodipicolinate reductase	COG:COG0289, COG:E, EC:1.17.1.8, GO:0005737, GO:0008839, GO:0009089, GO:0016726, GO:0019877, GO:0050661, GO:0051287, RefSeq:WP_000544030.1, SO:0001217, UniParc:UPI00000599A2, UniRef:UniRef100_B5FHF8, UniRef:UniRef50_Q8ZRX8, UniRef:UniRef90_P58209
contig_1	ncRNA-region	74838	74915	+			ABC transporter regulator	RFAM:RF02551, SO:0005836
contig_1	cds	75696	76844	+	HFCAGB_00345	carA	carbamoyl phosphate synthase small subunit	COG:COG0505, COG:EF, EC:6.3.5.5, GO:0004088, GO:0005524, GO:0005737, GO:0005951, GO:0006207, GO:0006526, GO:0006541, GO:0044205, RefSeq:WP_000597284.1, SO:0001217, UniParc:UPI0001603EA4, UniRef:UniRef100_A0A3Z1V5P5, UniRef:UniRef50_P38099, UniRef:UniRef90_P0A6F2
contig_1	cds	76863	80090	+	HFCAGB_00350	carB	carbamoyl-phosphate synthase large subunit	COG:COG0458, COG:EF, EC:6.3.5.5, GO:0004088, GO:0005524, GO:0005737, GO:0006526, GO:0006541, GO:0006807, GO:0044205, GO:0046872, RefSeq:WP_001126302.1, SO:0001217, UniParc:UPI00016A101F, UniRef:UniRef100_A0A3U7DH59, UniRef:UniRef50_P00968, UniRef:UniRef90_P00968
contig_1	cds	80364	80759	+	HFCAGB_00355		CaiF/GrlA family transcriptional regulator	RefSeq:WP_000333329.1, SO:0001217, UniParc:UPI00016A1020, UniRef:UniRef100_A0A613V6T8, UniRef:UniRef90_A0A645B7Z7
contig_1	cds	80836	81432	-	HFCAGB_00360	caiE	carnitine operon protein CaiE	GO:0009437, GO:0016740, RefSeq:WP_000122862.1, SO:0001217, UniParc:UPI00016A1021, UniRef:UniRef100_B5FHG3, UniRef:UniRef50_P77181, UniRef:UniRef90_Q8ZRX6
contig_1	cds	81542	82327	-	HFCAGB_00365	caiD	crotonobetainyl-CoA hydratase	COG:COG1024, COG:I, EC:4.2.1.149, GO:0008735, GO:0009437, GO:0016836, RefSeq:WP_000004383.1, SO:0001217, UniParc:UPI0001603EA7, UniRef:UniRef100_B5FHG4, UniRef:UniRef50_Q8XA35, UniRef:UniRef90_Q8Z9L5
contig_1	cds	82381	83934	-	HFCAGB_00370	caiC	crotonobetaine/carnitine-CoA ligase	COG:COG0318, COG:I, EC:6.2.1.48, GO:0009437, GO:0016405, GO:0016878, GO:0051108, GO:0051109, RefSeq:WP_000355802.1, SO:0001217, UniParc:UPI00016A1022, UniRef:UniRef100_B5FHG5, UniRef:UniRef50_Q8XA34, UniRef:UniRef90_Q8Z9L4
contig_1	cds	83997	85214	-	HFCAGB_00375	caiB	L-carnitine CoA-transferase	COG:COG1804, COG:I, EC:2.8.3.21, GO:0005737, GO:0008735, GO:0009437, GO:0016782, KEGG:K08298, RefSeq:WP_001016212.1, SO:0001217, UniParc:UPI0000126E0F, UniRef:UniRef100_Q57TI9, UniRef:UniRef50_Q8GB19, UniRef:UniRef90_Q8XA32
contig_1	cds	85326	86468	-	HFCAGB_00380	caiA	crotonobetainyl-CoA dehydrogenase	COG:COG1960, COG:I, EC:1.3.8.13, GO:0003995, GO:0005737, GO:0009437, GO:0016627, GO:0050660, RefSeq:WP_000347134.1, SO:0001217, UniParc:UPI0000126E0A, UniRef:UniRef100_B5F752, UniRef:UniRef50_Q8Z9L2, UniRef:UniRef90_Q8Z9L2
contig_1	cds	86503	88020	-	HFCAGB_00385	caiT	L-carnitine/gamma-butyrobetaine antiporter	COG:COG1292, COG:M, GO:0005886, GO:0009437, GO:0044667, GO:1900751, RefSeq:WP_000787073.1, SO:0001217, UniParc:UPI0000126E21, UniRef:UniRef100_B5F753, UniRef:UniRef50_B4EY22, UniRef:UniRef90_Q8XA30
contig_1	cds	88501	89271	+	HFCAGB_00390	fixA	Protein FixA	COG:C, COG:COG2086, GO:0009055, GO:0009437, RefSeq:WP_000692191.1, SO:0001217, UniParc:UPI00016A1024, UniRef:UniRef100_B5FHH0, UniRef:UniRef50_P76201, UniRef:UniRef90_A9MYK3
contig_1	cds	89287	90228	+	HFCAGB_00395	fixB	electron transfer flavoprotein subunit alpha/FixB family protein	COG:C, COG:COG2025, GO:0009055, GO:0009437, GO:0033539, GO:0050660, RefSeq:WP_001032203.1, SO:0001217, UniParc:UPI00016A1025, UniRef:UniRef100_A0A3Y2QMK3, UniRef:UniRef50_P59675, UniRef:UniRef90_B5F757
contig_1	cds	90278	91564	+	HFCAGB_00400	fixX	ferredoxin-like protein FixX	GO:0016491, GO:0071949, RefSeq:WP_001287768.1, SO:0001217, UniParc:UPI00016A1026, UniRef:UniRef100_A0A8E6XF28, UniRef:UniRef50_P77337, UniRef:UniRef90_Q8ZRW9
contig_1	cds	91561	91848	+	HFCAGB_00405	fixX	ferredoxin-like protein FixX	GO:0016491, GO:0071949, RefSeq:WP_000203736.1, SO:0001217, UniParc:UPI00000CCE29, UniRef:UniRef100_Q8ZRW8, UniRef:UniRef50_P77337, UniRef:UniRef90_Q8ZRW9
contig_1	ncRNA	91873	91955	-	HFCAGB_00410	naRNA4	Nucleoid-associated noncoding RNA 4 (CssrE)	RFAM:RF02564, SO:0000655
contig_1	cds	91995	93335	+	HFCAGB_00415	uhpC	Sugar phosphate permease	COG:COG2271, COG:G, RefSeq:WP_001674927.1, SO:0001217, UniParc:UPI00016A1027, UniRef:UniRef100_M7REZ0, UniRef:UniRef50_P31679, UniRef:UniRef90_A9MQG9
