#Annotated with Bakta v1.8.2, https://github.com/oschwengers/bakta
#Database v5.1, https://doi.org/10.5281/zenodo.4247252
#Sequence Id	Start	Stop	Strand	Locus Tag	Mol Weight [kDa]	Iso El. Point	Pfam hits	Dbxrefs
contig_1	832908	833033	+	HFCAGB_04105	4.6	9.0		SO:0001217, UniParc:UPI0001603F11, UniRef:UniRef100_A0A659JTK8, UniRef:UniRef50_A0A659JTK8, UniRef:UniRef90_A0A659JTK8
contig_1	1107998	1108585	+	HFCAGB_05450	21.5	4.8		RefSeq:WP_000268742.1, SO:0001217, UniParc:UPI00016A0814, UniRef:UniRef100_A0A3Z2MPW9, UniRef:UniRef50_A0A2Z3XC21, UniRef:UniRef90_A0A624QJ04
contig_1	1110763	1111260	+	HFCAGB_05460	17.4	6.0		RefSeq:WP_000011140.1, SO:0001217, UniParc:UPI00017F77C4, UniRef:UniRef100_A0A3Y2QSN2, UniRef:UniRef50_A0A6L5EH95, UniRef:UniRef90_A0A751BEW9
contig_1	1111476	1111751	+	HFCAGB_05465	10.3	7.8		RefSeq:WP_000100901.1, SO:0001217, UniParc:UPI00016A0A10, UniRef:UniRef100_A0A3Y2QSK3, UniRef:UniRef50_A0A607KC47, UniRef:UniRef90_A0A607KC47
contig_1	1203024	1203242	+	HFCAGB_05930	8.1	6.6		RefSeq:WP_000880617.1, SO:0001217, UniParc:UPI00016A14F4, UniRef:UniRef100_A0A8E7CNI7, UniRef:UniRef50_A0A6C8G5K2, UniRef:UniRef90_A0A3Y4IKC8
contig_1	1226284	1226394	-	HFCAGB_06040	4.4	9.9		
contig_1	1233806	1234138	+	HFCAGB_06060	12.9	9.4		RefSeq:WP_001675826.1, SO:0001217, UniParc:UPI00016A1729, UniRef:UniRef100_A0A5T8KRP5, UniRef:UniRef50_D4BIL5, UniRef:UniRef90_A0A628EB27, UniRef:UniRef90_A0A6C8G6P1
contig_1	1238456	1238734	+	HFCAGB_06085	10.7	9.7		RefSeq:WP_001675348.1, SO:0001217, UniParc:UPI00016A172E, UniRef:UniRef100_A0A8E6Y643, UniRef:UniRef50_M7RPC4, UniRef:UniRef90_A0A8E6Y643
contig_1	1238731	1239108	+	HFCAGB_06090	14.5	5.4		RefSeq:WP_001574179.1, SO:0001217, UniParc:UPI0001811A16, UniRef:UniRef100_A0A8E6XAL1, UniRef:UniRef50_A0A6C8G5T4, UniRef:UniRef90_A0A3Y5P5X8
contig_1	1358507	1358773	-	HFCAGB_06775	9.6	4.6		RefSeq:WP_000687579.1, SO:0001217, UniParc:UPI00016A07D9, UniRef:UniRef100_A0A3Y0DAC6, UniRef:UniRef50_A0A3Y0DAC6, UniRef:UniRef90_A0A3Y0DAC6
contig_1	1358770	1358877	-	HFCAGB_06780	4.0	4.1		
contig_1	1392747	1392989	+	HFCAGB_06990	8.6	9.8		RefSeq:WP_000178848.1, SO:0001217, UniParc:UPI00017F77BD, UniRef:UniRef100_A0A8E6Y5J0, UniRef:UniRef50_A0A379WV70, UniRef:UniRef90_A0A379WV70
contig_1	1397433	1397714	-	HFCAGB_07015	11.1	4.6		RefSeq:WP_233668320.1, SO:0001217, UniParc:UPI0002EA79AB, UniRef:UniRef100_A0A1X8WCV5, UniRef:UniRef50_A0A379S3M9, UniRef:UniRef90_A0A379S3M9
contig_1	1402706	1402831	-	HFCAGB_07045	4.8	10.3		
contig_1	1405821	1405943	+	HFCAGB_07060	4.6	6.7		SO:0001217, UniParc:UPI00016C138F, UniRef:UniRef100_A0A5U7IQZ6, UniRef:UniRef50_A0A3S4FSA5, UniRef:UniRef90_A0A3S4FSA5
contig_1	1429130	1429237	+	HFCAGB_07180	4.2	9.6		SO:0001217, UniParc:UPI0001604483, UniRef:UniRef100_A0A455RYX3, UniRef:UniRef50_A0A455RYX3, UniRef:UniRef90_A0A455RYX3
contig_1	1558771	1558923	-	HFCAGB_07825	5.7	9.4		SO:0001217, UniParc:UPI0003E4CDB7, UniRef:UniRef100_A0A1X8WF07, UniRef:UniRef50_A0A5Z7IP03, UniRef:UniRef90_A0A1X8WF07, UniRef:UniRef90_A0A5Z7IP03
contig_1	1640085	1640180	+	HFCAGB_08230	3.4	5.9		SO:0001217, UniParc:UPI000169FA75, UniRef:UniRef100_A0A379UR63, UniRef:UniRef50_A0A379W8A9, UniRef:UniRef90_A0A379W8A9
contig_1	1736626	1736907	+	HFCAGB_08660	10.3	7.7		RefSeq:WP_000742002.1, SO:0001217, UniParc:UPI00016A21DC, UniRef:UniRef100_A0A8E6Y0L3, UniRef:UniRef50_M7RIA4, UniRef:UniRef90_M7RIA4
contig_1	1898781	1898996	-	HFCAGB_09545	8.0	7.8		SO:0001217, UniRef:UniRef50_A0A1X8WFN2, UniRef:UniRef90_A0A1X8WFN2
contig_1	2039112	2039318	+	HFCAGB_10295	8.1	9.5		RefSeq:WP_000787625.1, SO:0001217, UniParc:UPI00016A2425, UniRef:UniRef100_A0A724WHR8, UniRef:UniRef50_V7IU88, UniRef:UniRef90_A0A447JGW4
contig_1	2092580	2092804	-	HFCAGB_10565	8.4	4.5		RefSeq:WP_000528430.1, SO:0001217, UniParc:UPI00016A06C1, UniRef:UniRef100_A0A8E7D317, UniRef:UniRef50_G5NAS5, UniRef:UniRef90_A0A3Y8YRC0
contig_1	2093007	2093267	-	HFCAGB_10570	10.0	5.5		
contig_1	2148536	2148685	-	HFCAGB_10875	5.5	6.0		SO:0001217, UniParc:UPI00016A0398, UniRef:UniRef100_A0A707T441, UniRef:UniRef50_A0A707T441, UniRef:UniRef90_A0A707T441
contig_1	2170751	2170993	-	HFCAGB_11030	9.0	6.3		RefSeq:WP_024132393.1, SO:0001217, UniParc:UPI0003EB2845, UniRef:UniRef100_A0A3U1TKD4, UniRef:UniRef50_A0A0K3UK22, UniRef:UniRef90_A0A0K3UK22
contig_1	2179938	2180222	-	HFCAGB_11110	10.7	8.8		
contig_1	2190964	2191293	-	HFCAGB_11190	12.9	7.8		SO:0001217, UniParc:UPI00016A10A2, UniRef:UniRef100_A0A724NCY9, UniRef:UniRef50_A0A6X7FPC4, UniRef:UniRef90_A0A6X7FPC4
contig_1	2191315	2191923	-	HFCAGB_11195	24.0	5.9		SO:0001217, UniRef:UniRef50_A0A6D0KBU5, UniRef:UniRef90_A0A6D0KBU5
contig_1	2633174	2633269	+	HFCAGB_13330	3.7	6.0		SO:0001217, UniParc:UPI00024F1C1E, UniRef:UniRef100_A0A455S3T8, UniRef:UniRef50_A0A3S4H9S7, UniRef:UniRef90_A0A3S4H9S7
contig_1	2688828	2689550	+	HFCAGB_13645	27.5	5.5		SO:0001217, UniRef:UniRef50_M7RE93, UniRef:UniRef90_M7RE93
contig_1	2750795	2751061	+	HFCAGB_13925	10.2	10.9		
contig_1	2803698	2803877	+	HFCAGB_14100	6.5	10.6		SO:0001217, UniParc:UPI0003E4E654, UniRef:UniRef100_A0A1X8W7S3, UniRef:UniRef50_A0A379WNS0, UniRef:UniRef90_A0A379WNS0
contig_1	2928740	2929912	-	HFCAGB_14675	42.1	5.0	PF04984.18|Phage_sheath_1, PF17482.6|Phage_sheath_1C	PFAM:PF04984.18, PFAM:PF17482.6, RefSeq:WP_000046103.1, SO:0001217, UniParc:UPI00016A1FAF, UniRef:UniRef100_A0A3Y2QPC4, UniRef:UniRef50_R4YHW4, UniRef:UniRef90_R4YHW4
contig_1	2947869	2948156	+	HFCAGB_14795	11.1	10.8		
contig_1	2982182	2982316	-	HFCAGB_14965	4.8	10.0		SO:0001217, UniParc:UPI000425F425, UniRef:UniRef100_A0A8D5DN88, UniRef:UniRef50_A0A2X5B4V3, UniRef:UniRef50_A0A379WNS4, UniRef:UniRef90_A0A379WNS4, UniRef:UniRef90_A0A5H7IL20
contig_1	3182893	3183015	-	HFCAGB_16020	4.7	10.6		SO:0001217, UniParc:UPI0002F95355, UniRef:UniRef100_A0A379WN91, UniRef:UniRef50_A0A379Q4Z4, UniRef:UniRef90_A0A379Q4Z4
contig_1	3254903	3255094	-	HFCAGB_16390	6.6	4.1		SO:0001217, UniParc:UPI00016A14ED, UniRef:UniRef100_A0A3T3ENM6, UniRef:UniRef50_A0A3S4JYK6, UniRef:UniRef90_A0A418ZC25
contig_1	3353125	3353265	-	HFCAGB_16865	5.6	5.6		
contig_1	3509303	3509404	-	HFCAGB_17665	3.7	6.5		SO:0001217, UniParc:UPI000169FC40, UniRef:UniRef100_A0A6C8GI00, UniRef:UniRef50_G5R666, UniRef:UniRef90_G5R666
contig_1	3528821	3528925	-	HFCAGB_17795	3.9	9.5		SO:0001217, UniParc:UPI0003E54430, UniRef:UniRef100_A0A447JBR0, UniRef:UniRef50_A0A447JBR0, UniRef:UniRef90_A0A447JBR0
contig_1	3595519	3595662	-	HFCAGB_18100	5.3	9.2		SO:0001217, UniParc:UPI00017F780E, UniRef:UniRef100_A0A8D5DXP7, UniRef:UniRef50_A0A8D5DXP7, UniRef:UniRef90_A0A8D5DXP7
contig_1	3625805	3626185	+	HFCAGB_18280	14.0	7.6		SO:0001217, UniParc:UPI0001603CD5, UniRef:UniRef100_A0A8D4YQT8, UniRef:UniRef50_A0A0H2VCZ3, UniRef:UniRef90_A0A0H2VCZ3
contig_1	3663949	3664218	-	HFCAGB_18560	10.3	9.1		SO:0001217, UniParc:UPI0003E58D79, UniRef:UniRef100_A0A509AVM1, UniRef:UniRef50_A0A379UW44, UniRef:UniRef90_A0A379UW44
contig_1	3754962	3755087	+	HFCAGB_18940	4.6	11.0		SO:0001217, UniParc:UPI00016A00C2, UniRef:UniRef100_A0A455S0S9, UniRef:UniRef50_A0A379UWE3, UniRef:UniRef90_A0A447N2I2
contig_1	4734669	4734854	+	HFCAGB_23620	6.7	7.8		SO:0001217, UniParc:UPI0002A6EDA3, UniRef:UniRef100_A0A5U6EKA8, UniRef:UniRef50_A0A5J1GH55, UniRef:UniRef90_A0A5J1GH55
contig_1	4738686	4738793	-	HFCAGB_23660	4.1	9.7		SO:0001217, UniRef:UniRef50_A0A376VJM4, UniRef:UniRef90_A0A379QRN7
contig_1	4769746	4770186	-	HFCAGB_23815	16.7	5.4		SO:0001217, UniParc:UPI0003187A52, UniRef:UniRef100_A0A1X8W9L5, UniRef:UniRef50_M7REC8, UniRef:UniRef90_M7REC8
contig_1	4770311	4770445	+	HFCAGB_23820	5.0	6.0		RefSeq:WP_001055725.1, SO:0001217, UniParc:UPI00016A1079, UniRef:UniRef100_M7SA05, UniRef:UniRef50_M7SA05, UniRef:UniRef90_M7SA05
contig_1	4829122	4829229	+	HFCAGB_24125	4.2	5.4		SO:0001217, UniParc:UPI0003E45E31, UniRef:UniRef100_A0A8D4XY29, UniRef:UniRef50_A0A2X4TXI3, UniRef:UniRef90_A0A2X5BPJ9
contig_2	10855	10986	-	HFCAGB_24255	4.9	7.9		SO:0001217, UniParc:UPI0001812A30, UniRef:UniRef100_E8XLJ5, UniRef:UniRef50_E8XLJ5, UniRef:UniRef90_E8XLJ5
contig_2	24468	24734	+	HFCAGB_24355	9.9	9.8		SO:0001217, UniParc:UPI000053FB35, UniRef:UniRef100_A0A3Y6DJJ7, UniRef:UniRef50_A0A241PXZ5, UniRef:UniRef90_A0A241PXZ5
contig_2	25683	25829	-	HFCAGB_24365	5.3	5.9		RefSeq:WP_001112365.1, SO:0001217, UniParc:UPI000169FE2C, UniRef:UniRef100_H9AC98, UniRef:UniRef50_H9AC98, UniRef:UniRef90_H9AC98
contig_2	26988	27086	-	HFCAGB_24380	3.4	8.3		SO:0001217, UniParc:UPI000169F957, UniRef:UniRef100_A0A379V0D2, UniRef:UniRef50_A0A2X5BUJ5, UniRef:UniRef90_A0A2X5BUJ5
contig_2	66970	67263	+	HFCAGB_24605	10.9	9.5		SO:0001217, UniParc:UPI00016A1FCF, UniRef:UniRef100_A0A3G1QB29, UniRef:UniRef50_A0A0F7JH23, UniRef:UniRef90_A0A0F7JH23
