# Annotated with Bakta
# Software: v1.8.2
# Database: v5.1, full
# DOI: 10.1099/mgen.0.000685
# URL: github.com/oschwengers/bakta
#Sequence Id	Type	Start	Stop	Strand	Locus Tag	Gene	Product	DbXrefs
contig_1	cds	37104	38666	-	LNHIMF_00175	ushA	2',3'-cyclic-nucleotide 2'-phosphodiesterase/5'- or 3'-nucleotidase, 5'-nucleotidase family	COG:COG0737, COG:FV, SO:0001217, UniRef:UniRef50_A0A379T0Z5, UniRef:UniRef90_A0A379T0Z5
contig_1	cds	38774	39535	-	LNHIMF_00180		Outer membrane/exported protein	RefSeq:WP_000791536.1, SO:0001217, UniParc:UPI000169E900, UniRef:UniRef100_A0A719CTN4, UniRef:UniRef50_A9MR55, UniRef:UniRef90_A9MR55
contig_1	cds	40130	41623	+	LNHIMF_00185	aslA	Arylsulfatase A or related enzyme, AlkP superfamily	COG:COG3119, COG:P, RefSeq:WP_000831252.1, SO:0001217, UniParc:UPI000169E8FE, UniRef:UniRef100_A0A8F6RTU2, UniRef:UniRef50_A0A237NMI4, UniRef:UniRef90_A0A379V024
contig_1	cds	41722	42912	+	LNHIMF_00190	aslB	anaerobic sulfatase maturase	COG:COG0641, COG:O, GO:0016491, GO:0018209, GO:0046500, GO:0051539, KEGG:K06871, RefSeq:WP_000971155.1, SO:0001217, UniParc:UPI00017B845F, UniRef:UniRef100_A0A722RYE7, UniRef:UniRef50_A0A331WMH7, UniRef:UniRef90_A9MR53
contig_1	cds	42937	44184	+	LNHIMF_00195	insA	Transposase InsA	COG:COG3677, COG:X, RefSeq:WP_001529873.1, SO:0001217, UniParc:UPI000169E780, UniRef:UniRef100_A0A8F6P2P6, UniRef:UniRef50_A0A133L9G7, UniRef:UniRef90_V1H9H3
contig_1	cds	44311	46026	+	LNHIMF_00200		Arylsulfotransferase N-terminal domain-containing protein	RefSeq:WP_001094813.1, SO:0001217, UniParc:UPI000169E77F, UniRef:UniRef100_A0A722QXP1, UniRef:UniRef50_A9MR51, UniRef:UniRef90_A9MR51
contig_1	cds	46189	47355	+	LNHIMF_00205	nhaA	Na+/H+ antiporter NhaA	COG:COG3004, COG:CP, GO:0005886, GO:0006814, GO:0006885, GO:0015081, GO:0015297, GO:0015385, GO:1902600, RefSeq:WP_000681340.1, SO:0001217, UniParc:UPI00000CCE19, UniRef:UniRef100_Q57TM1, UniRef:UniRef50_P13738, UniRef:UniRef90_Q8XA63
contig_1	cds	47423	48316	+	LNHIMF_00210	nhaR	transcriptional activator NhaR	COG:COG0583, COG:K, GO:0003677, GO:0003700, GO:0005737, GO:0006355, SO:0001217, UniParc:UPI0001603D0A, UniRef:UniRef100_A0A3Y4H234, UniRef:UniRef50_P0A9G2, UniRef:UniRef90_P0A9G2
contig_1	cds	48371	50410	-	LNHIMF_00215	yicI	Alpha-glucosidase/xylosidase, GH31 family	COG:COG1501, COG:G, RefSeq:WP_001116451.1, SO:0001217, UniParc:UPI000169E77E, UniRef:UniRef100_A0A6C8GDW2, UniRef:UniRef50_Q01336, UniRef:UniRef90_A0A0J1MYT1
contig_1	cds	50450	51823	-	LNHIMF_00220	melB	Na+/melibiose symporter or related transporter	COG:COG2211, COG:G, RefSeq:WP_000099988.1, SO:0001217, UniParc:UPI000169E77D, UniRef:UniRef100_G5PXN6, UniRef:UniRef50_A0A0J1MXE3, UniRef:UniRef90_A0A0J1MXE3
contig_1	cds	52323	52532	+	LNHIMF_00225		hypothetical protein	SO:0001217, UniParc:UPI0003E4EAFA, UniRef:UniRef100_A0A8D4Z1X2, UniRef:UniRef50_A0A3S5DPZ4, UniRef:UniRef90_E3GA15
contig_1	cds	52876	53814	+	LNHIMF_00230	ribF	bifunctional riboflavin kinase/FAD synthetase	COG:COG0196, COG:H, EC:2.7.1.26, EC:2.7.7.2, GO:0003919, KEGG:K11753, RefSeq:WP_000767311.1, SO:0001217, UniParc:UPI000005998F, UniRef:UniRef100_A0A3Z3I0H6, UniRef:UniRef50_P0AG42, UniRef:UniRef90_A0A264C534
contig_1	cds	53859	56693	+	LNHIMF_00235	ileS	isoleucine--tRNA ligase	COG:COG0060, COG:J, EC:6.1.1.5, GO:0000049, GO:0002161, GO:0004822, GO:0005524, GO:0005737, GO:0005829, GO:0006428, GO:0008270, RefSeq:WP_001563101.1, SO:0001217, UniParc:UPI0002307D45, UniRef:UniRef100_A0A2H4V2H6, UniRef:UniRef50_Q8XA49, UniRef:UniRef90_Q57TL5
contig_1	cds	56693	57193	+	LNHIMF_00240	lspA	signal peptidase II	COG:COG0597, COG:MU, EC:3.4.23.36, GO:0004190, GO:0005886, GO:0006508, GO:0009306, RefSeq:WP_000042736.1, SO:0001217, UniParc:UPI000169F1CF, UniRef:UniRef100_B5F725, UniRef:UniRef50_P13514, UniRef:UniRef90_Q8Z9N1
contig_1	cds	57348	57797	+	LNHIMF_00245	fkpB	FKBP-type peptidyl-prolyl cis-trans isomerase	COG:COG1047, COG:O, EC:5.2.1.8, GO:0003755, RefSeq:WP_000047269.1, SO:0001217, UniParc:UPI0000059992, UniRef:UniRef100_A0A5J2DR30, UniRef:UniRef50_P0AEM2, UniRef:UniRef90_A0A089PSI7
contig_1	cds	57800	58750	+	LNHIMF_00250	ispH	4-hydroxy-3-methylbut-2-enyl diphosphate reductase	COG:COG0761, COG:I, EC:1.17.7.4, GO:0016114, GO:0019288, GO:0046872, GO:0050992, GO:0051539, GO:0051745, RefSeq:WP_001166423.1, SO:0001217, UniParc:UPI000169F1CE, UniRef:UniRef100_B4TWP0, UniRef:UniRef50_P58678, UniRef:UniRef90_P58678
contig_1	ncRNA	58796	58927	+	LNHIMF_00255	STnc30	Salmonella enterica conserved region STnc30	RFAM:RF02048, SO:0000655
contig_1	cds	58950	60152	+	LNHIMF_00260		Nitrite reductase	RefSeq:WP_000516313.1, SO:0001217, UniParc:UPI000169F1CC, UniRef:UniRef100_A0A722V9H6, UniRef:UniRef50_L4JHW8, UniRef:UniRef90_V7IHS6
contig_1	cds	60168	61088	+	LNHIMF_00265	rihC	ribonucleoside hydrolase RihC	COG:COG1957, COG:F, EC:3.2.-.-, EC:3.2.2.-, GO:0005829, GO:0006144, GO:0006152, GO:0006206, GO:0008477, GO:0016799, RefSeq:WP_000741408.1, SO:0001217, UniParc:UPI000169F1CB, UniRef:UniRef100_B4TWP3, UniRef:UniRef50_Q8Z9M9, UniRef:UniRef90_Q8Z9M9
contig_1	cds	61110	61796	-	LNHIMF_00270	dpiA	DNA-binding response regulator DpiB of citrate/malate metabolism	COG:COG4565, COG:KT, RefSeq:WP_000377415.1, SO:0001217, UniParc:UPI0000059996, UniRef:UniRef100_A0A5U5G360, UniRef:UniRef50_P52688, UniRef:UniRef90_A0A2T8THC8
contig_1	cds	61798	63456	-	LNHIMF_00275	citA	Sensor histidine kinase DipB regulating citrate/malate metabolism	COG:COG3290, COG:T, SO:0001217, UniParc:UPI00017B846B, UniRef:UniRef100_A0A0N1QUV1, UniRef:UniRef50_P52687, UniRef:UniRef90_A0A0T9Y0C6
contig_1	cds	63552	64853	-	LNHIMF_00280	oadB	Oxaloacetate decarboxylase beta chain	COG:C, COG:COG1883, EC:7.2.4.2, GO:0005886, GO:0006814, GO:0015451, GO:0016829, RefSeq:WP_000444883.1, SO:0001217, UniParc:UPI000169F001, UniRef:UniRef100_A0A5I0AYX4, UniRef:UniRef50_P13156, UniRef:UniRef90_P13156
contig_1	cds	64866	66635	-	LNHIMF_00285	oadA	sodium-extruding oxaloacetate decarboxylase subunit alpha	EC:7.2.4.2, GO:0004736, GO:0005737, GO:0006814, GO:0008948, GO:0015081, GO:0015451, GO:0071704, RefSeq:WP_000150445.1, SO:0001217, UniParc:UPI000169F000, UniRef:UniRef100_A0A5V1VV33, UniRef:UniRef50_Q8XGX8, UniRef:UniRef90_Q8XGX8
contig_1	cds	66651	66890	-	LNHIMF_00290	oadG1	Oxaloacetate decarboxylase gamma chain 1	EC:7.2.4.2, GO:0005886, GO:0008948, GO:0015081, GO:0015451, GO:0036376, RefSeq:WP_001001155.1, SO:0001217, UniParc:UPI000048E9B2, UniRef:UniRef100_Q5PKI8, UniRef:UniRef50_Q03032, UniRef:UniRef90_Q8Z9M5
contig_1	cds	67049	68389	-	LNHIMF_00295	citS	citrate/sodium symporter CitS	BlastRules:WP_000183602, BlastRules:WP_004151375, COG:C, COG:COG3493, GO:0005886, GO:0006101, GO:0008514, GO:0015293, RefSeq:WP_000183606.1, SO:0001217, UniParc:UPI000169EFFF, UniRef:UniRef100_A0A5V0QBF2, UniRef:UniRef50_P31602, UniRef:UniRef90_P31602
contig_1	cds	68634	69677	+	LNHIMF_00300		[Citrate [pro-3S]-lyase] ligase	RefSeq:WP_000934791.1, SO:0001217, UniParc:UPI000169EFFD, UniRef:UniRef100_A0A5Y6JPH9, UniRef:UniRef90_A0A379V051
contig_1	cds	69707	70000	+	LNHIMF_00305	citD	citrate lyase acyl carrier protein	COG:C, COG:COG3052, EC:4.1.3.6, GO:0005737, GO:0006113, GO:0008815, GO:0009346, RefSeq:WP_000691461.1, SO:0001217, UniParc:UPI000005999D, UniRef:UniRef100_Q5PKJ6, UniRef:UniRef50_A6T4H4, UniRef:UniRef90_Q5PKJ6
contig_1	cds	69997	70866	+	LNHIMF_00310	citE	citrate (pro-3S)-lyase subunit beta	COG:COG2301, COG:G, EC:4.1.3.34, EC:4.1.3.6, GO:0006113, GO:0008815, GO:0009346, RefSeq:WP_001247811.1, SO:0001217, UniParc:UPI00000D7597, UniRef:UniRef100_A0A3V2G116, UniRef:UniRef50_P17725, UniRef:UniRef90_A0A3R0RUA6
contig_1	cds	70877	72397	+	LNHIMF_00315	citF	citrate lyase subunit alpha	COG:C, COG:COG3051, EC:2.8.3.10, EC:4.1.3.6, GO:0005737, GO:0006084, GO:0006113, GO:0008814, GO:0008815, GO:0009346, RefSeq:WP_000665573.1, SO:0001217, UniParc:UPI00000CCE22, UniRef:UniRef100_V7ISH4, UniRef:UniRef50_P45413, UniRef:UniRef90_P45413
contig_1	cds	72397	72948	+	LNHIMF_00320	citX	Phosphoribosyl-dephospho-CoA transferase (holo-ACP synthetase)	COG:COG3697, COG:HI, RefSeq:WP_000679050.1, SO:0001217, UniParc:UPI00000599A0, UniRef:UniRef100_A0A1S0ZB48, UniRef:UniRef50_B7LWL8, UniRef:UniRef90_A0A2T9Q7L9
contig_1	cds	72926	73834	+	LNHIMF_00325	citG1	putative 2-(5''-triphosphoribosyl)-3'-dephosphocoenzyme-A synthase 1	COG:COG1767, COG:H, EC:2.4.2.52, GO:0005524, GO:0016310, GO:0046917, GO:0051191, RefSeq:WP_001103238.1, SO:0001217, UniParc:UPI00000CCE24, UniRef:UniRef100_Q57TJ8, UniRef:UniRef50_B7LWM0, UniRef:UniRef90_Q8Z9M0
contig_1	cds	74014	74835	+	LNHIMF_00330	dapB	4-hydroxy-tetrahydrodipicolinate reductase	COG:COG0289, COG:E, EC:1.17.1.8, GO:0005829, GO:0008839, GO:0009089, GO:0016726, GO:0019877, GO:0050661, GO:0051287, RefSeq:WP_000544045.1, SO:0001217, UniParc:UPI000169EFFC, UniRef:UniRef100_B4TWQ6, UniRef:UniRef50_Q8ZRX8, UniRef:UniRef90_Q8ZRX8
contig_1	ncRNA-region	74841	74918	+			ABC transporter regulator	RFAM:RF02551, SO:0005836
contig_1	cds	74962	75126	-	LNHIMF_00335		Viral protein	RefSeq:WP_001529894.1, SO:0001217, UniParc:UPI000169EFFB, UniRef:UniRef100_A0A760MH34, UniRef:UniRef50_G5LIM5, UniRef:UniRef90_A0A753V0X1
contig_1	cds	75873	77021	+	LNHIMF_00340	carA	carbamoyl phosphate synthase small subunit	COG:COG0505, COG:EF, EC:6.3.5.5, GO:0004088, GO:0005524, GO:0005737, GO:0005951, GO:0006207, GO:0006526, GO:0006541, GO:0044205, RefSeq:WP_000597270.1, SO:0001217, UniParc:UPI000169EFF7, UniRef:UniRef100_A0A8E6TWQ4, UniRef:UniRef50_P38099, UniRef:UniRef90_P0A6F2
contig_1	cds	77040	80267	+	LNHIMF_00345	carB	carbamoyl-phosphate synthase large subunit	COG:COG0458, COG:EF, EC:6.3.5.5, GO:0004088, GO:0005524, GO:0005737, GO:0006526, GO:0006541, GO:0006807, GO:0044205, GO:0046872, RefSeq:WP_001126310.1, SO:0001217, UniParc:UPI0001603EA5, UniRef:UniRef100_A0A5W9FC30, UniRef:UniRef50_P00968, UniRef:UniRef90_P00968
contig_1	cds	80541	80936	+	LNHIMF_00350	caiF	Carnitine metabolism transcriptional regulator CaiF	RefSeq:WP_000333324.1, SO:0001217, UniParc:UPI00000599A5, UniRef:UniRef100_A0A730XV92, UniRef:UniRef90_A0A645B7Z7
contig_1	cds	81013	81609	-	LNHIMF_00355	caiD	crotonobetainyl-CoA hydratase	EC:4.2.1.149, GO:0009437, GO:0016740, GO:0016836, RefSeq:WP_000122863.1, SO:0001217, UniParc:UPI00000599A6, UniRef:UniRef100_B5R1Q8, UniRef:UniRef50_B5R1Q8, UniRef:UniRef90_B5R1Q8
contig_1	cds	81719	82504	-	LNHIMF_00360	caiD	crotonobetainyl-CoA hydratase	COG:COG1024, COG:I, EC:4.2.1.149, GO:0008735, GO:0009437, GO:0016836, RefSeq:WP_000004385.1, SO:0001217, UniParc:UPI0000162247, UniRef:UniRef100_B4TIG9, UniRef:UniRef50_Q8XA35, UniRef:UniRef90_Q8Z9L5
contig_1	cds	82558	84111	-	LNHIMF_00365	caiC	crotonobetaine/carnitine-CoA ligase	COG:COG0318, COG:I, EC:6.2.1.48, GO:0009437, GO:0016405, GO:0016878, GO:0051108, GO:0051109, RefSeq:WP_000355794.1, SO:0001217, UniParc:UPI000169EE49, UniRef:UniRef100_B4TWR4, UniRef:UniRef50_Q8XA34, UniRef:UniRef90_Q8Z9L4
contig_1	cds	84174	85391	-	LNHIMF_00370	caiB	L-carnitine CoA-transferase	COG:COG1804, COG:I, EC:2.8.3.21, GO:0005737, GO:0008735, GO:0009437, GO:0016782, KEGG:K08298, RefSeq:WP_001016212.1, SO:0001217, UniParc:UPI0000126E0F, UniRef:UniRef100_Q57TI9, UniRef:UniRef50_Q8GB19, UniRef:UniRef90_Q8XA32
contig_1	cds	85503	86645	-	LNHIMF_00375	caiA	crotonobetainyl-CoA dehydrogenase	COG:COG1960, COG:I, EC:1.3.8.13, GO:0003995, GO:0005737, GO:0009437, GO:0016627, GO:0050660, RefSeq:WP_000347134.1, SO:0001217, UniParc:UPI0000126E0A, UniRef:UniRef100_B5F752, UniRef:UniRef50_Q8Z9L2, UniRef:UniRef90_Q8Z9L2
contig_1	cds	86680	88197	-	LNHIMF_00380	caiT	L-carnitine/gamma-butyrobetaine antiporter	COG:COG1292, COG:M, GO:0005886, GO:0009437, GO:0044667, GO:1900751, RefSeq:WP_000787073.1, SO:0001217, UniParc:UPI0000126E21, UniRef:UniRef100_B5F753, UniRef:UniRef50_B4EY22, UniRef:UniRef90_Q8XA30
contig_1	cds	88678	89448	+	LNHIMF_00385	fixA	Protein FixA	COG:C, COG:COG2086, GO:0009055, GO:0009437, RefSeq:WP_000692186.1, SO:0001217, UniParc:UPI000169EE45, UniRef:UniRef100_G5RQ61, UniRef:UniRef50_P76201, UniRef:UniRef90_A9MYK3
contig_1	cds	89464	90405	+	LNHIMF_00390	fixB	electron transfer flavoprotein subunit alpha/FixB family protein	COG:C, COG:COG2025, RefSeq:WP_001032187.1, SO:0001217, UniParc:UPI000169EE44, UniRef:UniRef100_A0A5I9DN90, UniRef:UniRef50_P59675, UniRef:UniRef90_D4BF33
contig_1	cds	90455	91741	+	LNHIMF_00395	fixX	ferredoxin-like protein FixX	GO:0016491, GO:0071949, RefSeq:WP_001287763.1, SO:0001217, UniParc:UPI000169EE43, UniRef:UniRef100_A0A5I9C0U3, UniRef:UniRef50_P77337, UniRef:UniRef90_Q8ZRW9
contig_1	cds	91738	92025	+	LNHIMF_00400	fixX	ferredoxin-like protein FixX	GO:0016491, GO:0071949, RefSeq:WP_000203736.1, SO:0001217, UniParc:UPI00000CCE29, UniRef:UniRef100_Q8ZRW8, UniRef:UniRef50_P77337, UniRef:UniRef90_Q8ZRW9
contig_1	ncRNA	92050	92132	-	LNHIMF_00405	naRNA4	Nucleoid-associated noncoding RNA 4 (CssrE)	RFAM:RF02564, SO:0000655
contig_1	cds	92172	93512	+	LNHIMF_00410	uhpC	Sugar phosphate permease	COG:COG2271, COG:G, RefSeq:WP_001187057.1, SO:0001217, UniParc:UPI00004F7835, UniRef:UniRef100_A0A1S0ZB58, UniRef:UniRef50_P31679, UniRef:UniRef90_A9MQG9
