#                                                                                     --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name                 accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#         ------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
NC_011205.1:2854313-2856112|- -            600 182107at2            -            492  6.7e-222  735.2   6.4   1   1  1.8e-222  7.7e-220  728.5   6.4     1   491     4   594     4   595 0.89 NC_011205.1_2744 # 2854313 # 2856112 # -1 # ID=1_2744;partial=00;start_type=ATG;rbs_motif=None;rbs_spacer=None;gc_cont=0.528
NC_011205.1:3639101-3640285|- -            395 182107at2            -            492   6.3e-13   46.0   0.1   1   1   3.3e-15   1.4e-12   44.8   0.1     3   200    14   249    13   276 0.68 NC_011205.1_3510 # 3639101 # 3640285 # -1 # ID=1_3510;partial=00;start_type=GTG;rbs_motif=AGGA;rbs_spacer=5-10bp;gc_cont=0.540
NC_011205.1:4391486-4392670|+ -            395 182107at2            -            492   6.3e-13   46.0   0.1   1   1   3.3e-15   1.4e-12   44.8   0.1     3   200    14   249    13   276 0.68 NC_011205.1_4181 # 4391486 # 4392670 # 1 # ID=1_4181;partial=00;start_type=ATG;rbs_motif=GGAG/GAGG;rbs_spacer=5-10bp;gc_cont=0.539
NC_011205.1:3911094-3912944|- -            617 182107at2            -            492   2.7e-12   43.9   0.0   1   1     9e-15   3.8e-12   43.4   0.0     8   196     7   209     1   217 0.78 NC_011205.1_3747 # 3911094 # 3912944 # -1 # ID=1_3747;partial=00;start_type=ATG;rbs_motif=AGGA/GGAG/GAGG;rbs_spacer=11-12bp;gc_cont=0.571
NC_011205.1:3117432-3118871|- -            480 182107at2            -            492   4.1e-11   40.0   0.1   1   2      0.17        74   -0.4   0.0     8    24    34    50    29    58 0.80 NC_011205.1_3002 # 3117432 # 3118871 # -1 # ID=1_3002;partial=00;start_type=ATG;rbs_motif=AGGAG;rbs_spacer=5-10bp;gc_cont=0.549
NC_011205.1:3117432-3118871|- -            480 182107at2            -            492   4.1e-11   40.0   0.1   2   2   5.1e-13   2.2e-10   37.6   0.0    25   122    80   182    63   195 0.81 NC_011205.1_3002 # 3117432 # 3118871 # -1 # ID=1_3002;partial=00;start_type=ATG;rbs_motif=AGGAG;rbs_spacer=5-10bp;gc_cont=0.549
NC_011205.1:2779135-2780607|- -            491 182107at2            -            492   1.2e-09   35.2   0.0   1   2      0.04        17    1.7   0.0    66   152    73   159     5   173 0.68 NC_011205.1_2678 # 2779135 # 2780607 # -1 # ID=1_2678;partial=00;start_type=ATG;rbs_motif=GGAG/GAGG;rbs_spacer=5-10bp;gc_cont=0.546
NC_011205.1:2779135-2780607|- -            491 182107at2            -            492   1.2e-09   35.2   0.0   2   2   4.1e-11   1.7e-08   31.3   0.1     5   158   206   375   203   388 0.73 NC_011205.1_2678 # 2779135 # 2780607 # -1 # ID=1_2678;partial=00;start_type=ATG;rbs_motif=GGAG/GAGG;rbs_spacer=5-10bp;gc_cont=0.546
NC_011205.1:2851466-2852371|- -            302 182107at2            -            492   0.00019   18.0   0.1   1   1   6.7e-07   0.00028   17.4   0.1     5   157    12   175     9   185 0.75 NC_011205.1_2741 # 2851466 # 2852371 # -1 # ID=1_2741;partial=00;start_type=ATG;rbs_motif=GGAG/GAGG;rbs_spacer=5-10bp;gc_cont=0.518
#
# Program:         hmmsearch
# Version:         3.4 (Aug 2023)
# Pipeline mode:   SEARCH
# Query file:      /busco_wd/busco_downloads/lineages/bacteria_odb10/hmms/182107at2.hmm
# Target file:     /output/GCF_000020925.1_ASM2092v1_genomic/prodigal_output/predicted_genes/predicted.faa
# Option settings: hmmsearch --domtblout /output/GCF_000020925.1_ASM2092v1_genomic/run_bacteria_odb10/hmmer_output/182107at2.out --cpu 1 /busco_wd/busco_downloads/lineages/bacteria_odb10/hmms/182107at2.hmm /output/GCF_000020925.1_ASM2092v1_genomic/prodigal_output/predicted_genes/predicted.faa 
# Current dir:     /busco_wd
# Date:            Wed Feb 25 15:49:56 2026
# [ok]
