#                                                                                     --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name                 accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#         ------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
NC_011205.1:4612399-4612860|+ -            154 1827295at2           -             74   8.9e-25   84.5   0.8   1   1   1.8e-26   4.2e-24   82.4   0.8     6    74    17   111    12   111 0.82 NC_011205.1_4358 # 4612399 # 4612860 # 1 # ID=1_4358;partial=00;start_type=ATG;rbs_motif=None;rbs_spacer=None;gc_cont=0.530
NC_011205.1:1004109-1006385|+ -            759 1827295at2           -             74    0.0028   15.6   0.1   1   2     0.022       5.3    5.1   0.0    12    31   211   230   197   237 0.82 NC_011205.1_949 # 1004109 # 1006385 # 1 # ID=1_949;partial=00;start_type=ATG;rbs_motif=GGAGG;rbs_spacer=5-10bp;gc_cont=0.542
NC_011205.1:1004109-1006385|+ -            759 1827295at2           -             74    0.0028   15.6   0.1   2   2    0.0034       0.8    7.8   0.1    10    33   490   513   473   517 0.85 NC_011205.1_949 # 1004109 # 1006385 # 1 # ID=1_949;partial=00;start_type=ATG;rbs_motif=GGAGG;rbs_spacer=5-10bp;gc_cont=0.542
NC_011205.1:4120617-4122167|+ -            517 1827295at2           -             74    0.0029   15.6   0.4   1   2    0.0048       1.1    7.3   0.1     8    28    42    65    32    72 0.80 NC_011205.1_3944 # 4120617 # 4122167 # 1 # ID=1_3944;partial=00;start_type=ATG;rbs_motif=GGAG/GAGG;rbs_spacer=5-10bp;gc_cont=0.533
NC_011205.1:4120617-4122167|+ -            517 1827295at2           -             74    0.0029   15.6   0.4   2   2     0.013       3.1    5.9   0.0     9    31   294   316   284   322 0.80 NC_011205.1_3944 # 4120617 # 4122167 # 1 # ID=1_3944;partial=00;start_type=ATG;rbs_motif=GGAG/GAGG;rbs_spacer=5-10bp;gc_cont=0.533
NC_011205.1:906106-907842|-   -            579 1827295at2           -             74    0.0032   15.5   0.4   1   2    0.0019      0.44    8.6   0.0    10    30    35    55    18    60 0.83 NC_011205.1_855 # 906106 # 907842 # -1 # ID=1_855;partial=00;start_type=ATG;rbs_motif=GGAG/GAGG;rbs_spacer=5-10bp;gc_cont=0.560
NC_011205.1:906106-907842|-   -            579 1827295at2           -             74    0.0032   15.5   0.4   2   2     0.036       8.5    4.5   0.1     8    29   353   376   336   382 0.78 NC_011205.1_855 # 906106 # 907842 # -1 # ID=1_855;partial=00;start_type=ATG;rbs_motif=GGAG/GAGG;rbs_spacer=5-10bp;gc_cont=0.560
NC_011205.1:4598608-4599585|+ -            326 1827295at2           -             74    0.0077   14.2   0.0   1   1   0.00011     0.026   12.5   0.0    31    64   102   136    94   141 0.78 NC_011205.1_4348 # 4598608 # 4599585 # 1 # ID=1_4348;partial=00;start_type=ATG;rbs_motif=GGAG/GAGG;rbs_spacer=5-10bp;gc_cont=0.537
NC_011205.1:449566-452706|-   -           1047 1827295at2           -             74     0.016   13.2   0.0   1   1   0.00018     0.042   11.9   0.0    10    33    32    55    21    61 0.84 NC_011205.1_396 # 449566 # 452706 # -1 # ID=1_396;partial=00;start_type=ATG;rbs_motif=AGGAG;rbs_spacer=5-10bp;gc_cont=0.584
NC_011205.1:507398-508669|+   -            424 1827295at2           -             74     0.019   13.0   0.1   1   1   0.00019     0.043   11.8   0.1     5    33   109   137   102   144 0.85 NC_011205.1_451 # 507398 # 508669 # 1 # ID=1_451;partial=00;start_type=ATG;rbs_motif=GGAG/GAGG;rbs_spacer=5-10bp;gc_cont=0.528
NC_011205.1:2896090-2897451|- -            454 1827295at2           -             74     0.019   13.0   0.1   1   1   0.00019     0.044   11.8   0.1     2    33    91   125    89   130 0.85 NC_011205.1_2781 # 2896090 # 2897451 # -1 # ID=1_2781;partial=00;start_type=ATG;rbs_motif=GGA/GAG/AGG;rbs_spacer=5-10bp;gc_cont=0.548
NC_011205.1:3768431-3769144|- -            238 1827295at2           -             74     0.025   12.6   0.1   1   1    0.0002     0.047   11.7   0.1     8    29    29    52    16    59 0.80 NC_011205.1_3624 # 3768431 # 3769144 # -1 # ID=1_3624;partial=00;start_type=ATG;rbs_motif=GGAG/GAGG;rbs_spacer=5-10bp;gc_cont=0.599
NC_011205.1:3282786-3283442|+ -            219 1827295at2           -             74     0.026   12.5   0.1   1   1    0.0002     0.047   11.7   0.1     9    32    30    53    14    62 0.78 NC_011205.1_3151 # 3282786 # 3283442 # 1 # ID=1_3151;partial=00;start_type=ATG;rbs_motif=4Base/6BMM;rbs_spacer=13-15bp;gc_cont=0.584
NC_011204.1:54342-55106|-     -            255 1827295at2           -             74     0.037   12.0   0.0   1   1   0.00029     0.069   11.2   0.0     8    30   162   185   149   192 0.83 NC_011204.1_65 # 54342 # 55106 # -1 # ID=2_65;partial=00;start_type=GTG;rbs_motif=AGxAGG/AGGxGG;rbs_spacer=5-10bp;gc_cont=0.417
NC_011205.1:484347-485456|-   -            370 1827295at2           -             74      0.05   11.6   0.0   1   1   0.00048      0.11   10.5   0.0     9    29    45    65    30    71 0.84 NC_011205.1_430 # 484347 # 485456 # -1 # ID=1_430;partial=00;start_type=ATG;rbs_motif=GGA/GAG/AGG;rbs_spacer=5-10bp;gc_cont=0.587
NC_011205.1:1277055-1277807|+ -            251 1827295at2           -             74     0.053   11.5   0.0   1   2    0.0011      0.26    9.3   0.0     8    27    27    48    13    53 0.82 NC_011205.1_1212 # 1277055 # 1277807 # 1 # ID=1_1212;partial=00;start_type=ATG;rbs_motif=AGGAG/GGAGG;rbs_spacer=11-12bp;gc_cont=0.552
NC_011205.1:1277055-1277807|+ -            251 1827295at2           -             74     0.053   11.5   0.0   2   2       2.5   5.9e+02   -1.4   0.0    12    33   112   133   104   136 0.83 NC_011205.1_1212 # 1277055 # 1277807 # 1 # ID=1_1212;partial=00;start_type=ATG;rbs_motif=AGGAG/GGAGG;rbs_spacer=11-12bp;gc_cont=0.552
NC_011205.1:4310460-4311995|+ -            512 1827295at2           -             74      0.12   10.4   1.7   1   2     0.029       6.7    4.8   0.2     9    29    38    58    26    61 0.82 NC_011205.1_4116 # 4310460 # 4311995 # 1 # ID=1_4116;partial=00;start_type=ATG;rbs_motif=GGAGG;rbs_spacer=3-4bp;gc_cont=0.516
NC_011205.1:4310460-4311995|+ -            512 1827295at2           -             74      0.12   10.4   1.7   2   2     0.048        11    4.1   0.1     9    28   290   309   275   312 0.82 NC_011205.1_4116 # 4310460 # 4311995 # 1 # ID=1_4116;partial=00;start_type=ATG;rbs_motif=GGAGG;rbs_spacer=3-4bp;gc_cont=0.516
#
# Program:         hmmsearch
# Version:         3.4 (Aug 2023)
# Pipeline mode:   SEARCH
# Query file:      /busco_wd/busco_downloads/lineages/bacteria_odb10/hmms/1827295at2.hmm
# Target file:     /output/GCF_000020925.1_ASM2092v1_genomic/prodigal_output/predicted_genes/predicted.faa
# Option settings: hmmsearch --domtblout /output/GCF_000020925.1_ASM2092v1_genomic/run_bacteria_odb10/hmmer_output/1827295at2.out --cpu 1 /busco_wd/busco_downloads/lineages/bacteria_odb10/hmms/1827295at2.hmm /output/GCF_000020925.1_ASM2092v1_genomic/prodigal_output/predicted_genes/predicted.faa 
# Current dir:     /busco_wd
# Date:            Wed Feb 25 15:49:56 2026
# [ok]
