"Gene","GCF_000022165.1","GCF_000020925.1","GCF_000020885.1","GCF_000007545.1","GCF_000170215.1","GCF_000020745.1","GCF_000171535.2","GCF_000171415.1","GCF_000171515.1"
"LNHIMF_03540",0,0,0,0,0,1,0,0,0
"LNHIMF_03565",0,0,1,0,0,1,0,0,0
"LNHIMF_03570",0,0,1,0,0,1,0,0,0
"LNHIMF_05605",0,0,0,0,0,1,0,0,0
"LNHIMF_08665",0,0,0,0,0,1,0,0,0
"LNHIMF_08800",0,0,0,1,0,1,0,0,0
"LNHIMF_08805",0,0,0,0,0,1,0,0,0
"LNHIMF_08810",0,0,0,0,0,1,0,0,0
"LNHIMF_11490",0,1,0,0,0,1,0,0,0
"LNHIMF_11495",0,1,0,0,0,1,0,0,0
"LNHIMF_11500",0,1,0,0,0,1,0,0,0
"LNHIMF_11505",0,1,0,0,0,1,0,0,0
"LNHIMF_12560",0,0,1,0,0,1,0,0,0
"LNHIMF_13925",0,0,0,0,0,1,0,0,0
"LNHIMF_13930",0,0,0,0,0,1,0,0,0
"LNHIMF_13935",0,0,0,0,0,1,0,0,0
"LNHIMF_13940",0,0,0,0,0,1,0,0,0
"LNHIMF_13945",0,0,0,0,0,1,0,0,0
"LNHIMF_13950",0,0,0,0,0,1,0,0,0
"LNHIMF_13955",0,0,0,0,0,1,0,0,0
"LNHIMF_13960",0,0,0,0,0,1,0,0,0
"LNHIMF_13965",0,0,0,0,0,1,0,0,0
"LNHIMF_13970",0,0,0,0,0,1,0,0,0
"LNHIMF_13975",0,0,0,0,0,1,0,0,0
"LNHIMF_13980",0,0,0,0,0,1,0,0,0
"LNHIMF_13985",0,0,0,0,0,1,0,0,0
"LNHIMF_13990",0,0,0,0,0,1,0,0,0
"LNHIMF_13995",0,0,0,0,0,1,0,0,0
"LNHIMF_14000",0,0,0,0,0,1,0,0,0
"LNHIMF_14010",0,0,0,0,0,1,0,0,0
"LNHIMF_14015",0,0,0,0,0,1,0,0,0
"LNHIMF_14020",0,0,0,0,0,1,0,0,0
"LNHIMF_14065",0,0,0,0,0,1,0,0,0
"LNHIMF_19785",0,0,0,0,0,1,0,0,0
"LNHIMF_19790",0,0,0,0,0,1,0,0,0
"LNHIMF_19795",0,0,0,0,0,1,0,0,0
"LNHIMF_22435",0,0,1,0,0,1,0,0,0
"LNHIMF_22440",0,0,1,0,0,1,0,0,0
"LNHIMF_22835",0,1,1,0,0,1,0,0,0
"LNHIMF_22845",1,0,0,0,0,1,0,0,0
"LNHIMF_22850",0,0,0,0,0,1,0,0,0
"LNHIMF_22855",0,0,0,0,0,1,0,0,0
"LNHIMF_23395",0,0,0,0,0,1,0,0,0
"LNHIMF_23400",0,0,0,0,0,1,0,0,0
"LNHIMF_23405",0,0,0,0,0,1,0,0,0
"LNHIMF_23410",0,0,0,0,0,1,0,0,0
"LNHIMF_23415",0,0,0,0,0,1,0,0,0
"LNHIMF_23420",0,0,0,0,0,1,0,0,0
"LNHIMF_23425",0,0,0,0,0,1,0,0,0
"LNHIMF_23430",0,0,0,0,0,1,0,0,0
"LNHIMF_23440",0,0,0,0,0,1,0,0,0
"LNHIMF_23445",0,0,0,0,0,1,0,0,0
"LNHIMF_23450",0,0,0,0,0,1,0,0,0
"LNHIMF_23455",0,0,0,0,0,1,0,0,0
"LNHIMF_23505",0,0,0,0,0,1,0,0,1
"LNHIMF_23515",0,0,0,0,0,1,0,0,0
"LNHIMF_23520",0,0,0,0,0,1,0,0,0
"LNHIMF_23525",0,0,0,0,0,1,1,0,0
"LNHIMF_23535",0,0,0,0,0,1,0,0,0
"LNHIMF_23545",0,0,0,0,0,1,0,0,0
"LNHIMF_23550",0,0,0,0,0,1,0,0,0
"LNHIMF_23555",0,0,0,0,0,1,0,0,0
"LNHIMF_23565",0,0,0,0,0,1,0,0,1
"LNHIMF_23575",0,0,0,0,0,1,0,0,0
"LNHIMF_23580",0,0,0,0,0,1,0,0,0
"LNHIMF_23585",0,0,0,0,0,1,0,0,0
"LNHIMF_23590",0,0,0,0,0,1,0,0,0
"LNHIMF_23595",0,0,0,0,0,1,0,0,0
"LNHIMF_23600",0,0,0,0,0,1,0,0,0
"LNHIMF_23605",0,0,0,0,0,1,0,0,0
"LNHIMF_23615",0,0,0,0,0,1,0,0,0
"LNHIMF_23620",0,0,0,0,0,1,0,0,0
"LNHIMF_23625",0,0,0,0,0,1,0,0,0
"LNHIMF_23630",0,0,0,0,0,1,0,0,0
"LNHIMF_23635",0,0,0,0,0,1,0,0,0
"LNHIMF_23645",0,0,0,0,0,1,0,0,0
"LNHIMF_23655",0,0,0,0,0,1,0,0,0
"LNHIMF_23660",0,0,0,0,0,1,0,0,0
"LNHIMF_23665",0,0,0,0,0,1,0,0,0
"LNHIMF_23670",0,0,0,0,0,1,0,0,0
"LNHIMF_23680",0,0,0,0,0,1,0,0,0
"LNHIMF_23685",0,0,0,0,0,1,0,0,0
"LNHIMF_23695",0,0,0,0,0,1,0,0,0
"LNHIMF_23700",0,0,0,0,0,1,0,0,0
"LNHIMF_23720",0,0,0,0,0,1,0,0,1
"LNHIMF_23730",0,0,0,0,0,1,0,0,0
"LNHIMF_23735",0,0,0,0,0,1,1,0,0
"LNHIMF_23745",0,0,0,0,0,1,0,0,0
"LNHIMF_23750",0,0,0,0,0,1,0,0,0
"LNHIMF_23755",0,0,0,0,0,1,0,0,0
"LNHIMF_23760",0,0,0,0,0,1,0,0,0
"LNHIMF_23765",0,0,0,0,0,1,0,0,0
"LNHIMF_23770",0,0,0,0,0,1,0,0,0
"LNHIMF_23775",0,0,0,0,0,1,0,0,0
"LNHIMF_23785",0,0,0,0,0,1,0,0,0
"LNHIMF_23790",0,0,0,0,0,1,0,0,0
"LNHIMF_23800",0,0,0,0,0,1,0,0,0
"LNHIMF_23805",0,0,0,0,0,1,0,0,0
"LNHIMF_23810",0,0,0,0,0,1,0,0,0
"LNHIMF_23815",0,0,0,0,0,1,0,0,0
"LNHIMF_23820",0,0,0,0,0,1,0,0,0
"LNHIMF_23825",0,0,0,0,0,1,0,0,0
"LNHIMF_23830",0,0,0,0,0,1,0,0,0
"LNHIMF_23835",0,0,0,0,0,1,0,0,0
"LNHIMF_23840",0,0,0,0,0,1,0,0,0
"LNHIMF_23845",0,0,0,0,0,1,0,0,0
"LNHIMF_23850",0,0,0,0,0,1,0,0,0
"LNHIMF_23855",0,0,0,0,0,1,0,0,0
"LNHIMF_23860",0,0,0,0,0,1,0,0,0
"LNHIMF_23865",0,0,0,0,0,1,0,0,0
"LNHIMF_23870",0,0,0,0,0,1,0,0,0
"LNHIMF_23875",0,0,0,0,0,1,0,0,0
"LNHIMF_23880",0,0,0,0,0,1,0,0,0
"LNHIMF_23885",0,0,0,0,0,1,0,0,0
"ONMMKP_03625",0,0,0,0,0,0,1,0,0
"ONMMKP_03630",0,0,0,0,0,1,1,0,0
"ONMMKP_03635",0,0,0,0,0,1,1,0,0
"ONMMKP_03640",0,0,0,0,0,0,1,0,0
"ONMMKP_03645",0,0,0,0,0,1,1,0,0
"ONMMKP_03650",0,0,0,0,0,1,1,0,0
"ONMMKP_03655",0,0,0,0,0,1,1,0,0
"ONMMKP_03660",0,0,0,0,0,0,1,0,0
"ONMMKP_03665",0,0,0,0,0,0,1,0,0
"ONMMKP_03670",0,0,0,0,0,1,1,0,0
"ONMMKP_03675",0,0,0,0,0,0,1,0,0
"ONMMKP_03680",0,0,0,0,0,0,1,0,0
"ONMMKP_03685",0,0,0,0,0,0,1,0,0
"ONMMKP_03690",0,0,0,0,0,0,1,0,0
"ONMMKP_03695",0,0,0,0,0,1,1,0,0
"ONMMKP_03700",0,0,0,0,0,0,1,0,0
"ONMMKP_03705",0,0,0,0,0,0,1,0,0
"ONMMKP_03715",0,0,0,0,0,0,1,0,0
"ONMMKP_03720",0,0,0,0,0,1,1,0,0
"ONMMKP_03725",0,0,0,0,0,1,1,0,0
"ONMMKP_03730",0,0,0,0,0,1,1,0,0
"ONMMKP_03735",0,0,0,0,0,1,1,0,0
"ONMMKP_03740",0,0,0,0,0,0,1,0,0
"ONMMKP_03745",0,0,0,0,0,1,1,0,0
"ONMMKP_03755",0,0,0,0,0,1,1,0,0
"ONMMKP_03760",0,0,0,0,0,1,1,0,0
"ONMMKP_03765",0,0,0,0,0,1,1,0,0
"ONMMKP_03770",0,0,0,0,0,1,1,0,0
"ONMMKP_03775",0,0,0,0,0,0,1,0,0
"ONMMKP_03780",0,0,0,0,0,0,1,0,0
"ONMMKP_03790",0,0,0,0,0,1,1,0,0
"ONMMKP_03795",0,0,0,0,0,1,1,0,0
"ONMMKP_03800",0,0,0,0,0,0,1,0,0
"ONMMKP_03810",0,0,0,0,0,1,1,0,0
"ONMMKP_03820",0,0,0,0,0,0,1,0,0
"ONMMKP_03835",0,0,0,0,0,0,1,0,0
"ONMMKP_03855",0,0,0,0,0,0,1,1,1
"ONMMKP_03865",0,0,0,0,0,0,1,0,0
"ONMMKP_03870",0,1,0,0,0,1,1,0,1
"ONMMKP_03880",0,0,0,0,0,0,1,0,0
"ONMMKP_03885",0,0,0,0,0,0,1,0,0
"ONMMKP_03895",0,0,0,0,0,0,1,0,0
"ONMMKP_03925",0,0,0,0,0,0,1,0,0
"ONMMKP_03935",0,0,0,0,0,0,1,0,0
"ONMMKP_03940",0,0,0,0,0,0,1,0,0
"ONMMKP_03945",0,0,0,0,0,0,1,0,0
"ONMMKP_03950",0,0,0,0,0,0,1,0,0
"ONMMKP_03955",0,1,0,0,0,0,1,0,0
"ONMMKP_03960",0,0,0,0,0,0,1,0,0
"ONMMKP_03965",0,1,0,0,0,1,1,0,0
"ONMMKP_03975",0,0,0,0,0,0,1,0,0
"ONMMKP_03980",0,1,0,0,0,0,1,1,0
"ONMMKP_03985",0,0,0,0,0,0,1,0,0
"ONMMKP_03995",0,0,0,0,0,0,1,0,0
"ONMMKP_04005",0,0,0,0,0,0,1,0,0
"ONMMKP_04010",0,0,0,0,0,0,1,0,0
"ONMMKP_09070",0,0,0,0,0,0,1,0,0
"ONMMKP_09290",0,0,0,0,0,1,1,0,0
"ONMMKP_09295",0,0,0,1,0,1,1,0,0
"ONMMKP_09305",0,0,0,0,0,0,1,0,0
"ONMMKP_09310",0,0,0,1,0,1,1,0,0
"ONMMKP_11240",0,0,0,0,0,0,1,0,1
"ONMMKP_11250",0,0,0,0,0,0,1,0,0
"ONMMKP_11350",0,0,1,0,0,1,1,0,0
"ONMMKP_11390",0,0,0,0,0,0,1,0,0
"ONMMKP_11395",0,0,0,0,0,0,1,0,0
"ONMMKP_11400",0,0,0,0,0,0,1,0,0
"ONMMKP_11405",0,0,0,0,0,0,1,0,0
"ONMMKP_11410",0,0,0,0,0,0,1,0,0
"ONMMKP_11415",0,0,0,0,0,0,1,0,0
"ONMMKP_11420",0,0,0,0,0,0,1,0,0
"IKCLMC_00005",0,0,0,0,0,0,0,1,0
"IKCLMC_00025",0,0,0,0,0,0,0,1,0
"IKCLMC_00050",0,0,0,0,0,0,0,1,0
"IKCLMC_00070",0,0,0,0,0,0,0,1,0
"IKCLMC_00240",0,0,0,0,0,0,0,1,0
"IKCLMC_00420",0,0,0,0,0,0,0,1,0
"IKCLMC_00435",1,0,0,0,0,0,0,1,0
"IKCLMC_00440",1,0,0,0,0,0,0,1,0
"IKCLMC_00450",1,0,0,0,0,0,0,1,0
"IKCLMC_06635",0,0,0,0,0,0,0,1,0
"IKCLMC_08410",0,0,0,0,0,0,0,1,0
"IKCLMC_08780",1,1,0,1,1,1,1,1,1
"IKCLMC_11605",0,0,0,0,0,0,0,1,0
"IKCLMC_11610",0,0,0,0,0,0,0,1,0
"IKCLMC_11615",0,0,0,0,0,0,0,1,0
"IKCLMC_11620",0,0,0,0,0,0,0,1,0
"IKCLMC_11625",0,0,0,0,0,0,0,1,0
"IKCLMC_11630",0,0,0,0,0,0,0,1,0
"IKCLMC_11640",0,0,0,0,0,0,0,1,0
"IKCLMC_11650",0,0,0,0,0,0,0,1,0
"IKCLMC_11655",0,0,0,0,0,0,0,1,0
"IKCLMC_11680",0,0,0,0,0,0,0,1,1
"IKCLMC_11685",0,0,0,0,0,0,0,1,0
"IKCLMC_11690",0,0,0,0,0,1,0,1,0
"IKCLMC_11695",0,0,0,0,0,0,1,1,0
"IKCLMC_11700",0,0,0,0,0,0,1,1,0
"IKCLMC_11710",0,0,0,0,0,0,0,1,0
"IKCLMC_11725",0,1,0,0,0,0,0,1,0
"IKCLMC_11740",0,0,0,0,0,0,0,1,0
"IKCLMC_11745",0,0,0,0,0,0,0,1,0
"IKCLMC_11750",0,0,0,0,0,0,0,1,0
"IKCLMC_11785",0,0,0,0,0,0,0,1,0
"IKCLMC_11800",0,0,0,0,0,0,0,1,0
"IKCLMC_11805",0,0,0,0,0,0,0,1,0
"IKCLMC_11810",0,0,0,0,0,0,0,1,0
"IKCLMC_11815",0,0,0,0,0,0,0,1,0
"IKCLMC_11820",0,0,0,0,0,0,0,1,0
"IKCLMC_11825",0,0,0,0,0,0,0,1,0
"IKCLMC_11830",0,0,0,0,0,0,0,1,0
"IKCLMC_11835",0,0,0,0,0,0,0,1,0
"IKCLMC_11840",0,0,0,0,0,0,0,1,0
"IKCLMC_11845",0,0,0,0,0,0,0,1,0
"IKCLMC_11850",0,0,0,0,0,0,0,1,0
"IKCLMC_11855",0,0,0,0,0,0,0,1,0
"IKCLMC_11860",0,0,0,0,0,0,0,1,0
"IKCLMC_11865",0,0,0,0,0,0,0,1,0
"IKCLMC_11870",0,0,0,0,0,0,0,1,0
"IKCLMC_11875",0,0,0,0,0,0,0,1,0
"IKCLMC_11880",0,0,0,0,0,0,0,1,0
"IKCLMC_11885",0,0,0,0,0,0,0,1,0
"IKCLMC_11890",0,0,0,0,0,0,0,1,0
"IKCLMC_11895",0,0,0,0,0,0,0,1,0
"IKCLMC_11900",0,0,0,0,0,0,0,1,0
"IKCLMC_11905",0,0,0,0,0,0,0,1,0
"IKCLMC_11910",0,0,0,0,0,0,0,1,0
"IKCLMC_16645",0,0,0,0,0,0,0,1,0
"IKCLMC_16655",0,0,0,0,0,0,0,1,0
"IKCLMC_16660",0,0,0,0,0,0,0,1,0
"IKCLMC_16665",0,0,0,0,0,0,0,1,0
"IKCLMC_16670",0,0,0,0,0,0,0,1,0
"IKCLMC_16675",0,0,0,0,0,0,0,1,0
"IKCLMC_16680",0,0,0,0,0,0,0,1,0
"IKCLMC_16685",0,0,0,0,0,0,0,1,0
"IKCLMC_16690",0,0,0,0,0,0,0,1,0
"IKCLMC_16695",0,0,0,0,0,0,0,1,0
"IKCLMC_16700",0,0,0,0,0,1,0,1,0
"IKCLMC_16705",0,0,0,0,0,0,0,1,0
"IKCLMC_17060",0,1,0,1,0,0,0,1,0
"IKCLMC_21440",0,0,0,0,0,0,0,1,0
"IKCLMC_21455",0,1,0,0,0,0,1,1,1
"IKCLMC_21495",1,1,0,0,0,0,1,1,1
"IKCLMC_21515",0,0,0,0,0,0,0,1,1
"PKJKAM_03670",0,0,0,0,0,0,1,0,1
"PKJKAM_03780",0,0,0,0,0,0,0,0,1
"PKJKAM_03785",0,1,1,0,0,0,1,1,1
"PKJKAM_06010",0,0,1,0,0,0,1,1,1
"PKJKAM_09105",0,0,0,0,0,0,0,0,1
"PKJKAM_09110",0,0,0,0,0,0,0,0,1
"PKJKAM_09115",0,0,0,0,0,0,0,0,1
"PKJKAM_09120",0,0,0,0,0,0,0,0,1
"PKJKAM_09125",0,0,0,0,0,0,1,0,1
"PKJKAM_09130",0,0,0,0,0,0,0,0,1
"PKJKAM_09135",0,0,0,0,0,0,1,0,1
"PKJKAM_09140",0,0,0,0,0,0,1,0,1
"PKJKAM_09145",0,0,0,0,0,0,0,0,1
"PKJKAM_09150",0,0,0,0,0,0,0,0,1
"PKJKAM_09155",0,0,0,0,0,0,0,0,1
"PKJKAM_09160",0,0,0,0,0,0,1,0,1
"PKJKAM_09165",0,0,0,0,0,0,1,0,1
"PKJKAM_09170",0,0,0,0,0,0,0,0,1
"PKJKAM_09175",0,0,0,0,0,0,1,0,1
"PKJKAM_09180",0,0,0,0,0,0,1,0,1
"PKJKAM_09185",0,0,0,0,0,0,1,0,1
"PKJKAM_09190",0,0,0,0,0,0,1,0,1
"PKJKAM_09195",0,0,0,0,0,0,1,0,1
"PKJKAM_09200",0,0,0,0,0,0,1,0,1
"PKJKAM_09205",0,0,0,0,0,0,1,0,1
"PKJKAM_09210",0,0,0,0,0,0,1,0,1
"PKJKAM_09215",0,0,0,0,0,0,1,0,1
"PKJKAM_09220",0,0,1,0,0,0,1,0,1
"PKJKAM_09225",0,0,1,0,0,0,1,0,1
"PKJKAM_09230",0,0,0,0,0,0,1,0,1
"PKJKAM_09235",0,0,1,0,0,0,1,0,1
"PKJKAM_09240",0,0,1,0,0,0,1,0,1
