persistent_family	duplication_ratio	mean_presence	is_single_copy_marker
AJBGEP_03870	0.0	1.0	True
AJBGEP_03875	0.0	1.0	True
AJBGEP_03905	0.0	1.0	True
AJBGEP_03910	0.0	1.0	True
AJBGEP_03920	0.0	1.0	True
AJBGEP_03925	0.0	1.0	True
AJBGEP_03935	0.0	1.0	True
AJBGEP_03945	0.0	1.0	True
AJBGEP_03950	0.0	1.0	True
AJBGEP_03975	0.0	1.0	True
AJBGEP_03985	0.0	1.0	True
AJBGEP_03990	0.0	1.0	True
AJBGEP_04000	0.0	1.0	True
AJBGEP_04005	0.0	1.0	True
AJBGEP_04010	0.0	1.0	True
AJBGEP_04025	0.0	1.0	True
AJBGEP_04035	0.0	1.0	True
AJBGEP_04040	0.0	1.0	True
AJBGEP_04045	0.0	1.111	True
AJBGEP_04050	0.0	1.0	True
AJBGEP_04055	0.0	1.0	True
AJBGEP_04065	0.0	1.0	True
AJBGEP_04075	0.0	1.0	True
AJBGEP_04080	0.0	1.0	True
AJBGEP_04085	0.0	1.0	True
AJBGEP_04090	0.0	1.0	True
AJBGEP_04095	0.0	1.0	True
AJBGEP_04100	0.0	1.0	True
AJBGEP_04105	0.0	1.0	True
AJBGEP_04110	0.0	1.0	True
AJBGEP_04115	0.0	1.0	True
AJBGEP_04125	0.0	1.0	True
AJBGEP_04130	0.0	1.0	True
AJBGEP_04135	0.0	1.0	True
AJBGEP_04140	0.0	1.0	True
AJBGEP_04145	0.0	1.0	True
AJBGEP_04150	0.0	1.0	True
AJBGEP_04155	0.0	1.0	True
AJBGEP_04175	0.0	1.0	True
AJBGEP_04180	0.0	1.0	True
AJBGEP_04185	0.0	1.0	True
AJBGEP_04195	0.0	1.0	True
AJBGEP_04200	0.0	1.0	True
AJBGEP_04205	0.0	1.0	True
AJBGEP_04210	0.0	1.0	True
AJBGEP_04215	0.0	1.0	True
AJBGEP_04220	0.0	1.0	True
AJBGEP_04225	0.0	1.0	True
AJBGEP_05285	0.0	1.0	True
AJBGEP_05290	0.0	1.0	True
AJBGEP_05295	0.0	1.0	True
AJBGEP_05300	0.0	1.0	True
AJBGEP_05305	0.0	1.0	True
AJBGEP_05310	0.0	1.0	True
AJBGEP_05315	0.0	1.0	True
AJBGEP_05320	0.0	1.0	True
AJBGEP_05325	0.0	1.0	True
AJBGEP_05330	0.0	1.0	True
AJBGEP_05335	0.0	1.0	True
AJBGEP_05340	0.0	1.0	True
AJBGEP_05345	0.0	1.0	True
AJBGEP_05350	0.0	1.0	True
AJBGEP_05355	0.0	1.0	True
AJBGEP_05360	0.0	1.0	True
AJBGEP_05365	0.0	1.0	True
AJBGEP_05370	0.0	1.0	True
AJBGEP_05375	0.0	1.0	True
AJBGEP_05380	0.0	1.0	True
AJBGEP_05385	0.0	1.0	True
AJBGEP_05390	0.0	1.0	True
AJBGEP_05395	0.0	1.0	True
AJBGEP_05400	0.0	1.0	True
AJBGEP_05405	0.0	1.111	True
AJBGEP_05410	0.0	1.0	True
AJBGEP_05415	0.0	1.0	True
AJBGEP_05420	0.0	1.0	True
AJBGEP_05430	0.0	1.0	True
AJBGEP_05435	0.0	1.0	True
AJBGEP_05445	0.0	1.0	True
AJBGEP_05450	0.0	1.0	True
AJBGEP_05455	0.0	1.0	True
AJBGEP_05460	0.0	1.0	True
AJBGEP_05465	0.0	1.0	True
AJBGEP_05470	0.0	1.0	True
AJBGEP_05475	0.0	1.0	True
AJBGEP_05480	0.0	1.0	True
AJBGEP_05485	0.0	1.0	True
AJBGEP_05490	0.0	1.0	True
AJBGEP_05495	0.0	1.0	True
AJBGEP_05500	0.0	1.222	True
AJBGEP_05505	0.0	1.111	True
AJBGEP_05510	0.0	1.0	True
AJBGEP_05515	0.0	1.0	True
AJBGEP_05520	0.0	1.0	True
AJBGEP_05525	0.0	1.0	True
AJBGEP_05530	0.0	1.0	True
AJBGEP_05535	0.0	1.0	True
AJBGEP_05540	0.0	1.0	True
AJBGEP_05545	0.0	1.0	True
AJBGEP_05550	0.0	1.0	True
AJBGEP_05555	0.0	1.0	True
AJBGEP_05560	0.0	1.111	True
AJBGEP_05570	0.0	1.0	True
AJBGEP_05575	0.0	1.0	True
AJBGEP_05580	0.0	1.0	True
AJBGEP_05585	0.0	1.0	True
AJBGEP_05595	0.0	1.0	True
AJBGEP_05600	0.0	1.0	True
AJBGEP_05605	0.0	1.111	True
AJBGEP_05610	0.0	1.0	True
AJBGEP_05615	0.0	1.0	True
AJBGEP_05620	0.0	1.0	True
AJBGEP_05630	0.0	1.0	True
AJBGEP_05640	0.0	1.125	True
AJBGEP_05645	0.0	1.0	True
AJBGEP_05655	0.0	1.0	True
AJBGEP_05660	0.0	1.125	True
AJBGEP_05665	0.0	1.0	True
AJBGEP_05675	0.0	1.111	True
AJBGEP_05680	0.0	1.0	True
AJBGEP_05685	0.0	1.0	True
AJBGEP_05690	0.0	1.0	True
AJBGEP_05695	0.0	1.0	True
AJBGEP_05700	0.0	1.0	True
AJBGEP_05710	0.0	1.0	True
AJBGEP_05720	0.0	1.0	True
AJBGEP_05725	0.0	1.0	True
AJBGEP_05730	0.0	1.0	True
AJBGEP_05735	0.0	1.0	True
AJBGEP_05740	0.0	1.0	True
AJBGEP_05745	0.0	1.0	True
AJBGEP_05750	0.0	1.0	True
AJBGEP_05755	0.0	1.0	True
AJBGEP_05760	0.0	1.0	True
AJBGEP_05765	0.0	1.0	True
AJBGEP_05770	0.0	1.0	True
AJBGEP_05775	0.0	1.0	True
AJBGEP_05780	0.0	1.0	True
AJBGEP_07375	0.0	1.0	True
AJBGEP_07380	0.0	1.0	True
AJBGEP_07385	0.0	1.0	True
AJBGEP_07395	0.0	1.0	True
AJBGEP_07405	0.0	1.0	True
AJBGEP_07410	0.0	1.0	True
AJBGEP_07415	0.0	1.0	True
AJBGEP_07420	0.0	1.0	True
AJBGEP_07425	0.0	1.0	True
AJBGEP_07430	0.0	1.0	True
AJBGEP_07435	0.0	1.0	True
AJBGEP_07440	0.0	1.0	True
AJBGEP_07445	0.0	1.0	True
AJBGEP_07450	0.0	1.0	True
AJBGEP_07455	0.0	1.0	True
AJBGEP_07460	0.0	1.0	True
AJBGEP_07465	0.0	1.0	True
AJBGEP_07470	0.0	1.0	True
AJBGEP_07475	0.0	1.0	True
AJBGEP_07480	0.0	1.0	True
AJBGEP_07485	0.0	1.0	True
AJBGEP_07490	0.0	1.0	True
AJBGEP_07495	0.0	1.0	True
AJBGEP_07500	0.0	1.0	True
AJBGEP_07505	0.0	1.0	True
AJBGEP_07515	0.0	1.0	True
AJBGEP_07530	0.0	1.0	True
AJBGEP_07535	0.0	1.0	True
AJBGEP_07540	0.0	1.0	True
AJBGEP_07545	0.0	1.0	True
AJBGEP_07550	0.0	1.0	True
AJBGEP_07555	0.0	1.0	True
AJBGEP_07565	0.0	1.0	True
AJBGEP_07575	0.0	1.0	True
AJBGEP_07580	0.0	1.0	True
AJBGEP_07585	0.0	1.0	True
AJBGEP_07590	0.0	1.0	True
AJBGEP_07595	0.0	1.0	True
AJBGEP_07605	0.0	1.0	True
AJBGEP_07610	0.0	1.0	True
AJBGEP_07615	0.0	1.0	True
AJBGEP_07620	0.0	1.0	True
AJBGEP_07625	0.0	1.0	True
AJBGEP_07630	0.0	1.0	True
AJBGEP_07635	0.0	1.0	True
AJBGEP_07640	0.0	1.0	True
AJBGEP_07645	0.0	1.0	True
AJBGEP_07650	0.0	1.0	True
AJBGEP_07655	0.0	1.0	True
AJBGEP_07660	0.0	1.0	True
AJBGEP_07665	0.0	1.111	True
AJBGEP_07670	0.0	1.0	True
AJBGEP_07675	0.0	1.0	True
AJBGEP_07680	0.0	1.0	True
AJBGEP_07685	0.0	1.0	True
AJBGEP_07690	0.0	1.0	True
AJBGEP_07695	0.0	1.0	True
AJBGEP_07700	0.0	1.0	True
AJBGEP_07705	0.0	1.0	True
AJBGEP_07710	0.0	1.0	True
AJBGEP_07715	0.0	1.0	True
AJBGEP_07720	0.0	1.0	True
AJBGEP_07725	0.0	1.0	True
AJBGEP_07730	0.0	1.0	True
AJBGEP_07745	1.0	2.0	False
AJBGEP_07750	0.0	1.0	True
AJBGEP_07755	0.0	1.0	True
AJBGEP_07775	0.0	1.0	True
AJBGEP_07780	0.0	1.0	True
AJBGEP_07785	0.0	1.0	True
AJBGEP_07790	0.0	1.0	True
AJBGEP_07795	0.0	1.0	True
AJBGEP_07800	0.0	1.0	True
AJBGEP_07805	0.0	1.0	True
AJBGEP_07810	0.0	1.0	True
AJBGEP_07815	0.0	1.0	True
AJBGEP_07820	0.0	1.0	True
AJBGEP_07830	0.0	1.0	True
AJBGEP_07835	0.0	1.0	True
AJBGEP_07840	0.0	1.0	True
AJBGEP_07845	0.0	1.0	True
AJBGEP_07850	0.0	1.0	True
AJBGEP_07855	0.0	1.0	True
AJBGEP_07860	0.0	1.0	True
AJBGEP_07865	0.0	1.111	True
AJBGEP_07870	0.0	1.0	True
AJBGEP_07875	0.0	1.0	True
AJBGEP_07880	0.0	1.0	True
AJBGEP_09960	0.0	1.0	True
AJBGEP_09965	0.0	1.0	True
AJBGEP_09980	0.0	1.0	True
AJBGEP_09985	0.0	1.0	True
AJBGEP_09990	0.0	1.0	True
AJBGEP_09995	0.0	1.0	True
AJBGEP_10005	0.0	1.0	True
AJBGEP_10010	0.0	1.0	True
AJBGEP_10015	0.0	1.0	True
AJBGEP_10020	0.0	1.0	True
AJBGEP_10025	0.0	1.0	True
AJBGEP_10035	0.0	1.0	True
AJBGEP_10040	0.0	1.0	True
AJBGEP_10045	0.0	1.0	True
AJBGEP_10050	0.0	1.111	True
AJBGEP_10055	0.0	1.111	True
AJBGEP_10060	0.0	1.0	True
AJBGEP_10065	0.0	1.0	True
AJBGEP_10070	0.0	1.0	True
AJBGEP_10075	0.0	1.0	True
AJBGEP_10080	0.0	1.0	True
AJBGEP_10085	0.0	1.0	True
AJBGEP_10090	0.0	1.0	True
AJBGEP_10100	0.0	1.0	True
AJBGEP_10105	0.0	1.0	True
AJBGEP_10110	0.0	1.0	True
AJBGEP_10115	0.0	1.0	True
AJBGEP_10120	0.0	1.0	True
AJBGEP_10125	0.0	1.0	True
AJBGEP_10130	0.0	1.0	True
AJBGEP_10135	0.0	1.0	True
AJBGEP_10140	0.0	1.0	True
AJBGEP_10150	0.0	1.0	True
AJBGEP_10155	0.0	1.0	True
AJBGEP_10160	0.0	1.0	True
AJBGEP_10165	0.0	1.0	True
AJBGEP_10170	0.0	1.0	True
AJBGEP_10175	0.0	1.0	True
AJBGEP_10180	0.0	1.0	True
AJBGEP_10195	0.0	1.0	True
AJBGEP_10225	0.0	1.0	True
AJBGEP_10230	0.0	1.0	True
AJBGEP_10235	0.0	1.0	True
AJBGEP_10240	0.0	1.0	True
AJBGEP_10245	0.0	1.0	True
AJBGEP_10255	0.0	1.0	True
AJBGEP_10260	0.0	1.0	True
AJBGEP_10270	0.0	1.0	True
AJBGEP_10275	0.0	1.0	True
AJBGEP_10280	0.0	1.0	True
AJBGEP_10295	0.0	1.111	True
AJBGEP_10305	0.0	1.0	True
AJBGEP_10310	0.0	1.0	True
AJBGEP_10315	0.0	1.0	True
AJBGEP_10320	0.0	1.0	True
AJBGEP_10330	0.0	1.0	True
AJBGEP_10335	0.0	1.0	True
AJBGEP_10340	0.0	1.0	True
AJBGEP_10345	0.0	1.0	True
AJBGEP_10350	0.0	1.0	True
AJBGEP_10360	0.0	1.0	True
AJBGEP_10365	0.0	1.0	True
AJBGEP_10375	0.0	1.0	True
AJBGEP_10380	0.0	1.0	True
AJBGEP_10385	0.0	1.0	True
AJBGEP_10390	0.0	1.0	True
AJBGEP_10400	0.0	1.0	True
AJBGEP_10405	0.0	1.0	True
AJBGEP_10410	0.0	1.0	True
AJBGEP_10415	0.0	1.0	True
AJBGEP_10420	0.0	1.0	True
AJBGEP_10430	0.0	1.0	True
AJBGEP_10440	0.0	1.0	True
AJBGEP_10445	0.0	1.111	True
AJBGEP_10450	0.0	1.0	True
AJBGEP_10455	0.0	1.0	True
AJBGEP_10465	0.0	1.0	True
AJBGEP_10490	0.0	1.0	True
AJBGEP_10495	0.143	1.143	False
AJBGEP_10500	0.143	1.143	False
AJBGEP_12595	0.0	1.0	True
AJBGEP_12600	0.0	1.0	True
AJBGEP_12605	0.0	1.0	True
AJBGEP_12610	0.0	1.0	True
AJBGEP_12615	0.0	1.0	True
AJBGEP_12620	0.0	1.0	True
AJBGEP_12625	0.0	1.0	True
AJBGEP_12630	0.0	1.0	True
AJBGEP_12635	0.0	1.0	True
AJBGEP_12645	0.0	1.0	True
AJBGEP_12650	0.0	1.0	True
AJBGEP_12655	0.0	1.0	True
AJBGEP_12660	0.0	1.0	True
AJBGEP_12665	0.0	1.0	True
AJBGEP_12675	0.0	1.0	True
AJBGEP_12680	0.0	1.0	True
AJBGEP_12685	0.0	1.0	True
AJBGEP_12690	0.0	1.0	True
AJBGEP_12695	0.0	1.0	True
AJBGEP_12700	0.0	1.0	True
AJBGEP_12710	0.0	1.0	True
AJBGEP_12715	0.0	1.111	True
AJBGEP_12720	0.0	1.0	True
AJBGEP_12725	0.0	1.0	True
AJBGEP_12730	0.0	1.0	True
AJBGEP_12735	0.0	1.0	True
AJBGEP_12740	0.0	1.0	True
AJBGEP_12745	0.0	1.0	True
AJBGEP_12750	0.0	1.0	True
AJBGEP_12755	0.0	1.0	True
AJBGEP_12760	0.0	1.111	True
AJBGEP_12765	0.0	1.0	True
AJBGEP_12770	0.0	1.0	True
AJBGEP_12775	0.0	1.0	True
AJBGEP_12780	0.0	1.0	True
AJBGEP_12785	0.0	1.0	True
AJBGEP_12790	0.0	1.0	True
AJBGEP_12795	0.0	1.0	True
AJBGEP_12805	0.0	1.0	True
AJBGEP_12810	0.0	1.0	True
AJBGEP_12815	0.0	1.0	True
AJBGEP_12820	0.0	1.0	True
AJBGEP_12835	0.0	1.0	True
AJBGEP_12840	0.0	1.0	True
AJBGEP_12845	0.0	1.0	True
AJBGEP_12850	0.0	1.111	True
AJBGEP_12860	0.0	1.0	True
AJBGEP_12865	0.0	1.0	True
AJBGEP_12870	0.0	1.0	True
AJBGEP_12875	0.0	1.0	True
AJBGEP_12880	0.0	1.0	True
AJBGEP_12885	0.0	1.0	True
AJBGEP_12890	0.0	1.0	True
AJBGEP_12895	0.0	1.111	True
AJBGEP_12900	0.0	1.0	True
AJBGEP_12905	0.0	1.0	True
AJBGEP_12910	0.0	1.0	True
AJBGEP_12915	0.0	1.0	True
AJBGEP_12920	0.0	1.111	True
AJBGEP_12935	0.0	1.0	True
AJBGEP_12940	0.0	1.0	True
AJBGEP_12945	0.0	1.0	True
AJBGEP_12970	0.0	1.0	True
AJBGEP_12975	0.0	1.0	True
AJBGEP_12980	0.0	1.0	True
AJBGEP_12985	0.0	1.0	True
AJBGEP_12990	0.0	1.0	True
AJBGEP_12995	0.0	1.0	True
AJBGEP_13000	0.0	1.111	True
AJBGEP_13005	0.0	1.0	True
AJBGEP_13010	0.0	1.0	True
AJBGEP_13020	0.0	1.0	True
AJBGEP_13025	0.0	1.0	True
AJBGEP_13030	0.0	1.0	True
AJBGEP_13035	0.0	1.0	True
AJBGEP_13040	0.0	1.0	True
AJBGEP_13045	0.0	1.0	True
AJBGEP_13050	0.0	1.0	True
AJBGEP_13060	0.0	1.0	True
AJBGEP_13065	0.0	1.0	True
AJBGEP_13075	0.0	1.0	True
AJBGEP_13080	0.0	1.0	True
AJBGEP_13085	0.0	1.0	True
AJBGEP_13090	0.0	1.0	True
AJBGEP_13095	0.0	1.0	True
AJBGEP_13100	0.0	1.0	True
AJBGEP_13105	0.0	1.0	True
AJBGEP_13110	0.0	1.0	True
AJBGEP_13120	0.0	1.0	True
AJBGEP_13125	0.0	1.0	True
AJBGEP_14760	0.0	1.111	True
AJBGEP_14765	0.0	1.111	True
AJBGEP_14770	0.0	1.111	True
AJBGEP_14775	0.0	1.0	True
AJBGEP_14780	0.0	1.111	True
AJBGEP_14785	0.0	1.0	True
AJBGEP_14790	0.0	1.0	True
AJBGEP_14795	0.0	1.0	True
AJBGEP_14800	0.0	1.0	True
AJBGEP_14805	0.0	1.0	True
AJBGEP_14810	0.0	1.0	True
AJBGEP_14815	0.0	1.0	True
AJBGEP_14820	0.0	1.0	True
AJBGEP_14830	0.0	1.0	True
AJBGEP_14835	0.0	1.0	True
AJBGEP_14850	0.0	1.0	True
AJBGEP_14855	0.0	1.0	True
AJBGEP_14860	0.0	1.0	True
AJBGEP_14865	0.0	1.0	True
AJBGEP_14870	0.0	1.0	True
AJBGEP_14875	0.0	1.0	True
AJBGEP_14880	0.0	1.0	True
AJBGEP_14885	0.0	1.0	True
AJBGEP_14890	0.0	1.111	True
AJBGEP_14900	0.0	1.0	True
AJBGEP_14910	0.0	1.0	True
AJBGEP_14915	0.0	1.0	True
AJBGEP_14920	0.0	1.0	True
AJBGEP_14950	0.0	1.0	True
AJBGEP_14955	0.0	1.0	True
AJBGEP_14960	0.0	1.0	True
AJBGEP_14965	0.0	1.0	True
AJBGEP_14970	0.0	1.0	True
AJBGEP_14975	0.0	1.0	True
AJBGEP_14980	0.0	1.0	True
AJBGEP_14985	0.0	1.0	True
AJBGEP_14990	0.0	1.0	True
AJBGEP_14995	0.0	1.0	True
AJBGEP_15000	0.0	1.0	True
AJBGEP_15005	0.0	1.0	True
AJBGEP_15010	0.0	1.0	True
AJBGEP_15020	0.0	1.0	True
AJBGEP_15040	0.0	1.0	True
AJBGEP_15045	0.0	1.0	True
AJBGEP_15050	0.0	1.0	True
AJBGEP_15060	0.0	1.0	True
AJBGEP_15065	0.0	1.0	True
AJBGEP_15070	0.0	1.0	True
AJBGEP_15080	0.0	1.0	True
AJBGEP_15085	0.0	1.0	True
AJBGEP_15090	0.0	1.0	True
AJBGEP_15095	0.0	1.0	True
AJBGEP_15100	0.0	1.0	True
AJBGEP_15105	0.0	1.0	True
AJBGEP_15110	0.0	1.0	True
AJBGEP_15115	0.0	1.0	True
AJBGEP_15120	0.0	1.0	True
AJBGEP_15125	0.0	1.0	True
AJBGEP_15130	0.0	1.0	True
AJBGEP_15135	0.0	1.0	True
AJBGEP_15140	0.0	1.0	True
AJBGEP_15145	0.0	1.0	True
AJBGEP_15160	0.0	1.0	True
AJBGEP_15175	0.0	1.0	True
AJBGEP_15180	0.0	1.0	True
AJBGEP_15185	0.0	1.0	True
AJBGEP_15190	0.0	1.0	True
AJBGEP_15195	0.0	1.0	True
AJBGEP_15200	0.0	1.0	True
AJBGEP_15205	0.0	1.0	True
AJBGEP_15215	0.0	1.0	True
AJBGEP_15220	0.0	1.111	True
AJBGEP_15225	0.0	1.0	True
AJBGEP_15230	0.0	1.0	True
AJBGEP_15250	0.0	1.0	True
AJBGEP_15255	0.0	1.0	True
AJBGEP_15260	0.0	1.0	True
AJBGEP_15265	0.0	1.0	True
AJBGEP_15270	0.0	1.0	True
AJBGEP_15275	0.0	1.0	True
AJBGEP_15280	0.0	1.0	True
AJBGEP_15285	0.0	1.0	True
AJBGEP_15290	0.0	1.0	True
AJBGEP_15295	0.0	1.0	True
AJBGEP_16875	0.0	1.0	True
AJBGEP_16880	0.0	1.0	True
AJBGEP_16890	0.0	1.0	True
AJBGEP_16895	0.0	1.0	True
AJBGEP_16900	0.0	1.0	True
AJBGEP_16905	0.0	1.0	True
AJBGEP_16910	0.0	1.0	True
AJBGEP_16920	0.0	1.0	True
AJBGEP_16925	0.0	1.0	True
AJBGEP_16930	0.0	1.0	True
AJBGEP_16935	0.0	1.0	True
AJBGEP_16940	0.0	1.0	True
AJBGEP_16945	0.0	1.0	True
AJBGEP_16950	0.0	1.0	True
AJBGEP_16955	0.0	1.0	True
AJBGEP_16965	0.0	1.0	True
AJBGEP_16970	0.0	1.0	True
AJBGEP_16975	0.0	1.0	True
AJBGEP_16980	0.0	1.0	True
AJBGEP_16985	0.0	1.0	True
AJBGEP_16990	0.0	1.222	True
AJBGEP_16995	0.0	1.0	True
AJBGEP_17000	0.0	1.0	True
AJBGEP_17005	0.0	1.0	True
AJBGEP_17010	0.0	1.0	True
AJBGEP_17015	0.0	1.0	True
AJBGEP_17025	0.0	1.0	True
AJBGEP_17030	0.0	1.0	True
AJBGEP_17035	0.0	1.0	True
AJBGEP_17040	0.0	1.0	True
AJBGEP_17045	0.0	1.0	True
AJBGEP_17055	0.0	1.0	True
AJBGEP_17060	0.0	1.0	True
AJBGEP_17065	0.0	1.0	True
AJBGEP_17070	0.0	1.0	True
AJBGEP_17075	0.0	1.0	True
AJBGEP_17080	0.0	1.0	True
AJBGEP_17085	0.0	1.0	True
AJBGEP_17090	0.0	1.0	True
AJBGEP_17095	0.0	1.222	True
AJBGEP_17110	0.0	1.0	True
AJBGEP_17115	0.0	1.0	True
AJBGEP_17120	0.0	1.111	True
AJBGEP_17125	0.0	1.0	True
AJBGEP_17140	0.0	1.0	True
AJBGEP_17145	0.0	1.0	True
AJBGEP_17150	0.0	1.0	True
AJBGEP_17155	0.0	1.0	True
AJBGEP_17170	0.0	1.0	True
AJBGEP_17185	0.0	1.0	True
AJBGEP_17190	0.0	1.0	True
AJBGEP_17195	0.0	1.0	True
AJBGEP_17200	0.0	1.0	True
AJBGEP_17205	0.0	1.0	True
AJBGEP_17210	0.0	1.0	True
AJBGEP_17215	0.0	1.0	True
AJBGEP_17220	0.0	1.0	True
AJBGEP_17225	0.0	1.0	True
AJBGEP_17230	0.0	1.0	True
AJBGEP_17235	0.0	1.0	True
AJBGEP_17240	0.0	1.0	True
AJBGEP_17245	0.0	1.0	True
AJBGEP_17250	0.0	1.0	True
AJBGEP_17255	0.0	1.0	True
AJBGEP_17260	0.0	1.0	True
AJBGEP_17275	0.0	1.0	True
AJBGEP_17280	0.0	1.0	True
AJBGEP_17285	0.0	1.0	True
AJBGEP_17290	0.0	1.0	True
AJBGEP_17295	0.0	1.0	True
AJBGEP_17305	0.0	1.0	True
AJBGEP_17310	0.0	1.0	True
AJBGEP_17315	0.0	1.0	True
AJBGEP_17320	0.0	1.0	True
AJBGEP_17325	0.0	1.0	True
AJBGEP_17330	0.0	1.0	True
AJBGEP_17340	0.0	1.0	True
AJBGEP_17355	0.0	1.0	True
AJBGEP_17360	0.0	1.0	True
AJBGEP_17365	0.0	1.0	True
AJBGEP_17380	0.0	1.0	True
AJBGEP_17385	0.0	1.0	True
AJBGEP_17390	0.0	1.0	True
AJBGEP_17395	0.0	1.0	True
AJBGEP_17400	0.0	1.0	True
AJBGEP_17405	0.0	1.111	True
AJBGEP_17410	0.0	1.0	True
AJBGEP_17415	0.0	1.0	True
AJBGEP_19005	0.0	1.0	True
AJBGEP_19010	0.0	1.0	True
AJBGEP_19015	0.0	1.0	True
AJBGEP_19020	0.0	1.0	True
AJBGEP_19025	0.0	1.0	True
AJBGEP_19030	0.0	1.0	True
AJBGEP_19035	0.0	1.222	True
AJBGEP_19045	0.0	1.0	True
AJBGEP_19050	0.0	1.0	True
AJBGEP_19055	0.0	1.0	True
AJBGEP_19060	0.0	1.0	True
AJBGEP_19065	0.0	1.0	True
AJBGEP_19070	0.0	1.0	True
AJBGEP_19075	0.0	1.0	True
AJBGEP_19080	0.0	1.0	True
AJBGEP_19090	0.0	1.0	True
AJBGEP_19095	0.0	1.0	True
AJBGEP_19100	0.0	1.0	True
AJBGEP_19105	0.0	1.0	True
AJBGEP_19110	0.0	1.0	True
AJBGEP_19115	0.0	1.0	True
AJBGEP_19120	0.0	1.111	True
AJBGEP_19180	0.0	1.0	True
AJBGEP_19185	0.0	1.0	True
AJBGEP_19190	0.0	1.0	True
AJBGEP_19195	0.0	1.0	True
AJBGEP_19200	0.0	1.0	True
AJBGEP_19205	0.0	1.0	True
AJBGEP_19210	0.0	1.0	True
AJBGEP_19215	0.0	1.0	True
AJBGEP_19220	0.111	1.222	False
AJBGEP_19225	0.0	1.0	True
AJBGEP_19230	0.0	1.0	True
AJBGEP_19235	0.0	1.0	True
AJBGEP_19240	0.0	1.0	True
AJBGEP_19250	0.0	1.0	True
AJBGEP_19255	0.0	1.0	True
AJBGEP_19260	0.0	1.0	True
AJBGEP_19265	0.0	1.0	True
AJBGEP_19270	0.0	1.0	True
